chapter_id,date,sentence
ch13,"October 3rd, 1784","The pigeons are migrating and great flocks of them are flying by every day, so Father made a trap for them."
ch11,"August 2nd, 1784",Father is making furniture for us.
ch5,"February 1st, 1784",He was rubbing at his cheek and his face looked tired and drawn with pain.
ch2,"November 1st, 1783","“Merci,”
 we said, and the woman fairly beamed back at us."
ch6,"March 3rd, 1784",Hannah came out today to sit in front of her cabin and we just soaked up the sunshine.
ch10,"July 2nd, 1784",Angus is so enthusiastic about starting out all over again here in Canada.
ch1,"October 6th, 1783",There were times the last two days when I did not think I could walk another step.
ch2,"November 1st, 1783","Québec
We are following alongside the Richelieu River."
ch1,"October 6th, 1783",Thank goodness the feather tick was on top or we would have been jounced right off.
ch1,"October 6th, 1783",I wonder if he is from one of the homesteads we passed by today?
ch1,"October 6th, 1783",She is so distraught and her eyes look so empty.
ch1,"October 6th, 1783",I even thought I saw eyes gleaming out of the blackness.
ch1,"October 6th, 1783",That’s where the families of soldiers in Sir John Johnson’s King’s Royal Regiment of New York — Angus’s regiment — are supposed to meet up.
ch10,"July 2nd, 1784",There wouldn’t be anyone left who wouldn’t hate him.
ch2,"November 1st, 1783","It doesn’t look one bit different from America, but the land is not as mountainous as it was at the southern end of the lake."
ch1,"October 6th, 1783",Grannie is napping in her shelter.
ch1,"October 6th, 1783",Her voice was angry.
ch2,"November 1st, 1783","Mother puts stones on the hearth to heat up and Jamie and I take one each, wrapped in a rag, when we go to bed."
ch6,"March 3rd, 1784",Mr. Mitchell closed down the school and the whole community turned out to help.
ch1,"October 6th, 1783","“They gave me as low a price as they could get away with.”
“Even for Blue and Bess?” she asked."
ch2,"November 1st, 1783",We have a small barrel full.
ch1,"October 6th, 1783",It was all I could do to hold Jamie down.
ch5,"February 1st, 1784","Dear Canada: With Nothing But Our Courage
February 1784
Another month begun."
ch6,"March 3rd, 1784","The best part as far as I’m concerned, of course, is scooping the syrup out of the kettles and throwing it onto the snow to harden into taffy."
ch1,"October 6th, 1783","She looked stricken, not at all like the smiling girl I met yesterday."
ch1,"October 6th, 1783","I suppose I get my size from Grannie — or lack of size, I should probably say."
ch12,"September 6th, 1784",My leg is still unbelievably painful but we had the best surprise today.
ch2,"November 1st, 1783",The rain has stopped but we are still damp and dripping.
ch1,"October 6th, 1783",It must be so beautiful around our house.
ch10,"July 2nd, 1784","There is not much Mother and Jamie and I can do to help them with that, but we can help them pull the logs over to the cabin site."
ch2,"November 1st, 1783",Her poor mother was busy trying to round up Mrs. Denny’s three little treasures and could not keep an eye on her.
ch1,"October 6th, 1783",So did the rub.
ch13,"October 3rd, 1784","To lose your country is bad enough, but to lose your family as well!"
ch2,"November 1st, 1783",His eyes look very sad.
ch1,"October 6th, 1783",And the smell of the burned out cornfield was in our noses the whole time.
ch1,"October 6th, 1783",Father gave it to me for my twelfth birthday and I’ve not written in it yet.
ch13,"October 3rd, 1784",Probably we will give them English names.
ch9,"June 1st, 1784",Now I’m remembering old Blue and missing him.
ch10,"July 2nd, 1784",Finally we were able to set up the tents.
ch11,"August 2nd, 1784","He is building bunks against the walls for Jamie and me up in the loft, and two larger beds in the main room for Mother and himself and for Grannie."
ch3,"December 1st, 1783","Of course, once we leave Machiche, there is no telling when we will find another school."
ch1,"October 6th, 1783",At least Father is allowing Jamie to keep Laddie.
ch1,"October 6th, 1783","We cannot take old Blue, nor Bess — not even the chickens!"
ch1,"October 6th, 1783","Fort Niagara, where they are going, is far to the west of here and they have just been travelling with us until the river turned and they could turn with it."
ch1,"October 6th, 1783","We’ve been on the move for two days now, heading north, and I am bone weary and sick to death."
ch2,"November 1st, 1783","I see Mother trying to feed her now, but Margaret is just crying and crying."
ch1,"October 6th, 1783",Grannie insisted on digging up a piece of the lilac bush that grows in our doorway.
ch2,"November 1st, 1783","He was looking back, too."
ch2,"November 1st, 1783",There are two soldiers walking alongside him.
ch14,"November 1st, 1784","“Thank you,” he said."
ch7,"April 6th, 1784","I was seated next to Mother and for the first time since we were forced out of our home, I saw her face relax and soften."
ch1,"October 6th, 1783",But I won’t let myself think of that.
ch2,"November 1st, 1783",I do hope we will be able to stay together.
ch3,"December 1st, 1783","“Here, child,” she said, and gave me a small square of embroidered linen."
ch1,"October 6th, 1783",Wolves and bears.
ch1,"October 6th, 1783",I was certain a hundred Indians were watching my every move.
ch1,"October 6th, 1783","Later
Father came back late tonight."
ch2,"November 1st, 1783",Put these dresses on over those uniforms and cover your heads with the shawls.
ch9,"June 1st, 1784",What in the world does that mean?
ch1,"October 6th, 1783",We are in the woods with hardly any shelter.
ch1,"October 6th, 1783","Later
I must just add this one bit, although I am now snuggled down under my blanket and can barely see to write."
ch7,"April 6th, 1784",He made it for her and was very proud of it.
ch1,"October 6th, 1783",How can they call themselves Christians and do such a thing to us?
ch13,"October 3rd, 1784","Mr. Murchison asked Father if he would consider it, but he hardly needed to pose the question."
ch9,"June 1st, 1784",This is actually a very pleasant way to travel.
ch12,"September 6th, 1784",He says he will go out with the Indians again so we will have a good supply of fresh fish from now on and we can salt some down for the winter.
ch1,"October 6th, 1783","Grannie is the only one of us born in Scotland, and she came here as a babe in her mother’s arms, but she still has a burr to her voice."
ch3,"December 1st, 1783","And there 
were
 presents!"
ch3,"December 1st, 1783",He banks it every night and covers the coals with ashes.
ch8,"May 2nd, 1784","Only one small spray of blossoms, but that spray is large enough that the spindly stem it is on is bent almost to the ground."
ch12,"September 6th, 1784","The Stantons and the Hooples came too, and I was glad to see Annie and Flossie, though not as glad as I was to see Hannah."
ch3,"December 1st, 1783",Janet says her mother has promised us all a quilting bee in the spring as soon as they are ready to put it together.
ch2,"November 1st, 1783",That is the only word for it.
ch8,"May 2nd, 1784","Jamie and the Ross boys, of course, are doing their best to add to it."
ch1,"October 6th, 1783","“John told me.”
I had never seen a big waterfall before and was quite anxious to reach it."
ch13,"October 3rd, 1784",We are a sturdy folk.
ch11,"August 2nd, 1784",We have sacrificed one of the blankets we were issued to hang in the doorway for now.
ch13,"October 3rd, 1784",It is so beautiful!
ch1,"October 6th, 1783",It’s hard to believe she is Father’s mother; she is so tiny and wiry and Father is so tall.
ch10,"July 2nd, 1784","After much conniving, Uncle Andrew and Uncle Allan managed to get land near ours."
ch12,"September 6th, 1784",If there had not been so much to do today I warrant she would have been spinning away already.
ch1,"October 6th, 1783","They still hurt, though, and I’m bruised all over from being jounced around so in the wagon when I couldn’t walk any more."
ch9,"June 1st, 1784",I reached out to her but before I could say anything she gave herself a shake and straightened up.
ch3,"December 1st, 1783",I teased Hannah about it when we were eating our lunch but she blushed and got quite annoyed with me.
ch1,"October 6th, 1783",“Why can we not just keep our wagon and make our way north by the road?” Mother pleaded when he broke the news to her.
ch5,"February 1st, 1784","Laddie is curled up as close to him as he can get, and the smell of hot wet dog is pretty strong."
ch5,"February 1st, 1784",I’m sure the weather was never this dreadful back home.
ch10,"July 2nd, 1784","I asked him if he didn’t miss Albany at all and he just said, “Not a bit.” I don’t really believe him, but I guess he sure wouldn’t want to go back after having fought on the British side."
ch1,"October 6th, 1783",People we used to call friends.
ch12,"September 6th, 1784","Soon we will have a proper road joining us to the Rosses and then, I hope, we’ll get a road all the way into Johnstown."
ch1,"October 6th, 1783","Father knew what to do, however."
ch4,"January 1st, 1784",When I visited her today she was flushed and feverish and hardly even knew I was there.
ch7,"April 6th, 1784","There we will transfer into more 
bateaux
 and set off farther upriver."
ch1,"October 6th, 1783","Finally, in the early afternoon, John signalled a halt."
ch1,"October 6th, 1783",It is all very frightening and confusing.
ch5,"February 1st, 1784","“Canada is our country now,” he said finally, “We belong here."
ch1,"October 6th, 1783",Father didn’t answer.
ch1,"October 6th, 1783","Tam is a quiet little mouse of a thing, but very sweet."
ch7,"April 6th, 1784",Mr. Mitchell is having a terrible time trying to keep order in school.
ch1,"October 6th, 1783",We have to stop to rest very often.
ch1,"October 6th, 1783",I hope I don’t drown!
ch3,"December 1st, 1783",I miss baby Margaret and keep remembering all of her sweet little ways.
ch3,"December 1st, 1783","Back in Albany the English would bring in a huge log — a yule log, they call it — and they kept it burning for the twelve days of Christmas."
ch5,"February 1st, 1784",Then Mr. Walker took out his pocketknife and began to pry at the tooth with it.
ch1,"October 6th, 1783",But he never thought rebellion was the answer.
ch3,"December 1st, 1783",It is my birthday today.
ch5,"February 1st, 1784","It was sleety and rainy all last night, and this morning the snow was covered with a layer of ice."
ch9,"June 1st, 1784",Johnstown is no more than a collection of tents strewn along the riverside.
ch13,"October 3rd, 1784",What a lot has happened since then.
ch3,"December 1st, 1783",There was so much smoke it made us choke.
ch8,"May 2nd, 1784",The sound of the river is in my ears as I write and I can see the moonlight shining off its waters.
ch2,"November 1st, 1783","I certainly hope I am wrong this time, though."
ch5,"February 1st, 1784",I am very very tired of being cold.
ch13,"October 3rd, 1784",What riches!
ch7,"April 6th, 1784",I think I will just lie here in the dark and remember every moment of the day and night.
ch1,"October 6th, 1783",Jamie has just come over to nudge me and get my attention.
ch2,"November 1st, 1783",When she saw Angus I thought she would fall down in a dead faint.
ch1,"October 6th, 1783",No one to tell me what is going to happen.
ch13,"October 3rd, 1784","It was Mr. Murchison, our preacher, and as it was Sunday, he held services with us in our house."
ch5,"February 1st, 1784",Poor Father.
ch1,"October 6th, 1783","He’s been letting us feed him by hand today, and I guess he’s finally decided we’re friends."
ch2,"November 1st, 1783",She hasn’t stopped smiling since.
ch10,"July 2nd, 1784","“We must have good shelter and at least some food of our own,” he says."
ch12,"September 6th, 1784",Now if I could only go back to school I would be happy.
ch1,"October 6th, 1783",As if I weren’t wet enough already.
ch12,"September 6th, 1784","I was worried that Mittens might chase them, but she is afraid of them."
ch1,"October 6th, 1783",It is a wonder how a good meal and a full stomach can make a body feel so much better.
ch1,"October 6th, 1783",Except for the people who live here.
ch2,"November 1st, 1783",There is definitely a mystery here.
ch5,"February 1st, 1784",Grannie is missing her spinning wheel.
ch5,"February 1st, 1784",How I wish I could have knitted myself some new mittens.
ch1,"October 6th, 1783",I have never seen his face look like it did at that moment.
ch1,"October 6th, 1783",I suppose she does not think Hannah is any more ladylike than I am.
ch2,"November 1st, 1783",Nothing seemed really real.
ch2,"November 1st, 1783",Only one blanket for every two children is the rule.
ch3,"December 1st, 1783",My feet froze on the way to school today.
ch10,"July 2nd, 1784","There was no time to rest, though."
ch1,"October 6th, 1783","Oh, how I used to love this time of year!"
ch10,"July 2nd, 1784",I will tell all about what has happened tomorrow.
ch1,"October 6th, 1783","He cuts balsam fir boughs for her every night to spread under her tarpaulin and make her more comfortable because, as she says, her “bones are old and sharp.” We just make do with blankets spread over tarpaulins laid right on the ground."
ch2,"November 1st, 1783",She is too little to eat anything else.
ch3,"December 1st, 1783","I am sitting as close to the hearth as I can, in my nightdress and well bundled up in my quilt."
ch12,"September 6th, 1784","He’s supposed to measure 40 lengths exactly around the frame, but I can tell that he does not always count correctly."
ch1,"October 6th, 1783",I’ve never been on a boat.
ch1,"October 6th, 1783","It was just a short respite before we were both called back to help with chores and minding babies, but it was enough."
ch13,"October 3rd, 1784",The Indians showed him how to do that by using the brains of the small animals he and the boys shoot.
ch13,"October 3rd, 1784","I found myself peeling the bark off the log, staring at it as if I’d never in my life seen a log before."
ch13,"October 3rd, 1784",There are two men who visit us regularly.
ch1,"October 6th, 1783",I would be glad to carry baby Margaret for her.
ch2,"November 1st, 1783",These days on the boat have almost seemed like a piece out of time.
ch7,"April 6th, 1784","“We hewed our home out of the woods in Albany when we were first wed, and I see no reason why we cannot do so again.”
The words were so brave."
ch2,"November 1st, 1783","Father had his arm around me, and Hannah and I had our arms around each other."
ch10,"July 2nd, 1784",He seems to be wondering why we have imprisoned her.
ch14,"November 1st, 1784",Grannie says all the signs are for an early winter.
ch1,"October 6th, 1783",I didn’t have much of a chance to say anything.
ch7,"April 6th, 1784","Dear Canada: With Nothing But Our Courage
April 1784
The quilting bee was yesterday."
ch12,"September 6th, 1784","I suppose Duncan and Angus will go, though."
ch3,"December 1st, 1783",It snowed all night and is still snowing.
ch8,"May 2nd, 1784",We are packing what little we have and this small cabin is in a turmoil.
ch10,"July 2nd, 1784","Do you suppose we are being very sinful, dear journal?"
ch5,"February 1st, 1784","Finally, he had to have it pulled today and I have never seen a person go through such pain."
ch12,"September 6th, 1784","There are several proper houses there now, as well as the church."
ch2,"November 1st, 1783","Fortunately, we have the quilts that we managed to bring with us."
ch5,"February 1st, 1784",What a dreadful day!
ch2,"November 1st, 1783","Mrs. Denny was shocked, I think, but Mrs. Ross, who was sitting with Mother, just smiled."
ch3,"December 1st, 1783",They have been here for almost three years and are so well settled in they even have a small flock of chickens and a few geese.
ch1,"October 6th, 1783","Mrs. Ross tries to be friendly, but Mother just sits and broods."
ch4,"January 1st, 1784",So does Hannah.
ch2,"November 1st, 1783",The guards became quite used to that because many other women were doing the same thing.
ch1,"October 6th, 1783",Early this morning Jamie and I went down to the small stream that we were camped beside and Laddie surprised a raccoon washing something in the water.
ch1,"October 6th, 1783",I think I will sleep well tonight.
ch1,"October 6th, 1783",Jamie is busy throwing stones into the water for Laddie to chase after and I’ve had to pull him out twice.
ch1,"October 6th, 1783",The dog is barking up a storm.
ch12,"September 6th, 1784",Mother was working in her garden this morning and Father was busy clearing as usual.
ch11,"August 2nd, 1784","No more treks into the dark woods at night, thank goodness."
ch10,"July 2nd, 1784",Grannie will be able to spin tow thread out of the flax.
ch11,"August 2nd, 1784","They are very welcome, as we only have a very few earthenware plates and bowls."
ch3,"December 1st, 1783",This year we will have to make do with the rations we have received from the soldiers and what Father can shoot.
ch1,"October 6th, 1783","And then … I don’t want to remember, but the pictures are all in my mind and I don’t think I’ll ever be able to forget them."
ch2,"November 1st, 1783","Grannie was holding Margaret, but the baby was all wrapped up with only a small bit of her face showing, and she wasn’t making a sound."
ch6,"March 3rd, 1784",I saved the biggest piece I could for Hannah.
ch1,"October 6th, 1783",It looked like the worst storm in the world had hit here.
ch13,"October 3rd, 1784","Mother has knitted socks for Father and Angus, but I am knitting these for Duncan."
ch9,"June 1st, 1784",(How do you “regulate the blood”?
ch1,"October 6th, 1783",They are calling for us to get back on the boat.
ch1,"October 6th, 1783","Hannah has an Uncle Allan who is also with Sir John Johnson’s Royal Yorkers, which is why her family is going to Sorel too."
ch5,"February 1st, 1784","One of the men in the settlement here, Joss Walker, has a turnkey and some experience as a tooth puller."
ch1,"October 6th, 1783",It’s been so long since I’ve talked with anyone else my age!
ch2,"November 1st, 1783",My eyes will not stay open.
ch5,"February 1st, 1784",Mother has given me a blanket to pin around my shoulders and wear when I have to go outside.
ch8,"May 2nd, 1784","With Laddie bouncing around us and barking his big head off too, of course."
ch1,"October 6th, 1783",Now father is hitching old Blue up to the wagon and leading it away.
ch5,"February 1st, 1784",Jamie has an enormous bump on his head and Grannie has made a vinegar-and-smartweed poultice to put on it.
ch9,"June 1st, 1784",She is out early every morning replenishing her supply of roots and herbs.
ch10,"July 2nd, 1784",Jamie and I found a blueberry patch today in a rocky clearing near the river’s edge.
ch2,"November 1st, 1783",But she doesn’t even seem to know or care how pretty she is.
ch1,"October 6th, 1783",I won’t let myself believe that anything could have happened to him.
ch13,"October 3rd, 1784",We traded for some of our precious cloth and more flour.
ch14,"November 1st, 1784",His tail is twitching and Mittens is staring at it.
ch2,"November 1st, 1783","I looked up across the river to the other side and there, looming out of the fog, I saw a hill — a mountain, really, but such a mountain as I have never seen before."
ch1,"October 6th, 1783",They set our cornfield on fire!
ch10,"July 2nd, 1784",Father barely stops for a break at noon time.
ch2,"November 1st, 1783",I grabbed him and hauled him outside.
ch4,"January 1st, 1784",Father has allowed me to stay home from school so that I may sit with her and feed her.
ch1,"October 6th, 1783",Then they brought him back and threw him down in the dust.
ch3,"December 1st, 1783","It is going to be a long, difficult winter."
ch9,"June 1st, 1784",Good news from Angus!
ch12,"September 6th, 1784","I will either have to learn to stitch more quickly or delay my marriage for a long, long time."
ch1,"October 6th, 1783",We were both drenched.
ch1,"October 6th, 1783",I do love cuddling her when she’s not screaming or stinking.
ch9,"June 1st, 1784",We have been given two.
ch13,"October 3rd, 1784",Perhaps their wives could teach me how to do the intricate beading that decorates their clothing.
ch14,"November 1st, 1784",It is snowing.
ch9,"June 1st, 1784","Dear Canada: With Nothing But Our Courage
June 1784
The boatmen sing constantly as we go along."
ch9,"June 1st, 1784",I must help with supper.
ch9,"June 1st, 1784",It was a very satisfying feeling to batter out that fire.
ch5,"February 1st, 1784",My boots are wearing out and by the time I get to school in the morning my feet are wet and frozen.
ch1,"October 6th, 1783",The path we’re on dwindles down to almost nothing in places and it is very hard to make it out.
ch3,"December 1st, 1783",I miss Margaret so terribly.
ch10,"July 2nd, 1784","I close my eyes and I can hear the water rushing along the stream bed, gurgling and rippling its way over stones and around bends."
ch4,"January 1st, 1784","I put cloths soaked in cool water on her forehead, but she is so feverish and hot that they dry up within minutes."
ch3,"December 1st, 1783",I must stop writing now and practise my stitching.
