chapter_id,date,sentence
01,June 21,"After all, Uncle Alf is her brother."
01,March 12,Then mine.
01,May 13,"They are vagrants, idiots and anarchists."
01,May 20,Dad and Uncle Alf and William went off with Mr. Burgess in his wagon.
01,September 7,"The other grade sixes are Elizabeth, Klaus Berg, Toffee-Nose and the home-run boy with the pig, Abel Butt."
01,January 12,But I heard it stop.
01,July 16,Emily was supposedly at the Mullers’ to help Mrs. Muller make pies.
01,October 17,She went on and on about how lovely the floor is.
01,March 12,So they thought my box was hers.
01,October 21,I want Mother and Dad to come right now.
01,May 10,What if there is no Moose Jaw or Medicine Hat or Piapot?
01,April 18,Goodbye This Book This book is nearly finished.
01,July 17,And tomorrow is Sunday and that means Gerhard will be going over to the Piggott place to see Emily.
01,December 17,Mrs. Battrum came with white sheets to make curtains across the stage.
01,March 13,"Gerhard is playing with a band in Calgary now, in a big hotel."
01,September 2,Why did the man eat sardines for his tea?
01,June 1,"Then she folded the cloth into a neat package and said, “Do you also need some thread, dear?” Thread!"
01,December 6,"“No cowboys this year,” she said."
01,"May 1, 1926",I can’t wait until tomorrow.
01,December 7,Ivy the Hearing Florence brought a little book to school with plays in it.
01,May 9,“Moose Jaw” and “Medicine Hat” made them laugh so much they got the hiccups.
01,May 19,You can read it and then you tear out a page and use it for loo paper.
01,March 25,So yesterday at recess whilst Miss H. was out playing with the little ones we sneaked into the school and put the poem in her desk.
01,August 28,We were in town shopping and I saw her coming out of the drugstore.
01,May 20,Auntie Millie is very pretty.
01,May 15,If you hung upside down … Hey!
01,June 18,But he has done amazing things.
01,June 16,Some baritone singer is going to do opera.
01,September 22,When we got to school Miss Hutchinson said we should sit outside until we dried.
01,September 16,I rubbed it out again.
01,May 15,Except the ground looks sort of boggy for galloping.
01,October 21,We played hide and seek and yelled a lot.
01,May 2,"Mother says I’m like one of the sillies in the story, rushing to meet trouble halfway."
01,May 14,He ran around behind a rock before I could tell the twins.
01,October 6,I wonder if Gerhard said goodbye to Worm-Emily Piggott?
01,March 2,A brilliant idea has come to me: It doesn’t cost anything.
01,February 10,I would like to shrink and go in a tiny car down my throat and just have a look at what’s making it so thistly and into the part that starts the coughing.
01,October 16,This is daft.
01,May 21,"Mr. Burgess has found us a house of our own to live in, because we certainly don’t all fit in this one."
01,December 8,She must have made them after I went to bed.
01,May 13,"He told us that luggage is called baggage, that a three-strand barbed wire fence costs $150 a mile and that there is absolutely no malaria in Canada."
01,November 23,"Oh, what a pretty notebook,” in a voice loud enough for Miss Hutchinson to hear."
01,January 7,I like it there because it is so warm.
01,May 27,It takes about an hour but it feels like a week.
01,April 18,The baby is lovely.
01,May 4,"Catharine, Hector and Louis just got lost in the forest."
01,August 7,(Canadians don’t like to eat liver and kidney so Bill Bowler gives it to us for free.)
01,May 13,Then they mouthed the words without saying them.
01,August 11,Gladys and I both have blue bruises on our legs and arms.
01,June 27,Then she walked away.
01,September 3,Everybody thinks they have gone off together to Regina.
01,June 16,(Dad likes to say that we will remember something for the rest of our lives.
01,September 4,"She said that girls are allowed to go in the barn before school, for ten minutes at the beginning of lunch hour to feed their horses, and at the end of the day."
01,October 2,There would be no chance of finding worms in the doughnuts the next day because the harvesters never leave ANY LEFTOVERS.
01,August 3,Today he came home with a HUGE pail of strawberry jam.
01,July 2,This next part is extra private.
01,May 2,His name is Lloyd and he has ginger hair and freckles.
01,August 2,Mother put Harry and all his clothes in the washtub in the yard and scrubbed them but Harry still has a terrible pong.
01,May 23,Then Elizabeth led me around in a circle.
01,August 7,He didn’t see me.
01,October 2,Mrs. Muller wouldn’t need to worry about that.
01,October 17,Visit to the Prison Today we went to see the bank-hotel-house.
01,September 7,"Ivy Weatherall, barefoot Canadian farm girl, riding a horse to school!"
01,April 12,"Gladys was standing at the window, jumping up and down and singing, “Snow, snow, snow.” It is not just snow but deep snow and blowing so we can’t go to school."
01,April 14,She didn’t once tell Mrs. Nygaard to buck up.
01,May 4,I am sitting next to Dad on a deck chair.
01,April 1,"Mother said, “Cor, what is that?” Turned out it was Dad playing an"
01,"May 19th, 1926","Now I am: Ivy Doris Weatherall The Bank Building Milorie, Saskatchewan Canada North America The World Except now I’m not the same Ivy Weatherall."
01,July 5,We all had a splash round.
01,July 16,But we did.
01,September 9,"But, secret: I would like a slingshot."
01,July 2,Everyone was there.
01,August 29,She was in pictures like Cape Cod Folks and The Big Parade .
01,May 22,I miss home.
01,March 7,Then you cut a smaller piece of white bread into a doughnut shape and put it on top.
01,May 4,At lifeboat drill you don’t get to go in the lifeboats.
01,August 7,He said I was his only friend and I felt bad that I wrote that he was a loathsome vermin.
01,June 15,Even if I were a boy I would NEVER do it.
01,May 11,"Goodbye, Ausonia ."
01,March 3,I gave all my hair ribbons to Gladys.
01,May 20,The cow kept turning her head and giving me a comical look.
01,May 27,I got to give them some milk.
01,October 2,"Last Sunday in church, Mr. Quigley read the lesson about the children of Israel lost in the wilderness and how God sent them manna in the morning."
01,September 17,We’re all going to think about it until tomorrow.
01,August 18,Of course.
01,September 20,is a Congenital Psychopathic Inferior Person.
01,April 18,After me.
01,September 2,I’m going to wake up oily on the first day of school.
01,May 19,I don’t know where we will sleep because the shanty is small for six extra people.
01,March 13,Afterwards Elizabeth was sad because she said it sounded just like her family except with a different ending.
01,August 29,"She showed us a picture in Photoplay of her favourite actress, Renee Adoree, who got started in the circus."
01,January 7,But it was so cold that the ink was still frozen at 9:30 so we had double the time of oral arithmetic drills and then we played The Grand Old Duke of York up and down the aisles to get warm.
01,December 6,Instead Miss Hutchinson said it was time to begin planning the Christmas concert.
01,May 2,Why do boys get to do more things?
01,January 12,So I was very bold.
01,May 11,"Goodbye, Lloyd."
01,November 22,Thorvald cried but Miss Hutchinson gave him some of her cocoa.
01,May 25,My favourite part was the Magic Key Line Drawings.
01,September 7,She stood on her head in the schoolyard and her knickers showed.
01,October 9,Every day the legs get longer and longer.
01,March 28,What are the chances that Nyla would have confessed?
01,April 3,I hauled Abel off to talk.
01,May 18,But it wasn’t like that.
01,May 13,I hope Uncle Alf has one.
01,May 18,First twirly stool.
01,April 15,They love it.
01,October 21,Then we told stories.
01,July 16,So Gerhard hemmed and hawed and then he said that he would think of a way to get rid of the nuisances.
01,May,(What good is a dictionary if you don’t know the word to begin with?)
01,March 25,"Nyla took a long time coming out with the erasers, but when she did she was really whacking them against the shed wall."
01,September 15,I got off Dot and rubbed it out.
01,July 18,A full egg attack.
01,October 26,"And they passed by our house (I mean our old house – the Fretwell house), but nobody lived there then."
01,April 14,"The only good thing about the walk to the Nygaards’ was that the wind was behind us, pushing us along."
01,January 4,Then I put crumpled paper on the grate.
01,December 17,Dress Rehearsal Today we didn’t do any work in school.
01,Mars,Chivers did send love and purrs.
01,April 18,William is the best brother in the galaxy.
01,May,I have two questions: 1.
01,May 20,Banished to the fields.
01,April 14,"Mr. Nygaard started to look a bit peaky, though, and Mother sent him out to the kitchen to boil some string."
01,May 20,Baby Jack can walk if you hold his hands.
01,"May 1, 1926","107 Halley Road, Forest Gate, London, England My name is Ivy Doris Weatherall."
01,November 25,I’m good at all of these: 1.
01,January 12,Doc Johnstone instructed Mother to put a few drops of chloroform on the mask.
01,April 4,I had left the cellar trapdoor open.
01,May 28,Marjorie still lives in Milorie.
01,"January 3, 1927",She also got three books.
01,May 19,My hand is tired from writing.
01,October 1,The ground shivered.
01,October 21,The little ones are hungry but they don’t want more bread and molasses which is the only thing we have.
01,May 23,Mrs. Muller brought two saskatoon berry pies to welcome us to Canada.
01,May 11,It’s not fair.
01,July 3,Back to Dominion Day.
01,May 18,But that’s rushing to meet trouble halfway and I’m not going to.
01,May 14,Otherwise I might have thought it was just a pile of sticks.
01,November 24,But then I looked at Vera Battrum.
01,December 7,Like mud but clean and dries hard.
01,June 8,Whoever made up that story about Chicken Licken sure knew chickens.
01,August 7,I was supposed to go to Bill Bowler the butcher to get the free liver.
01,October 16,If Mother needs me to mind the twins or anything I just won’t be here.
01,May 7,He came and took Harry to meals and minded him whilst we were all in bed.
01,May 23,I wanted everyone to see me.
01,December 19,No church.
01,May 14,I can’t imagine walking across it.
01,August 10,I know that pigs are killed.
01,July 2,A bit like glue.
01,October 6,I feel sorry for Elizabeth with such a stern father.
01,June 1,The sound of the scissors made my blood run cold.
01,November 5,I told Dad that I had been thinking about Uncle Ted.
01,May 2,"Goodbye, England."
01,May 10,What if we sailed and sailed and sailed and never reached Canada?
01,May 27,Then Mrs. Muller told us about butter.
01,June 18,I’ve decided.
01,April 14,"When he left Mother smiled at me and said, “A fainter."
01,May 13,"Then Dad told us what amusements there are in Canada, like hockey, football and tobogganing."
01,March 28,Miss Hutchinson said it was brave of us to come and what she wanted to say was that putting the poem in her desk was not the best thing to do.
01,March 15,It talked about pigweed and ragweed and stinkweed and how the road has turned to greasy gumbo.
01,December 8,They fasten to my head with a piece of elastic.
01,July 16,NUISANCES!
01,May 20,She said she would give anything to put on a nice hat and take the tram into the centre of London and have tea at Lyons Corner House.
01,July 2,There is a lot of chivvying that goes on before.
01,October 6,Elizabeth said that Gerhard didn’t even say goodbye to her.
01,July,and the first of banana eating and the first of running three-legged and the first of going to a square dance and the first of riding in a car.
01,November 2,But there is one English trick that you can’t play here because the houses are too far apart.
01,July 2,Then the men made ice cream in a big freezer.
01,January 12,"Then Abel was to count backwards from twenty, but he only got to sixteen."
01,November 10,His children are grown up and live far away.
01,October 2,Then when we come back Mrs. Muller gives us little round doughnut holes.
01,January 12,Abel’s mother is dead and his father would be working so there was no point taking him out to his farm.
01,may,She was on our team and she made up a wonderful act for the word “pilgrim.” First she was “pill.” That was fairly easy.
01,October 25,Grown-ups don’t know what’s important.
01,January 23,It was quiet in the barn.
01,May 10,Later William made friends with one of the officers and he took him down to show him the ship’s engine.
01,June 18,And some people ask questions because they want to show off.
01,August 25,They want our blood for lunch.
01,August 25,Her name is Lorayne LaMott and she is seventeen years old and she attends the Marvel School of Cosmetology in Regina.
01,October 3,I saw Hans and Elizabeth all sneak looks at their father.
01,January 4,Then I take the ashes out to the ash heap behind the school.
01,September 2,News from Overseas Letter from Ethel today.
01,June 27,"The vicar’s name is Mr. Quigley, but he is called a minister."
01,September 30,The Reader First month of school and Gladys has already read everything in the primer.
01,June 9,Whoever thought cocks said “Cock a doodle doo”?
01,October 26,And she looked up and there was Florence Gilmour’s older brother Tom holding a mask.
01,November 1,But we got lots of apples.
01,May 18,"Winnipeg, Manitoba We’re on a new train."
01,April 14,"I never thought of that before, how we are born with fingernails."
01,October 21,So we came in.
01,May 13,in one year fattening pigs.
01,May 2,Sometimes I get wheezy in the winter.
01,February 11,Everybody made one for everybody so the box is very full.
01,December 7,I get to be Hearing.
01,May 19,Today there is so much to say that I wish I had one of those typewriting machines that Auntie Lou has in her office in London.
01,June 2,I love being warm all over completely.
01,may,I don’t want to start it too soon.
01,March 1,No Skates
01,May 8,Dad liked it especially because of being a blacksmith himself.
01,April,He got punished by having to serve breakfast to the boarders and do the washing up.
01,December 17,I wish we could use them every day for our work.
01,June 17,It was ever so funny.
01,August 25,Mother tried putting a baking-soda paste on them but it doesn’t really help.
01,April 14,First thing we did was cut our fingernails and scrub our hands until they were pink.
01,October 22,And all the time I was wondering if I was going to get into the biggest trouble ever.
01,January 23,Then when you wake up in the morning the corner you are looking at is who you will marry.
01,May 27,It has a verandah that goes around three sides and stairs and a banister and a front door with coloured glass.
01,November 5,War Today Miss Hutchinson talked about Armistice Day which is next Monday.
01,June 5,She made them wash in the barn.
01,February 26,But William seems to love it.
01,May 23,It sounds super.
01,May 14,At least not in spring.
01,July 2,"I asked Elizabeth what the sauce was and she said, sour cream, mustard and sugar, which I thought sounded horrid."
01,November 17,I just couldn’t resist.)
01,October 18,It’s Halley Road all over again.
01,May 27,Churning is not fun.
01,November 20,I felt like the Snow Queen in the fairy tale.
01,December 20,Dad picked it up at the post office this morning.
01,May 10,Two more days until Canada.
01,August 10,It wasn’t everywhere but some farmers lost whole fields of grain.
01,June 21,"Mother said, “Now that we have Jack to take care of we absolutely need to buy a copper to boil the nappies.” (We didn’t bring our copper from home because it was too big and heavy.)"
01,November 5,"Then I thought of Dad’s brother, Uncle Ted."
01,October 25,"They told me about dressing up and jack-o’-lanterns, stealing pumpkins, bobbing for apples, hiding in the chicken coop, saying “apples or tricks.” It is the best Canadian thing."
01,June 14,I finally got to see Elizabeth’s father.
01,January 23,I carried the lamp.
01,May 20,"Banished to the Fields (In Lost in the Backwoods each page has a title, like “A Weighty Consideration” or “Forest Dainties.” I’m going to try it.)"
01,October 6,She’s biting her nails again.
01,October 3,I don’t need that hat.
01,September 22,There were puddles all over the road.
01,January 23,Nothing to do but work Nothing to eat but food Nothing to wear but clothes To keep you from going nude.
01,March 3,Then he walked around all stooped over and talking in a quavery voice about his flapper daughter.
01,December 13,She is complaining because Miss Hutchinson told us not to wear our long underwear to the Christmas concert because it would not look good poking out from underneath our crepe-paper skirts.
01,April 18,She is going to be my namesake.
01,December 20,I nearly burst with waiting.
01,April 14,At the last minute Mother put the cloverleaf rolls in a bag.
01,July 2,"When it was almost finished Mrs. Muller was pouring a last cup of coffee from the big coffee kettle and she said, “What’s this?” and then she pulled this soggy thing out of the kettle."
01,August 25,Dad says mosquitoes like fresh English blood.
01,November 7,But it tasted dandy.
01,December 13,"But Nyla’s mother thinks it is dangerous for Nyla to take off her long underwear in winter, even for one evening."
01,May 16,"Then Dad said, “Isn’t it amazing?"
01,July 9,This time I held the reins myself.
01,September 28,"In my reader today I read all about Edith Cavell, who was a heroic nurse in the Great War."
01,April 3,I will miss him.
01,June 15,It costs $2.25 for adults and $1 for children and Mother says that $8.50 would buy a lot of chicken scratch.
01,June 1,I think Mother was trying to get Auntie Millie to buck up.
01,June 8,Warning: This is a bit horrid.
01,August 17,It started because William dropped a tin of lard onto his foot.
