chapter_id,date,sentence,neutral,positive,negative
1,August 29,I told her about going to the pantomime and she said that many famous movie stars got their start on the stage or in vaudeville.,1,0,0
1,May 2,I watched them until they disappeared.,0,0,1
1,November 20,It was horns and a banjo and drums and I couldn’t tell what else.,1,0,0
1,November 12,"Then he told me that since he stopped farming he has started to read the encyclopedia, because he didn’t have much chance of an education when he was a lad and it is never too late.",1,0,0
1,December 20,Christmas Comes from Home The Christmas parcel from Auntie Lou has arrived!,0,1,1
1,August 29,Lorayne knew all about which actors and actresses were in them.,1,0,0
1,May 23,There is only one teacher for everyone.,1,0,0
1,March 25,I’m so angry I just want to stick this pen right through the paper.,1,0,0
1,May 9,Friendly and not proud.,1,0,0
1,July 18,We went out to a field along the road to the Piggott place.,1,0,0
1,June 17,"The animals were ponies, dogs, cats, a rabbit, two mice in a cage, and a pig.",1,0,0
1,January 12,Every so often he would tell Mother to put one more drop on the mask.,1,0,0
1,November 21,"Question of the Day My question for Mr. Ambrose today was, can music be wicked?",1,0,0
1,June 18,Deep Sea Today was my day at the Chautauqua.,1,0,0
1,May 21,He calls Gladys “Glad-Eyes.” He can walk on his hands and whistle at the same time.,1,0,0
1,June 27,"Then Toffee-Nose made her mouth into a drawstring and said that I shouldn’t use bad language, especially not on the sabbath.",1,0,0
1,May 20,William and I went down the road a bit before anyone else stirred.,1,0,0
1,April 18,Then Mother said that I am a big Canadian Ivy.,1,1,0
1,August 30,What does that mean?,1,0,0
1,May 2,I kept hold of a twin with either hand.,1,0,0
1,October 21,I put more coal in and we ate more bread and molasses.,1,0,0
1,October 1,“Go on with your work.,1,0,0
1,October 21,They borrowed a team of horses and a hay rack to move us.,1,0,0
1,December 6,Then Abel shot up his hand and said he had already finished his poem.,1,0,0
1,"May 1, 1926",I would pull tomorrow out of a hat.,1,0,0
1,May 16,"Then we went back to the coach and Dad saw that nobody was using the stove yet, so he said he would start breakfast for us, and that I should go back to bed and coast until it was ready.",0,1,0
1,November 22,In the middle of the grade six spelling drill it exploded.,1,0,0
1,April,Then just before recess there was an explosion in the stove.,1,0,0
1,May 13,Today Dad got out his Canada West booklet and read us bits.,0,1,0
1,October 22,They came in a sleigh.,1,0,0
1,December 20,A bag of ribbon sweets and humbugs.,1,0,0
1,April 16,"The grammar bee was postponed, not cancelled.",1,0,0
1,May 20,Lyons is jolly but I’d rather learn to milk Sally and drive a team.,1,0,0
1,March 3,Does it spoil your wish if you tell it to your diary?,1,0,0
1,May 11,She doesn’t understand how big Canada is.,1,1,1
1,May 19,He was excited too and he held my hand.,1,0,0
1,November 23,This isn’t exactly allowed.,1,0,0
1,October 2,It is too little.,1,0,0
1,September 26,It’s hard enough to be good in the regular way.,1,0,0
1,May 23,Elizabeth asked if I had been to Buckingham Palace to have tea with the king.,0,1,1
1,May 9,"Mother says it is all very well to laugh at Canadian place names, but remember, we come from a country that has places like “Wigglesworth.”",0,1,0
1,May,Auntie Millie cried when we left.,0,0,1
1,August 10,A Beating from the Sky I’m writing this in bed.,1,0,0
1,February 11,She didn’t even want to hear my side of the story.,1,0,0
1,May 2,It made me angry.,1,0,0
1,June 12,Chivers is just fine.,1,0,0
1,May 22,"Then she and Auntie Millie went laugh, laugh, laugh in a perfectly ROTTEN way.",1,0,0
1,May 3,"I had a dream about riding a horse, except it was riding across the ocean.",0,1,0
1,September 28,The Germans found out and they put her in prison and then they shot her.,1,0,0
1,October 10,Why does church make me get the giggles?,1,0,0
1,November 17,Trapped!,1,0,0
1,July 22,"Our jelly is a beautiful colour, it isn’t one bit cloudy and it jelled perfectly.",1,0,0
1,September 17,Harry thought this was a great idea.,1,0,0
1,December 20,We started laughing so hard we started crying and the twins looked at us as though we were completely round the twist.,1,0,0
1,June 12,There was a smudge on the bottom of the page that is a pawprint.,1,0,0
1,June 17,It was children and animals.,1,0,0
1,November 2,"The person in house number two opens their door, looks, closes their door.",1,0,0
1,July 16,That’s the very word he used.,1,0,0
1,October 16,"I would like to say, “I don’t want to share water with traitors.” But I don’t think I’ll be able to manage it.",1,0,0
1,may,It was carols and the Christmas story.,1,0,0
1,July 18,One funny thing: Mrs. Muller told everyone that we wouldn’t be mentioning this to Mr. Muller.,1,0,0
1,may,Now I know what Mother was mysteriously knitting!,1,0,0
1,October 15,And they laughed!,1,0,0
1,June 25,Sir Lancelot William has rescued me.,1,0,0
1,November 11,Moving Day Mr. Ambrose moved in today.,1,0,0
1,January 12,Then we soaked a sheet in carbolic and laid it on the table.,1,0,0
1,May 10,It is very foggy.,1,0,0
1,May 19,He gave us huge hugs and pretended not to know me because I was so grown-up and Mother cried a little bit.,0,1,1
1,September 15,This morning somebody had written “Britishers Go Home” in the sand.,0,0,1
1,October 15,At tea Dad announced that we’re moving to town.,1,0,0
1,June 8,"Also, she doesn’t like children.",1,0,0
1,May 11,Land ahoy!,0,1,0
1,November 12,Extinction Mystery solved.,1,0,0
1,December 6,"Besides, what would rhyme with it?",1,0,0
1,July 2,"Dad grabbed her round the waist, even though she was holding Baby Jack.",1,0,0
1,November 23,Nyla is a pain in the you know where.,1,0,0
1,"January 3, 1927",This means coming to school early and lighting the stove.,1,0,0
1,August 7,He was white as milk.,1,0,0
1,June 17,Elizabeth said that was a perfect description of Nyla.,1,0,0
1,December 13,If you go around asking your parents for permission then you deserve what you get.),1,0,0
1,December 8,Still no idea for A. I tried the dictionary again.,1,0,0
1,May 15,I wish I COULD hang upside down in the baggage car.,0,1,0
1,June 16,Good News Day We’re going to the Chautauqua after all!,1,0,0
1,April 12,"Elementary, My Dear Watson Snow day!",1,0,0
1,July 2,Then we went to the Mullers’ barn for a dance.,1,0,0
1,June 12,She told me that there is a new family at 107 Halley Road and they yell a lot.,1,0,0
1,May 3,"He was nice, though.",1,0,0
1,June 17,"Whilst the parade was on, men were putting up a big brown tent in the field next to the school.",1,0,0
1,May 12,NOT like the seasickness rocking of the ship.,0,0,1
1,January 23,I can still remember how to milk.,1,0,0
1,March 12,I think I’ll stay here forever.,1,0,0
1,July 17,Perfect.,1,0,0
1,May 13,(They forgot to say cats.),1,0,0
1,May,What should I do?,1,0,0
1,March 12,"But I rue the day, the hour and the minute I got the idea to decorate my box like the sky.",1,0,0
1,May 19,"I thought this was a shed for animals but I’m glad I didn’t say so, because it is their real house!",1,0,0
1,June 14,I asked Elizabeth what it was and she said the word.,1,0,0
1,August 28,Not that I would like Wilson Abernathy to fall for me.,1,0,0
1,May 2,But Mother said no.,1,0,0
1,August 17,I used caragana leaves and string.,1,1,0
1,May,There is an upstairs with three bedrooms.,1,0,0
1,May 2,They are going to Manitoba.,1,0,0
1,January 4,Then I collect up the ink bottles and put them on the stove to thaw.,1,0,0
1,November 10,He is quite old.,1,0,0
1,September 8,And I jumped in without thinking and said that I had seen it too and wasn’t it funny when Charlie Chaplin pours pudding sauce all over that man’s hat?,1,0,0
1,July 25,So she sent me to the neighbour’s field to collect meadow muffins.,1,0,0
1,July 2,"There were raisin buns in a ring, and cinnamon buns (Harry and I like to unwind cinnamon buns as we eat them, which saves the best sugar bit for last; Elizabeth and William like to take bites with every part at once; Gladys just likes to eat hers as fast as possible any which way), doughnuts, ginger cookies, molasses cookies and railroad cake.",1,0,0
1,May 14,"Or living on it, like Catharine.",1,0,0
1,May 16,Flat as a table.,1,0,0
1,May 27,This is fun.,1,0,0
1,May 9,"He looks lovely, so polished and clean with a perfect black beard.",1,0,0
1,January 23,"Somewhere they are growing up, waiting to meet us.",1,0,0
1,August 7,He was there.,1,0,0
1,May 20,"And Mother, of course, isn’t saying.",1,0,0
1,May 18,This line is called the Canadian Pacific.,1,1,0
1,June 21,I heard Mother telling Dad.,1,0,0
1,September 28,Ralph Battrum and Lars Hansen were away too.,1,0,0
1,May 22,Then she said that if she and Dad had stopped with William they would have felt like perfect parents.,1,0,0
1,October 1,I think he had better give up his plan to be an anarchist.,1,0,0
1,September 27,Mother has been an egg lady.,1,0,0
1,September 7,The best thing was riding Dot.,1,0,0
1,August 17,I think I’ll go live in the wilderness.,1,0,0
1,October 16,Tonight is bath night.,1,0,0
1,December 19,I’m writing this in bed.,1,0,0
1,May 13,This is the booklet that tells us everything we need to know.,0,1,0
1,August 29,It was lovely.,1,0,0
1,June 23,He sat on my lap all evening and held onto my ear.,1,0,0
1,June 8,Of course Mother got all excited about this.,1,0,0
1,February 16,I got in trouble with Miss Hutchinson because I was showing Elizabeth about smelling through one nostril and then the other.,1,0,0
1,September 7,First Day of School Finally!,1,0,0
1,August 7,He is a sneak and a loathsome vermin.,1,0,0
1,July 28,It is going to be strange in Canada with no relatives.,1,0,1
1,January 23,I would rather have my Dad and no pictures or fried chicken than Elizabeth’s stern father.,1,0,0
1,June 8,Is that a kind-of-old cardigan or a really-old frock?,1,0,0
1,May 23,Her name is Ruby.,1,0,0
1,July 15,Flying all the way to Stanton.,1,0,0
1,August 18,She has very soft lips and already I love her.,1,0,0
1,August 7,"But then after tea I went to the outhouse and there was William, behind it, vomiting.",1,0,0
1,August 25,It was swell.),1,0,0
1,March 12,He’s a grown-up man.,1,0,0
1,March,Three days until my birthday.,1,0,0
1,August 16,Mother says I’m too young and she doesn’t want me to look like a flapper.,1,0,0
1,August 25,Aren’t we more likely to get infections if we have bloody wounds on us?,1,0,0
1,December 19,(Of course it was really Bill Bowler the butcher but I didn’t tell her that.),1,0,0
1,October 29,They know we’re going to be at the Mullers’ getting our costumes ready.,1,0,0
1,December 9,A’s for above Where the bright star is glowing.,1,0,0
1,May 19,In the barn are chickens and a cow.,1,0,0
1,July 15,O frabjous day.,1,0,0
1,November 5,He was reading the paper.,1,0,0
1,March 15,Mr. Gilmour made it.,1,0,0
1,August 18,Harry said could he gallop and Mr. Burgess said he wasn’t ready yet and besides he had his doubts about whether Dot could gallop.,1,0,0
1,March 3,The sound of scissors cutting into hair is a delicious sound.,1,0,0
1,May 10,Looking at the wake makes your mind go peculiar like this.,1,0,0
1,May 10,Probably resourceful Catharine would knit with two twigs and a bit of grass or something.,1,0,0
1,August 7,They were all carrying gopher tails and waiting to collect their money from Mr. Burgess.,1,0,0
1,May 16,He didn’t need to say it.,1,0,0
1,April 14,Mr. Nygaard thinks I need to come straight away and the snow is getting heavier by the minute.,1,0,0
1,May,I’ll bet that gopher has gone back underground.,1,0,0
1,"May 1, 1926","Secret promise: When I grow up I’m not going to forget what it was like being a child, like almost all grown-ups seem to.",1,0,0
1,September 3,She is pretty and kind and interesting and she made me feel like somebody.,1,0,0
1,June 17,The animals started off with costumes but mostly they got rid of them by the end.,1,0,0
1,May 21,"He wanted to be riding the range in Canada, not serving in a shop.",0,0,1
1,March 21,We can’t tell Miss Hutchinson because that would be telling.,1,0,0
1,May 7,You think you would be happy to die.,1,0,0
1,December 6,Ralph asked if they could do Cowboy Christmas again.,1,0,0
1,May 7,The weather is still blowy and wet.,1,0,0
1,October 2,It is a wonder.,1,0,0
1,December 13,(Elizabeth and Florence and I wondered why Nyla even asked her mother.,1,0,0
1,September 8,So then I said that I had seen it in London before we came here.,0,1,0
1,June 21,"After all, Uncle Alf is her brother.",1,0,0
1,March 12,Then mine.,1,0,0
1,May 13,"They are vagrants, idiots and anarchists.",1,0,0
1,May 20,Dad and Uncle Alf and William went off with Mr. Burgess in his wagon.,1,0,0
1,September 7,"The other grade sixes are Elizabeth, Klaus Berg, Toffee-Nose and the home-run boy with the pig, Abel Butt.",1,0,0
1,January 12,But I heard it stop.,1,0,0
1,July 16,Emily was supposedly at the Mullers’ to help Mrs. Muller make pies.,1,0,0
1,October 17,She went on and on about how lovely the floor is.,1,0,0
1,March 12,So they thought my box was hers.,1,0,0
1,October 21,I want Mother and Dad to come right now.,1,0,0
1,May 10,What if there is no Moose Jaw or Medicine Hat or Piapot?,0,0,1
1,April 18,Goodbye This Book This book is nearly finished.,1,0,0
1,July 17,And tomorrow is Sunday and that means Gerhard will be going over to the Piggott place to see Emily.,1,0,0
1,December 17,Mrs. Battrum came with white sheets to make curtains across the stage.,1,0,0
1,March 13,"Gerhard is playing with a band in Calgary now, in a big hotel.",0,1,0
1,September 2,Why did the man eat sardines for his tea?,1,0,0
1,June 1,"Then she folded the cloth into a neat package and said, “Do you also need some thread, dear?” Thread!",1,0,0
1,December 6,"“No cowboys this year,” she said.",1,0,0
1,"May 1, 1926",I can’t wait until tomorrow.,1,0,0
1,December 7,Ivy the Hearing Florence brought a little book to school with plays in it.,1,0,0
1,May 9,“Moose Jaw” and “Medicine Hat” made them laugh so much they got the hiccups.,0,1,0
1,May 19,You can read it and then you tear out a page and use it for loo paper.,1,0,0
1,March 25,So yesterday at recess whilst Miss H. was out playing with the little ones we sneaked into the school and put the poem in her desk.,1,0,0
1,August 28,We were in town shopping and I saw her coming out of the drugstore.,1,0,0
1,May 20,Auntie Millie is very pretty.,1,0,0
1,May 15,If you hung upside down … Hey!,1,0,0
1,June 18,But he has done amazing things.,1,0,0
1,June 16,Some baritone singer is going to do opera.,1,0,0
1,September 22,When we got to school Miss Hutchinson said we should sit outside until we dried.,1,0,0
1,September 16,I rubbed it out again.,1,0,0
1,May 15,Except the ground looks sort of boggy for galloping.,1,0,0
1,October 21,We played hide and seek and yelled a lot.,1,0,0
1,May 2,"Mother says I’m like one of the sillies in the story, rushing to meet trouble halfway.",1,0,0
1,May 14,He ran around behind a rock before I could tell the twins.,1,0,0
1,October 6,I wonder if Gerhard said goodbye to Worm-Emily Piggott?,1,0,0
1,March 2,A brilliant idea has come to me: It doesn’t cost anything.,1,0,0
1,February 10,I would like to shrink and go in a tiny car down my throat and just have a look at what’s making it so thistly and into the part that starts the coughing.,1,0,0
1,October 16,This is daft.,1,0,0
1,May 21,"Mr. Burgess has found us a house of our own to live in, because we certainly don’t all fit in this one.",0,1,1
1,December 8,She must have made them after I went to bed.,1,0,0
1,May 13,"He told us that luggage is called baggage, that a three-strand barbed wire fence costs $150 a mile and that there is absolutely no malaria in Canada.",1,1,0
1,November 23,"Oh, what a pretty notebook,” in a voice loud enough for Miss Hutchinson to hear.",1,0,0
1,January 7,I like it there because it is so warm.,1,0,0
1,May 27,It takes about an hour but it feels like a week.,1,0,0
1,April 18,The baby is lovely.,1,0,0
1,May 4,"Catharine, Hector and Louis just got lost in the forest.",1,0,0
