chapter_id,date,sentence,neutral,positive,negative
ch1,"October 6th, 1783",The lake is huge and the waves are enormous and the boat we are sailing in is so very small!,0,0,1
ch5,"February 1st, 1784",I whipped around and there was Danny grinning like a great booby.,1,0,0
ch5,"February 1st, 1784",Even Grannie was speechless.,1,0,0
ch1,"October 6th, 1783",They are going to settle in a big town in Québec called Montréal.,1,1,0
ch13,"October 3rd, 1784",I knew that many of the soldiers’ families have been coming up during this past summer and I supposed his might as well.,1,1,0
ch2,"November 1st, 1783",She fusses and will not feed or eat the warm sops that Mother makes for her.,1,0,0
ch1,"October 6th, 1783","It will not last the night, though.",1,0,0
ch3,"December 1st, 1783","The whole cabin smells of hot, wet wool.",1,0,0
ch2,"November 1st, 1783","I keep thinking of the way she used to gurgle and smile at me …
I have to stop writing.",1,0,0
ch8,"May 2nd, 1784","They did give him ammunition, though, so he will be able to hunt.",1,1,0
ch9,"June 1st, 1784","When we put in to shore for our noon meal we are immediately attacked by the black flies and mosquitoes, and the flies descend in such droves to cover our food that it is hard to take a bite without crunching down on one of them.",0,0,1
ch2,"November 1st, 1783",More good news is that the cabin we have been allotted is very close to the Ross family’s.,0,1,0
ch1,"October 6th, 1783",But maybe it is not.,1,0,0
ch5,"February 1st, 1784","He did lecture me soundly, however, and made a point of walking home with me after school to tell the whole family about my “unseemly” behaviour.",11,0,0
ch1,"October 6th, 1783","“Thank you for trying, Mary,” she said to me, “but you’d better give her back.",1,0,0
ch2,"November 1st, 1783","We attempt to dry our clothes out by the fire, but they are still damp in the morning.",1,0,0
ch2,"November 1st, 1783","We are making do, that’s what is important.",1,0,0
ch1,"October 6th, 1783","Mother and Father were sleeping under a tarpaulin with baby Margaret, and Grannie was tucked away in a kind of tent that Father sets up for her.",1,0,1
ch8,"May 2nd, 1784","We had been promised more clothing, too, but it seems that the difficulties of distributing clothing are too great.",0,0,1
ch7,"April 6th, 1784",I just discovered it yesterday.,1,0,0
ch7,"April 6th, 1784",I held my breath while the women took their places and set the younger girls to threading needles.,1,0,0
ch1,"October 6th, 1783",I had not realized how much his presence reassured me.,1,0,0
ch1,"October 6th, 1783",Poor little Jamie will be loaded down with as much as he can bear.,0,0,1
ch1,"October 6th, 1783","He admits now that he has been very worried as to whether we were on the right track or not, and John knows this country.",0,0,1
ch2,"November 1st, 1783","Then just keep your eyes lowered and walk out with me.”
“We never believed it would work, but it did!” Angus said.",1,0,0
ch2,"November 1st, 1783",It must be so hard for him to see all of us so happy when he had to leave his family behind in Albany — but something tells me there is more to it than that.,0,0,1
ch1,"October 6th, 1783","Mrs. Ross is particularly distressed, Hannah says.",1,0,0
ch3,"December 1st, 1783",No wonder Mother is so sad.,1,0,0
ch1,"October 6th, 1783",An Indian has just walked into our campsite!,1,0,0
ch1,"October 6th, 1783",They lifted my dear father up and sat him on a mule — backwards!,1,0,0
ch5,"February 1st, 1784","Just as suddenly, it slipped out of her grasp and fell to the floor.",1,0,0
ch3,"December 1st, 1783",We will take as many as we can over to the Livingstones’ to reciprocate for the fine Christmas dinner they gave us.,1,0,0
ch1,"October 6th, 1783",I’ve never heard them argue so before.,1,0,0
ch13,"October 3rd, 1784","“No,” he answered, and would say no more.",1,0,0
ch1,"October 6th, 1783",She said she had to make me take notice of her because her mother had threatened to muzzle her if she didn’t be quiet.,1,0,0
ch12,"September 6th, 1784",Jamie has been set to winding the wool onto the niddy noddy as she spins it.,1,0,0
ch7,"April 6th, 1784",The whole hall was packed and shaking.,1,0,0
ch14,"November 1st, 1784",They have brought three rabbits that they snared.,1,0,0
ch9,"June 1st, 1784",Bloodroot for sore noses.,1,0,0
ch2,"November 1st, 1783",Grannie was able to make a nice mush for Margaret but she was so fussy she wouldn’t eat it.,1,0,0
ch11,"August 2nd, 1784",No sooner were we settled in than Grannie insisted on planting her lilac bush.,1,0,0
ch2,"November 1st, 1783","Instead, when she unrolled her bundle, there were two dresses and shawls in there.",1,0,0
ch3,"December 1st, 1783","It made my heart ache to look at her, it just brought back so many thoughts of baby Margaret.",1,0,0
ch10,"July 2nd, 1784","It was very amusing to see him nip them off so delicately, one by one.",1,0,0
ch4,"January 1st, 1784",The fever seems to be lessening.,1,0,0
ch12,"September 6th, 1784","But there is something about him … Even when he’s dancing, his mouth is laughing, but his eyes are sad.",1,0,0
ch3,"December 1st, 1783","There are quite a few Scottish families here, so Hannah and I and the other Scottish children will be going singing at the doors of every house, just as we used to do in Albany.",0,1,0
ch12,"September 6th, 1784","Mind you, Hannah is not sleeping in it.",1,0,0
ch2,"November 1st, 1783",Most of its leaves have fallen off and I’m afraid it might be dead.,1,0,0
ch12,"September 6th, 1784",We must have boundless quantities of food on hand.,1,0,0
ch5,"February 1st, 1784",My life has settled down into such a routine — sometimes I even forget that I haven’t lived here forever.,0,1,0
ch1,"October 6th, 1783",She has the most beautiful long curly hair.,1,0,0
ch1,"October 6th, 1783","In fact, she was always singing, and we loved to sing with her.",1,0,0
ch1,"October 6th, 1783",I had to tell him a story to settle him back down.,1,0,0
ch2,"November 1st, 1783",But cold.,1,0,0
ch3,"December 1st, 1783","I just stood in the doorway and sniffed until Grannie gave me a push and said, “What ails you, child?",1,0,0
ch1,"October 6th, 1783","I feel like a feather bed that’s been shaken out, turned upside down and jumped on.",1,0,0
ch2,"November 1st, 1783",I was very glad to hand her back to Mother to be fed this evening.,1,0,0
ch2,"November 1st, 1783",I am frightened for her.,1,0,0
ch1,"October 6th, 1783","There are five sailors manning the boat: four to row and one to steer, but the sailors are happy because the wind is so strong that they can run with the sail up and do not have to row.",0,1,0
ch13,"October 3rd, 1784","Now that there is not so much work to do in the garden, I have been knitting and knitting and knitting.",1,0,0
ch9,"June 1st, 1784","(And Laddie, when Grannie is not looking.)",1,0,0
ch1,"October 6th, 1783",She sounded as if she had been frightened worse than I.,1,0,0
ch13,"October 3rd, 1784","The pigeons are migrating and great flocks of them are flying by every day, so Father made a trap for them.",1,0,0
ch11,"August 2nd, 1784",Father is making furniture for us.,1,1,0
ch5,"February 1st, 1784",He was rubbing at his cheek and his face looked tired and drawn with pain.,1,0,0
ch2,"November 1st, 1783","“Merci,”
 we said, and the woman fairly beamed back at us.",0,1,0
ch6,"March 3rd, 1784",Hannah came out today to sit in front of her cabin and we just soaked up the sunshine.,1,0,0
ch10,"July 2nd, 1784",Angus is so enthusiastic about starting out all over again here in Canada.,0,1,0
ch1,"October 6th, 1783",There were times the last two days when I did not think I could walk another step.,0,0,1
ch2,"November 1st, 1783","Québec
We are following alongside the Richelieu River.",1,0,0
ch1,"October 6th, 1783",Thank goodness the feather tick was on top or we would have been jounced right off.,1,0,0
ch1,"October 6th, 1783",I wonder if he is from one of the homesteads we passed by today?,1,0,0
ch1,"October 6th, 1783",She is so distraught and her eyes look so empty.,1,0,0
ch1,"October 6th, 1783",I even thought I saw eyes gleaming out of the blackness.,1,0,0
ch1,"October 6th, 1783",That’s where the families of soldiers in Sir John Johnson’s King’s Royal Regiment of New York — Angus’s regiment — are supposed to meet up.,1,0,0
ch10,"July 2nd, 1784",There wouldn’t be anyone left who wouldn’t hate him.,1,0,0
ch2,"November 1st, 1783","It doesn’t look one bit different from America, but the land is not as mountainous as it was at the southern end of the lake.",1,0,0
ch1,"October 6th, 1783",Grannie is napping in her shelter.,1,0,0
ch1,"October 6th, 1783",Her voice was angry.,1,0,0
ch2,"November 1st, 1783","Mother puts stones on the hearth to heat up and Jamie and I take one each, wrapped in a rag, when we go to bed.",1,0,0
ch6,"March 3rd, 1784",Mr. Mitchell closed down the school and the whole community turned out to help.,1,0,0
ch1,"October 6th, 1783","“They gave me as low a price as they could get away with.”
“Even for Blue and Bess?” she asked.",1,0,0
ch2,"November 1st, 1783",We have a small barrel full.,1,0,0
ch1,"October 6th, 1783",It was all I could do to hold Jamie down.,1,0,0
ch5,"February 1st, 1784",Another month begun.,1,0,0
ch6,"March 3rd, 1784","The best part as far as I’m concerned, of course, is scooping the syrup out of the kettles and throwing it onto the snow to harden into taffy.",1,0,0
ch1,"October 6th, 1783","She looked stricken, not at all like the smiling girl I met yesterday.",1,0,0
ch1,"October 6th, 1783","I suppose I get my size from Grannie — or lack of size, I should probably say.",1,0,0
ch12,"September 6th, 1784",My leg is still unbelievably painful but we had the best surprise today.,1,0,0
ch2,"November 1st, 1783",The rain has stopped but we are still damp and dripping.,1,0,0
ch1,"October 6th, 1783",It must be so beautiful around our house.,1,0,0
ch10,"July 2nd, 1784","There is not much Mother and Jamie and I can do to help them with that, but we can help them pull the logs over to the cabin site.",1,0,0
ch2,"November 1st, 1783",Her poor mother was busy trying to round up Mrs. Denny’s three little treasures and could not keep an eye on her.,1,0,0
ch1,"October 6th, 1783",So did the rub.,1,0,0
ch13,"October 3rd, 1784","To lose your country is bad enough, but to lose your family as well!",0,0,1
ch2,"November 1st, 1783",His eyes look very sad.,1,0,0
ch1,"October 6th, 1783",And the smell of the burned out cornfield was in our noses the whole time.,1,0,0
ch1,"October 6th, 1783",Father gave it to me for my twelfth birthday and I’ve not written in it yet.,1,0,0
ch13,"October 3rd, 1784",Probably we will give them English names.,1,0,0
ch9,"June 1st, 1784",Now I’m remembering old Blue and missing him.,0,0,1
ch10,"July 2nd, 1784",Finally we were able to set up the tents.,0,0,1
ch11,"August 2nd, 1784","He is building bunks against the walls for Jamie and me up in the loft, and two larger beds in the main room for Mother and himself and for Grannie.",0,1,0
ch3,"December 1st, 1783","Of course, once we leave Machiche, there is no telling when we will find another school.",0,0,1
ch1,"October 6th, 1783",At least Father is allowing Jamie to keep Laddie.,1,0,0
ch1,"October 6th, 1783","We cannot take old Blue, nor Bess — not even the chickens!",0,0,1
ch1,"October 6th, 1783","Fort Niagara, where they are going, is far to the west of here and they have just been travelling with us until the river turned and they could turn with it.",1,0,0
ch1,"October 6th, 1783","We’ve been on the move for two days now, heading north, and I am bone weary and sick to death.",0,0,1
ch2,"November 1st, 1783","I see Mother trying to feed her now, but Margaret is just crying and crying.",1,0,0
ch1,"October 6th, 1783",Grannie insisted on digging up a piece of the lilac bush that grows in our doorway.,1,0,0
ch2,"November 1st, 1783","He was looking back, too.",1,0,0
ch2,"November 1st, 1783",There are two soldiers walking alongside him.,1,0,0
ch14,"November 1st, 1784","“Thank you,” he said.",1,0,0
ch7,"April 6th, 1784","I was seated next to Mother and for the first time since we were forced out of our home, I saw her face relax and soften.",0,1,1
ch1,"October 6th, 1783",But I won’t let myself think of that.,1,0,0
ch2,"November 1st, 1783",I do hope we will be able to stay together.,0,1,1
ch3,"December 1st, 1783","“Here, child,” she said, and gave me a small square of embroidered linen.",1,0,0
ch1,"October 6th, 1783",Wolves and bears.,1,0,0
ch1,"October 6th, 1783",I was certain a hundred Indians were watching my every move.,1,0,0
ch1,"October 6th, 1783","Later
Father came back late tonight.",1,0,0
ch2,"November 1st, 1783",Put these dresses on over those uniforms and cover your heads with the shawls.,1,0,0
ch9,"June 1st, 1784",What in the world does that mean?,1,0,0
ch1,"October 6th, 1783",We are in the woods with hardly any shelter.,1,0,0
ch1,"October 6th, 1783","Later
I must just add this one bit, although I am now snuggled down under my blanket and can barely see to write.",1,0,0
ch7,"April 6th, 1784",He made it for her and was very proud of it.,1,0,0
ch1,"October 6th, 1783",How can they call themselves Christians and do such a thing to us?,1,0,0
ch13,"October 3rd, 1784","Mr. Murchison asked Father if he would consider it, but he hardly needed to pose the question.",1,0,0
ch9,"June 1st, 1784",This is actually a very pleasant way to travel.,0,1,0
ch12,"September 6th, 1784",He says he will go out with the Indians again so we will have a good supply of fresh fish from now on and we can salt some down for the winter.,1,0,0
ch1,"October 6th, 1783","Grannie is the only one of us born in Scotland, and she came here as a babe in her mother’s arms, but she still has a burr to her voice.",1,1,0
ch3,"December 1st, 1783","And there 
were
 presents!",1,0,0
ch3,"December 1st, 1783",He banks it every night and covers the coals with ashes.,1,0,0
ch8,"May 2nd, 1784","Only one small spray of blossoms, but that spray is large enough that the spindly stem it is on is bent almost to the ground.",1,0,0
ch12,"September 6th, 1784","The Stantons and the Hooples came too, and I was glad to see Annie and Flossie, though not as glad as I was to see Hannah.",0,1,0
ch3,"December 1st, 1783",Janet says her mother has promised us all a quilting bee in the spring as soon as they are ready to put it together.,1,0,0
ch2,"November 1st, 1783",That is the only word for it.,1,0,0
ch8,"May 2nd, 1784","Jamie and the Ross boys, of course, are doing their best to add to it.",1,0,0
ch1,"October 6th, 1783","“John told me.”
I had never seen a big waterfall before and was quite anxious to reach it.",1,0,0
ch13,"October 3rd, 1784",We are a sturdy folk.,1,0,0
ch11,"August 2nd, 1784",We have sacrificed one of the blankets we were issued to hang in the doorway for now.,1,0,0
ch13,"October 3rd, 1784",It is so beautiful!,1,0,0
ch1,"October 6th, 1783",It’s hard to believe she is Father’s mother; she is so tiny and wiry and Father is so tall.,1,0,0
ch10,"July 2nd, 1784","After much conniving, Uncle Andrew and Uncle Allan managed to get land near ours.",0,1,0
ch12,"September 6th, 1784",If there had not been so much to do today I warrant she would have been spinning away already.,1,0,0
ch1,"October 6th, 1783","They still hurt, though, and I’m bruised all over from being jounced around so in the wagon when I couldn’t walk any more.",0,0,1
ch9,"June 1st, 1784",I reached out to her but before I could say anything she gave herself a shake and straightened up.,1,0,0
ch3,"December 1st, 1783",I teased Hannah about it when we were eating our lunch but she blushed and got quite annoyed with me.,1,0,0
ch1,"October 6th, 1783",“Why can we not just keep our wagon and make our way north by the road?” Mother pleaded when he broke the news to her.,0,0,1
ch5,"February 1st, 1784","Laddie is curled up as close to him as he can get, and the smell of hot wet dog is pretty strong.",1,0,0
ch5,"February 1st, 1784",I’m sure the weather was never this dreadful back home.,0,0,1
ch10,"July 2nd, 1784","I asked him if he didn’t miss Albany at all and he just said, “Not a bit.” I don’t really believe him, but I guess he sure wouldn’t want to go back after having fought on the British side.",0,1,1
ch1,"October 6th, 1783",People we used to call friends.,1,0,0
ch12,"September 6th, 1784","Soon we will have a proper road joining us to the Rosses and then, I hope, we’ll get a road all the way into Johnstown.",1,0,0
ch1,"October 6th, 1783","Father knew what to do, however.",1,0,0
ch4,"January 1st, 1784",When I visited her today she was flushed and feverish and hardly even knew I was there.,1,0,0
ch7,"April 6th, 1784","There we will transfer into more 
bateaux
 and set off farther upriver.",1,0,0
ch1,"October 6th, 1783","Finally, in the early afternoon, John signalled a halt.",1,0,0
ch1,"October 6th, 1783",It is all very frightening and confusing.,1,0,0
ch5,"February 1st, 1784","“Canada is our country now,” he said finally, “We belong here.",0,1,0
ch1,"October 6th, 1783",Father didn’t answer.,1,0,0
ch1,"October 6th, 1783","Tam is a quiet little mouse of a thing, but very sweet.",1,0,0
ch7,"April 6th, 1784",Mr. Mitchell is having a terrible time trying to keep order in school.,1,0,0
ch1,"October 6th, 1783",We have to stop to rest very often.,1,0,0
ch1,"October 6th, 1783",I hope I don’t drown!,1,0,0
ch3,"December 1st, 1783",I miss baby Margaret and keep remembering all of her sweet little ways.,1,0,0
ch3,"December 1st, 1783","Back in Albany the English would bring in a huge log — a yule log, they call it — and they kept it burning for the twelve days of Christmas.",1,0,0
ch5,"February 1st, 1784",Then Mr. Walker took out his pocketknife and began to pry at the tooth with it.,1,0,0
ch1,"October 6th, 1783",But he never thought rebellion was the answer.,1,0,0
ch3,"December 1st, 1783",It is my birthday today.,1,0,0
ch5,"February 1st, 1784","It was sleety and rainy all last night, and this morning the snow was covered with a layer of ice.",1,0,0
ch9,"June 1st, 1784",Johnstown is no more than a collection of tents strewn along the riverside.,0,0,1
ch13,"October 3rd, 1784",What a lot has happened since then.,1,0,0
ch3,"December 1st, 1783",There was so much smoke it made us choke.,1,0,0
ch8,"May 2nd, 1784",The sound of the river is in my ears as I write and I can see the moonlight shining off its waters.,1,0,0
ch2,"November 1st, 1783","I certainly hope I am wrong this time, though.",1,0,0
ch5,"February 1st, 1784",I am very very tired of being cold.,1,0,0
ch13,"October 3rd, 1784",What riches!,1,0,0
ch7,"April 6th, 1784",I think I will just lie here in the dark and remember every moment of the day and night.,1,0,0
ch1,"October 6th, 1783",Jamie has just come over to nudge me and get my attention.,1,0,0
ch2,"November 1st, 1783",When she saw Angus I thought she would fall down in a dead faint.,1,0,0
ch1,"October 6th, 1783",No one to tell me what is going to happen.,1,0,0
ch13,"October 3rd, 1784","It was Mr. Murchison, our preacher, and as it was Sunday, he held services with us in our house.",1,0,0
ch5,"February 1st, 1784",Poor Father.,1,0,0
ch1,"October 6th, 1783","He’s been letting us feed him by hand today, and I guess he’s finally decided we’re friends.",1,0,0
ch2,"November 1st, 1783",She hasn’t stopped smiling since.,1,0,0
ch10,"July 2nd, 1784","“We must have good shelter and at least some food of our own,” he says.",0,1,1
ch12,"September 6th, 1784",Now if I could only go back to school I would be happy.,1,0,0
ch1,"October 6th, 1783",As if I weren’t wet enough already.,1,0,0
ch12,"September 6th, 1784","I was worried that Mittens might chase them, but she is afraid of them.",1,0,0
ch1,"October 6th, 1783",It is a wonder how a good meal and a full stomach can make a body feel so much better.,1,0,0
ch1,"October 6th, 1783",Except for the people who live here.,1,0,0
ch2,"November 1st, 1783",There is definitely a mystery here.,1,0,0
ch5,"February 1st, 1784",Grannie is missing her spinning wheel.,1,0,0
ch5,"February 1st, 1784",How I wish I could have knitted myself some new mittens.,1,0,0
ch1,"October 6th, 1783",I have never seen his face look like it did at that moment.,1,0,0
ch1,"October 6th, 1783",I suppose she does not think Hannah is any more ladylike than I am.,1,0,0
ch2,"November 1st, 1783",Nothing seemed really real.,1,0,0
ch2,"November 1st, 1783",Only one blanket for every two children is the rule.,1,0,0
ch3,"December 1st, 1783",My feet froze on the way to school today.,1,0,0
ch10,"July 2nd, 1784","There was no time to rest, though.",1,0,0
ch1,"October 6th, 1783","Oh, how I used to love this time of year!",0,0,1
ch10,"July 2nd, 1784",I will tell all about what has happened tomorrow.,1,0,0
ch1,"October 6th, 1783","He cuts balsam fir boughs for her every night to spread under her tarpaulin and make her more comfortable because, as she says, her “bones are old and sharp.” We just make do with blankets spread over tarpaulins laid right on the ground.",1,0,0
ch2,"November 1st, 1783",She is too little to eat anything else.,1,0,0
ch3,"December 1st, 1783","I am sitting as close to the hearth as I can, in my nightdress and well bundled up in my quilt.",1,0,0
ch12,"September 6th, 1784","He’s supposed to measure 40 lengths exactly around the frame, but I can tell that he does not always count correctly.",1,0,0
ch1,"October 6th, 1783",I’ve never been on a boat.,1,0,0
ch1,"October 6th, 1783","It was just a short respite before we were both called back to help with chores and minding babies, but it was enough.",1,0,0
ch13,"October 3rd, 1784",The Indians showed him how to do that by using the brains of the small animals he and the boys shoot.,1,0,0
ch13,"October 3rd, 1784","I found myself peeling the bark off the log, staring at it as if I’d never in my life seen a log before.",1,0,0
ch13,"October 3rd, 1784",There are two men who visit us regularly.,1,0,0
ch1,"October 6th, 1783",I would be glad to carry baby Margaret for her.,1,0,0
ch2,"November 1st, 1783",These days on the boat have almost seemed like a piece out of time.,1,0,0
ch7,"April 6th, 1784","“We hewed our home out of the woods in Albany when we were first wed, and I see no reason why we cannot do so again.”
The words were so brave.",0,1,0
ch2,"November 1st, 1783","Father had his arm around me, and Hannah and I had our arms around each other.",1,0,0
ch10,"July 2nd, 1784",He seems to be wondering why we have imprisoned her.,1,0,0
ch14,"November 1st, 1784",Grannie says all the signs are for an early winter.,1,0,0
ch1,"October 6th, 1783",I didn’t have much of a chance to say anything.,1,0,0
ch7,"April 6th, 1784",The quilting bee was yesterday.,1,0,0
ch12,"September 6th, 1784","I suppose Duncan and Angus will go, though.",1,0,0
ch3,"December 1st, 1783",It snowed all night and is still snowing.,1,0,0
ch8,"May 2nd, 1784",We are packing what little we have and this small cabin is in a turmoil.,1,0,1
ch10,"July 2nd, 1784","Do you suppose we are being very sinful, dear journal?",1,0,0
ch5,"February 1st, 1784","Finally, he had to have it pulled today and I have never seen a person go through such pain.",1,0,0
ch12,"September 6th, 1784","There are several proper houses there now, as well as the church.",1,0,0
ch2,"November 1st, 1783","Fortunately, we have the quilts that we managed to bring with us.",0,1,0
ch5,"February 1st, 1784",What a dreadful day!,1,0,0
ch2,"November 1st, 1783","Mrs. Denny was shocked, I think, but Mrs. Ross, who was sitting with Mother, just smiled.",1,0,0
ch3,"December 1st, 1783",They have been here for almost three years and are so well settled in they even have a small flock of chickens and a few geese.,0,1,0
ch1,"October 6th, 1783","Mrs. Ross tries to be friendly, but Mother just sits and broods.",1,0,0
ch4,"January 1st, 1784",So does Hannah.,1,0,0
ch2,"November 1st, 1783",The guards became quite used to that because many other women were doing the same thing.,1,0,0
ch1,"October 6th, 1783",Early this morning Jamie and I went down to the small stream that we were camped beside and Laddie surprised a raccoon washing something in the water.,1,0,0
ch1,"October 6th, 1783",I think I will sleep well tonight.,1,0,0
ch1,"October 6th, 1783",Jamie is busy throwing stones into the water for Laddie to chase after and I’ve had to pull him out twice.,1,0,0
ch1,"October 6th, 1783",The dog is barking up a storm.,1,0,0
ch12,"September 6th, 1784",Mother was working in her garden this morning and Father was busy clearing as usual.,0,1,0
