chapter_id,date,sentence,neutral,positive,negative
c05,July 1863,"I can hear them singing still, their voices coming tranquil through the dark.",1,0,0
c02,April 1863,"The biggest city in the world, I think it is, right on a huge big lake.",1,0,0
c01,January 1863,Surely they wouldn’t whip him.,1,0,0
c05,July 1863,"I think he lets his wife and his children do all the talking, and they certainly do a good job of it.",1,0,0
c11,January 1864,"They weren’t satisfied, though.",1,0,0
c07,September 1863,"Come on, let’s hear what news he’s got today.” Along came a coloured man, swinging a hand bell and calling out announcements.",1,0,0
c06,August 1863,"If they were here first, I don’t see how they would take kindly to being moved out.",0,0,1
c10,December 1863,Mama boiled it up for our dinner tonight with dumplings.,1,0,0
c02,April 1863,Couldn’t stand being shut in the dark anymore and had to get out.,0,0,1
c05,July 1863,Reason it’s called that is because it’s a piece of land that sticks out into the Bay and it’s almost cut off into an island.,1,0,0
c06,August 1863,I can’t ever be thankful for my good fortune without remembering them.,1,0,0
c09,November 1863,Captain Pearce sailed this morning.,1,0,0
c02,April 1863,The colored folk hereabouts can do anything they put a mind to.,1,0,0
c01,January 1863,"I don’t know what went on, but nobody’s talking.",1,0,0
c08,October 1863,"(I had to put that in, 
no matter what Miss Wilson thinks.)",1,0,0
c01,January 1863,That’s true.,1,0,0
c14,April 1864,"Mama was lying down — our baby’s due any day now — and she didn’t know where the baby was, either.",1,0,0
c11,January 1864,She was going to teach me.,1,0,0
c02,April 1863,He’s a right brave man.,1,0,0
c01,January 1863,She was such a good big sister to me and I loved her so much — I want to believe she’s some place where she can be happy.,1,0,0
c11,January 1864,"“Thank you kindly,” she said.",1,0,0
c10,December 1863,I’ll stop this minute.,1,0,0
c02,April 1863,Freed by a Queen!,1,0,0
c01,January 1863,And then it sounded like they went crazy.,1,0,0
c07,September 1863,"At that, I couldn’t hold my tongue one minute longer.",1,0,0
c08,October 1863,"I know Papa can’t really afford that, but he got such a big smile on his face, watching Joseph hug that horse, that I know it was worth it to him.",1,0,0
c06,August 1863,"Then there were games for the children, and the grown-ups visited back and forth.",1,0,0
c13,March 1864,“I do owe this family a favour.,1,0,0
c06,August 1863,Had to hide them so Noah wouldn’t see.,1,0,0
c13,March 1864,"Later on, when Amelia and I were by ourselves, she went on and on about how nice it was of her daddy to give Miles a chance at a job, but I just said Captain 
Pearce was lucky to be getting such a good man.",1,0,0
c11,January 1864,"I sat with him for a while and tried to get him interested in reading some school books, but I could tell his mind wasn’t on it, so I let him be.",1,0,0
c01,January 1863,"The people were kindly, but sort of holding back.",1,0,0
c11,January 1864,"I can’t believe it, but she’s in Toronto, staying with Missus Blunt.",1,1,0
c01,January 1863,"I guess I was crying a bit, because Thomas hung back a little and grabbed my hand.",1,0,0
c09,November 1863,"I am never, never, NEVER going back to Amelia’s house.",1,0,0
c12,February 1864,It is wonderful having Sarah and her family here with us.,1,0,0
c01,January 1863,Wonder what’s happening to everybody back at our plantation?,0,1,1
c05,July 1863,Everyone else in the family makes so much noise.,1,0,0
c07,September 1863,Amelia told me he lives on the Pleasure Grounds.,1,0,0
c01,January 1863,"Mama was fit to be tied and Papa was all set to give him a good licking, but the soldier, name of Ben, just laughed and begged Papa not to.",1,0,0
c11,January 1864,I’m beginning to learn how to slide my feet.,1,0,0
c06,August 1863,"I meant to stop, but somehow just kept on going.",1,0,0
c03,May 1863,"Then Joseph shouted out for him to leave go of me and 
kicked
 him!",1,0,0
c05,July 1863,We turned and raced back here as fast as we could.,1,0,0
c01,January 1863,We’re going anyway.,1,0,0
c01,January 1863,"Besides, though we didn’t say a word about it, we none of us could forget what had happened in the woods.",1,0,0
c09,November 1863,It hurts me to see how badly she wants that machine.,1,0,0
c07,September 1863,When I got to school today those boys who fought with Noah were all standing together in a bunch and laughing to beat the band.,1,0,0
c09,November 1863,"Then both Papa 
and Joseph were wet and freezing.",1,0,0
c05,July 1863,"And probably about her lost sisters, too.",1,0,0
c07,September 1863,I like to sit there and watch the water.,1,0,0
c05,July 1863,Now we’re all in a terrible way.,1,0,0
c10,December 1863,"He was grateful, but he says he won’t go back to school.",0,0,0
c01,January 1863,I would love to read a book all the way through from front to back.,1,0,0
c01,January 1863,"Well, I know now what happened the other night and I wish I didn’t.",1,0,0
c01,January 1863,We aren’t staying!,1,0,0
c01,January 1863,Our Master’s off fighting and nobody’s tending this plantation too well.,1,0,0
c09,November 1863,“Imagine.,1,0,0
c07,September 1863,"What kind of a friend am I, anyway, not to know that Noah wouldn’t fight without a reason?",1,0,0
c06,August 1863,"Boze wasn’t too happy about it, but he did what I told him.",1,0,0
c06,August 1863,"At first there was nothing to see, but then we heard music and down the street it came.",1,0,0
c11,January 1864,Said her name was Sarah and she was my big sister.,1,0,0
c11,January 1864,I never knew that boy could be so gentle.,1,0,0
c01,January 1863,"Bessie’s papa, Uncle Bo, tried to make free and they caught him.",0,0,1
c01,January 1863,The Union Army fortifide it on the land side and that’s how they managed to keep the Confederate Army from capturing it.,1,0,0
c01,January 1863,Never been so cold and wet in my life.,1,0,0
c06,August 1863,"I would love to go too, but we can’t afford it and I know my mama wouldn’t let them pay for me.",1,0,0
c11,January 1864,"Then they saw the ice into squares, haul it out with big ice tongs, and load the blocks onto sleds.",1,0,0
c08,October 1863,"Scudding
 is my newest word.",1,0,0
c05,July 1863,"I thought she’d scold us for being so uppity, she being white, but she just greeted us as nicely as you could want and said she’d go fetch Mister Frost.",0,1,0
c12,February 1864,A tall young man got down after her.,1,0,0
c08,October 1863,Amelia’s daddy is in port this week.,1,0,0
c12,February 1864,"Papa was standing there, smiling so hard it seemed his face would break.",1,0,0
c05,July 1863,"I was just her slave, after all.",1,0,0
c01,January 1863,Other family’s name is Ross.,1,0,0
c01,January 1863,"Spite of everything, Thomas usually has a smile and a joke in him for Joseph and me, but not now.",1,0,0
c01,January 1863,Said he was our new Conductor.,1,0,0
c10,December 1863,I took my reader over to Noah today.,1,0,0
c01,January 1863,"We pretended we didn’t see her, either.",1,0,0
c03,May 1863,Something wrong there.,1,0,0
c06,August 1863,"Said it was a great place to explore and climb, but his mama didn’t let him because she thought it was too dangerous.",1,0,0
c01,January 1863,I’ll see the ocean!,0,1,0
c14,April 1864,"“Keep that boy away for today,” she said, “and tonight you’ll have a new baby brother or sister.” I ran to the stables then, still dragging Joseph, and told Papa.",1,0,0
c08,October 1863,Have to go out and see it and find out where it came from.,1,0,0
c06,August 1863,“You just surprised me.,1,0,0
c01,January 1863,To Canada.,1,0,0
c03,May 1863,A white man.,1,0,0
c01,January 1863,Just like before.,1,0,0
c01,January 1863,Papa told me some do manage to make enough money to buy their freedom if they’ve got good masters who let them work for other people.,1,0,0
c05,July 1863,Feels so comfortable and safe.,1,0,0
c05,July 1863,I do thank Him.,1,0,0
c01,January 1863,"A big cupboard on one side, and a big round sort of ball with colored 
markings on it on a stand beside the table.",1,0,0
c12,February 1864,"By last winter there were two Union army camps in Rochester, and with all the Northern soldiers around there she began to feel safer.",1,0,0
c09,November 1863,I’m going out to look for her.,1,0,0
c03,May 1863,"White people, they were.” That calmed her down a mite, but then Thomas started in to laughing.",1,0,0
c03,May 1863,"She wouldn’t let me go with her to take the washing back to the hotel and made me promise not to step foot outside Mister Blunt’s house, or let Joseph out of my sight.",1,0,0
c08,October 1863,Mama was flabbergasted.,1,0,0
c06,August 1863,"I still got the sound of singing in my head, and a warm, happy feeling inside of me.",1,0,0
c10,December 1863,"She said I was never to home when she came over, and I wouldn’t talk to her at school, so she decided to come to our church.",1,0,0
c02,April 1863,Go through the door at the top and down below.,1,0,0
c05,July 1863,When he ran away she wouldn’t go with him.,0,0,1
c01,January 1863,So far.,1,0,0
c07,September 1863,I’d better be careful — he bested me at the spelling bee today!,1,0,0
c11,"64


January 1864",Papa should be in Toronto by now.,1,1,0
c05,July 1863,"No coloured people allowed in that tavern, either.",1,0,0
c01,January 1863,"I was afraid he’d smother him, but it seemed to make Joseph feel better.",1,0,0
c06,August 1863,There was already a big crowd gathered there.,1,0,0
c01,January 1863,I tried to ask Papa and he just shushed me up.,1,0,0
c06,August 1863,"“Sorry,” she said.",1,0,0
c06,August 1863,"Boze was with me, but I made him stay at the bottom.",1,0,0
c02,April 1863,"The man’s wife came out to the barn today with new clothes for all of us, so we’ll look respectable when we get to Canada.",0,1,0
c10,December 1863,Wearing my new boots.,1,0,0
c02,April 1863,Does Miss Marissa wonder what happened to me?,1,0,0
c09,November 1863,I could do with a sister.,1,0,0
c01,January 1863,I don’t wonder after what happened that day.,1,0,0
c13,March 1864,"Finally he just sort of blurted out, “Could I work for you, Captain Pearce?",1,0,0
c03,May 1863,It’s hanging all over Missus Blunt’s kitchen and she’s none too happy about it.,1,0,0
c01,January 1863,I couldn’t believe it when she whispered to us to go in there!,1,0,0
c04,June 1863,Joseph is so sick he’s raving and seeing things that aren’t there and talking all kinds of nonsense.,1,0,0
c01,January 1863,Something is going to happen.,1,0,0
c01,January 1863,We’re running again.,0,0,1
c09,November 1863,It just snowed and snowed.,1,0,0
c05,July 1863,"Then there’s another room for Mama and Papa, with a bed with a feather tick on it, and another little room where Joseph and I will sleep.",1,0,0
c05,July 1863,"Horse seems to like it, though.",1,0,0
c04,June 1863,Wonder if Thomas is fighting now?,1,0,0
c05,July 1863,And when you got lots to eat.,1,0,0
c01,January 1863,I asked if there were any snakes there and the man just laughed.,0,1,1
c11,January 1864,I went over to Missus Long’s after school today.,1,0,0
c03,May 1863,"Her sons looked kind of shamefaced, I thought.",1,0,0
c05,July 1863,"I couldn’t help it, I started in to crying.",1,0,0
c01,January 1863,I’m putting the date on the top of my writing like Miss Marissa does with her lessons.,1,0,0
c13,March 1864,Noah brought over a rattle that he made.,1,0,0
c10,December 1863,It’s my birthday today!,1,0,0
c01,January 1863,"I mind her good when she does that, even though I pretend I’m not.",1,0,0
c01,January 1863,"I was too young to remember much about when 
my brothers Caleb and Daniel were sold off, but I do remember when they took our Sarah.",0,0,0
c12,February 1864,It’s a leap year.,1,0,0
c06,August 1863,Glad Mama didn’t know that before I went on the picnic.,1,0,0
c06,August 1863,"I helped Missus Long set out our picnic, then we called them to come eat.",1,0,0
c07,September 1863,Said he told her he was finished with school and he was going to go and stay with his papa and his brothers.,1,0,0
c01,January 1863,I’ll write about the dogs soon as I get another chance.,1,0,0
c04,June 1863,Poor Mama.,1,0,0
c01,January 1863,Teach them to write.,1,0,0
c06,August 1863,Guess those fish knew well enough to keep far away today.,1,0,0
c01,January 1863,But I don’t think I’ll ever feel safe again.,1,0,0
c02,April 1863,I’m so glad we got away before he was sold off.,0,1,1
c02,April 1863,The doctor lives right near to us.,1,0,0
c11,January 1864,Later Folks have been so kind.,1,0,0
c01,January 1863,A table at the front.,1,0,0
c08,October 1863,"The maple trees are all scarlet (new word, but it just means really really red) and orange, and the birches are so brilliantly yellow that it looks like they’re making their own sunshine.",1,0,0
c07,September 1863,“You all going to school?” he asked then.,1,0,0
c08,October 1863,"“I can’t!” I said, but it came out no more than a squeak.",1,0,0
c05,July 1863,Missus Jackson took one look at us and just shrieked.,1,0,0
c01,January 1863,"Suits them, I suppose, but it must be a hard life.",1,0,0
c10,December 1863,"I couldn’t wait to go see him after school, so I went over early this morning.",1,0,0
c02,April 1863,Dark of the moon.,1,0,0
c07,September 1863,I’ve seen her at our church.,1,0,0
c01,January 1863,"Our cabin back at the plantation was small, but it was better than this.",0,0,1
c02,April 1863,She reached over to give me a hug and I could see her eyes all shiny with tears.,1,0,0
c01,January 1863,"First thing we knew of it, a soldier brought him, all dripping wet, back to the cabin.",1,0,0
c09,November 1863,But I think I know where she might be.,1,0,0
c04,June 1863,That’s good news.,1,0,0
c01,January 1863,Some slave catchers got in about a month ago and grabbed a man.,1,0,0
c13,March 1864,I was down at the harbour after school with Sarah and baby Liza and Miles.,1,0,0
c01,January 1863,We didn’t see anybody else for the rest of the day.,1,0,0
c03,May 1863,"(Miss Clarke teaches us a new word every day and that’s my word for today — 
dependable.
)",1,0,0
c01,January 1863,And again.,1,0,0
c05,July 1863,"Missus Long says they’re going to get a piece of land, too, and set up farming there.",0,1,0
c08,October 1863,I never in my life thought leaves could turn the colours that the leaves on these trees hereabouts do.,0,1,0
c01,January 1863,"Papa was already outside with Joseph asleep in his arms and Thomas looking out, scared like.",1,0,0
c05,July 1863,"Then there are three girls, the oldest just about my age, and two older brothers about the same age as Elisha and Jonah.",1,0,0
c11,"64


January 1864",Wonder if it’s a girl or a boy?,1,0,0
c06,August 1863,Too bad Joseph isn’t here.,1,0,0
c14,April 1864,Very exciting today.,1,0,0
c14,April 1864,"She has that same stubborn, determined look on her face that Mama gets when she has her mind set on something.",1,0,0
c05,July 1863,"I can read and write better than you!” With that, Missus Jackson slapped me.",1,0,0
c12,February 1864,"She was so afraid we wouldn’t get Reverend Brown’s letter, or that we had moved on somewhere else.",1,0,0
c02,April 1863,"They mostly call us colored up here in the north, not Negroes.",1,1,0
c07,September 1863,"You’d think Miss Wilson would feel a little sorry for him, but she doesn’t seem to.",1,0,0
c01,January 1863,"She told us to stay put, then she disappeared.",1,0,0
c01,January 1863,Imagine!,1,0,0
c05,July 1863,But where could we go?,0,0,1
c10,December 1863,She just slipped out fast when the service ended.,1,0,0
c02,April 1863,"Miss Clarke is so quiet and gentle, not bossy at all.",1,0,0
c01,January 1863,Rain coming in through the roof.,1,0,0
c05,July 1863,We got to a little village called Bolton.,1,0,0
c09,November 1863,"Missus Frost came round this afternoon after school, asking me if I had seen Amelia.",1,0,0
c14,April 1864,Sarah is in the other room settling Liza.,1,0,0
c01,January 1863,He even said he wished he could fight like the soldiers.,1,0,0
c02,April 1863,We got a powerful lot to be grateful for.,1,0,0
c03,May 1863,Safe enough there.,1,0,0
c05,July 1863,I knew how upset she’d be.,1,0,0
c13,March 1864,"Finally, the wind and snow and rain have stopped 
and the sun came out.",1,0,0
c12,February 1864,Are they on their way here yet?,1,0,0
c01,January 1863,Our Conductor says there are hundreds of slaves getting shelter there.,0,1,0
c11,January 1864,"I know they must need it, but his leg is hardly healed and he still limps something terrible.",1,0,0
c05,July 1863,"I asked Mama if we were going to farm, but she didn’t answer me.",1,0,1
c05,July 1863,Somebody asked him where she was but then he got mournful.,1,0,0
c11,January 1864,"Missus Long lent him their good tent and they’ll stay in that on the way there if it’s not too cold, but Papa’s hopeful that they might find places that will take them in on the way back because of the baby.",0,1,1
c02,April 1863,I told her about my writing and she gave me a whole new scribbler just for me!,1,0,0
c07,September 1863,After supper we sat outside until it got dark.,1,0,0
c01,January 1863,Little Joseph has stopped talking.,1,0,0
c01,January 1863,"I just remember waking up sometimes, all in a sweat because I was sure I heard dogs.",1,0,0
c10,December 1863,She asked me to help.,1,0,0
c01,January 1863,Thomas told us the white man and his wife said they’d take care of the Conductor.,0,1,0
c03,May 1863,"They got three sons, two older ones named Elisha and Jonah, and a boy just my age, name of Noah, but I don’t like him much.",1,0,0
c02,April 1863,"I never did get to know Caleb and Daniel too well, but Sarah was like a second Mama to me.",1,0,0
c14,April 1864,"And I guess he was right, because when Sarah snatched her off and carried her back up here to the house she cried something terrible.",1,0,0
c06,August 1863,"Mama did light into me about the state my boots were in, and the state I was in, too, but I didn’t mind.",1,0,0
c12,February 1864,"Where were Papa and Sarah, and how bad was the snow going to get?",1,0,0
c05,July 1863,She never cared a bit for me.,1,0,0
c01,January 1863,But they might even hang Papa or Thomas like they hung Uncle Bo!,1,0,0
c12,February 1864,"Joseph is still mad as hops at not being allowed to go, and he’s fretting about the horse.",1,0,0
c03,May 1863,The Queen’s Hotel where Mama’s working is a place where people rent rooms and they get all taken care of.,1,0,0
c01,January 1863,Our Conductor says she’ll take us to the Great Dismal Swamp instead and we can wait there till the fighting dies down and it’s safe to go on.,0,1,1
c01,January 1863,"No other children, though.",1,0,0
c01,January 1863,I never in my life heard anything so terrible.,1,0,0
c02,April 1863,"I think it looks just as nice as it sounds — all those fat, round 
ff
s. I most decidedly like writing letters with tails.",1,0,0
c01,January 1863,Going through Pennsylvania.,1,0,0
c02,April 1863,"“Hurry up,” he whispered to us.",1,0,0
c04,June 1863,That makes it even worse!,1,0,0
c05,July 1863,He said his mother’s mother was the daughter of an African chief before she was stolen away and sold into slavery in America.,1,0,0
c09,November 1863,"It would be a lot easier work and earn her more money, too.",1,0,0
c05,July 1863,"The Longs had a farm in Ohio so they know all about that, but my Papa doesn’t know anything but tobacco planting and tending horses, and Mama has always worked in the Big House.",1,0,0
c02,April 1863,Back to my own school today.,1,0,0
c04,June 1863,"Mama’s hesitant to do that, though.",1,0,0
c01,January 1863,"Don’t know anybody other than 
Miss Marissa who ever had a special brush just for their teeth.",1,0,0
c05,July 1863,There’s no boy Noah’s age so I think he’s feeling a bit left out.,1,0,0
c07,September 1863,"She threw a scrap to Boze, too.",1,0,0
c10,December 1863,"He tore around in a frenzy, biting snow and rolling and burying his whole face in it, then coming up snorting.",1,0,0
c03,May 1863,Stayed home from school again today.,1,0,0
c05,July 1863,What if she tries to get me back!,1,0,0
c05,July 1863,"Heard wolves howling last night, and this morning when I went out to relieve myself in the bushes I saw 
wolf tracks in the mud around the stream where we fetched our water.",1,0,0
c06,August 1863,Her daddy’s a ship’s captain on one of the steamers I saw in the harbour on Saturday.,1,0,0
c06,August 1863,The water is so clear you can see fish swimming around in it.,1,0,0
c10,December 1863,"Our first Christmas as free folk, not slaves!",0,1,0
c03,May 1863,I thought Papa would explode.,1,0,0
c07,September 1863,"And likes her, too, by the looks of it.",1,0,0
c01,January 1863,"There’s no windows in the shed, though, just a little crack in the wall, and I can’t really see too well, so I’m going to stop.",1,0,0
c01,January 1863,"Chickens all around, the stink was something awful.",1,0,0
c04,June 1863,It’s really worrisome.,1,0,0
c01,January 1863,I still can’t really believe it!,1,0,0
c07,September 1863,Something happened at school today.,1,0,0
c07,September 1863,So much going on!,1,0,0
c12,February 1864,"Means we get an extra day in 
February.",1,0,0
c07,September 1863,"Mama’s used to him coming home wet and dirty, so she didn’t notice anything wrong.",1,0,0
