book_name,chapter_id,entry_id,date,sentence,Positive_score,Positive_pred,Negative_score,Negative_pred,Neutral_score,Neutral_pred,positive,negative,neutral,immigration
SofS,c04,chc04_e20,"July 30, 1847",I cannot believe that any of the people who were on our ship would do such a thing — nor any other immigrant either.,0.66450787,1,0.89544487,1,0.13919184,0,,,,
SofS,c05,chc05_e19,"August 25, 1847","He laughed and said that no constable would help me as he was doing, unless there was a profit to be made from foul and diseased straw, in which case, I would be relieved of both my load and my cart, and that would be the last I saw of either.",0.33915114,0,0.8950222,1,0.19406152,0,,,,
SofS,c06,chc06_e7,"September 13, 1847","The Americans sent maize to Ireland for the starving, but it was so hard and difficult to digest that it made people ill. Now I know why.",0.5216989,1,0.894805,1,0.16128698,0,,,,
SofS,c02,chc02_e12,"May 15, 1847",It is frightening to think what would become of us if the ship were to strike something and sink.,0.581435,1,0.8941753,1,0.14515288,0,,,,
SofS,c02,chc02_e14,"May 19, 1847","Others took up the cry, and Da had to argue mightily to get them to see that this would put the ship in danger of foundering.",0.63790417,1,0.8940146,1,0.1332051,0,,,,
SofS,c05,chc05_e19,"August 25, 1847",The landlord then drove the rest of the family from their home and put them on a leaky ship bound for Canada.,0.6897336,1,0.89398396,1,0.13918465,0,,,,
SofS,c02,chc02_e5,"May 8, 1847",We had to wait for such a long time before boarding that my legs got weary from standing.,0.69549114,1,0.8925292,1,0.13312678,0,,,,
SofS,c02,chc02_e7,"May 10, 1847",I heard the captain tell Da that those new to the sea often take ill.,0.66866744,1,0.89126587,1,0.14203186,0,,,,
SofS,c03,chc03_e17,"June 23, 1847",Michael says that he heard the captain tell one of the mates that the newspapers are filled with editorials about the Irish lords shovelling their garbage into Canada.,0.7063748,1,0.89113516,1,0.13118352,0,,,,
SofS,c05,chc05_e11,"August 13, 1847","Everywhere I go, I hear someone speak of the Irish as lazy and the makers of their own misfortune.",0.47840342,0,0.8907511,1,0.174331,0,,,,
SofS,c03,chc03_e14,"June 18, 1847",The captain could not say how long the quarantine will last.,0.52144146,1,0.8892182,1,0.18871078,0,0,1,0,1
SofS,c05,chc05_e1,"August 1, 1847",She called us “a nation of beggars and improvident creatures.” The gentleman protested that the potato crop had been ruined for two years in a row and that people were starving not out of laziness but from lack of food.,0.45440942,0,0.8885966,1,0.18265271,0,,,,
SofS,c03,chc03_e14,"June 18, 1847","We are fewer than when we boarded, but Da says that those of us who are still standing must carry on.",0.8105803,1,0.8874901,1,0.09867549,0,1,1,0,1
SofS,c03,chc03_e9,"June 13, 1847",Word came below late in the day that one of the sailors had died of the fever and was sent into the sea.,0.34858638,0,0.88747925,1,0.20330735,0,,,,
SofS,c07,chc07_e5,"October 10, 1847",The worry and the pallor on Mrs. Hall’s face put me in mind of my own ma when wee Patrick fell ill aboard ship.,0.43225363,0,0.88671196,1,0.21446241,0,,,,
SofS,c01,chc01_e1,"April 30, 1847","She says, how can we think of making a fresh start in a new land, Canada, when we have to rely on charity to get ourselves there?",0.8974556,1,0.88608795,1,0.08139727,0,,,,
SofS,c03,chc03_e15,"June 21, 1847","As her husband was buried at sea, the children have no one to look after them, and she worries what will become of them.",0.3854084,0,0.88414085,1,0.20605515,0,,,,
SofS,c09,chc09_e11,"December 13, 1847","The economy was bad, there were so many people seeking employment, and there was widespread resentment against all the Irish who had flooded the city.",0.5196274,1,0.88368523,1,0.16631079,0,,,,
SofS,c03,chc03_e18,"June 24, 1847",Nine more passengers have fallen ill and are being taken ashore.,0.42937484,0,0.88195443,1,0.21255037,0,,,,
SofS,c04,chc04_e1,"July 3, 1847","I am writing this in Montreal, and my heart still aches with a greater sadness than I have ever known.",0.6569641,1,0.8803348,1,0.15227954,0,,,,
SofS,c05,chc05_e10,"August 12, 1847","She did not know either, but a doctor who overheard my question said that because of the sickness, business and travel about the city have suffered, and the city’s merchants, save the coffin makers, are complaining that something must be done or the city will be ruined.",0.57996273,1,0.88023436,1,0.16030575,0,,,,
SofS,c02,chc02_e7,"May 10, 1847","Now that the ship is underway, many people are sick.",0.7427869,1,0.8800363,1,0.12694302,0,,,,
SofS,c05,chc05_e7,"August 9, 1847",Change brings nothing but heartbreak and sorrow.,0.47377238,0,0.87977374,1,0.1953325,0,,,,
SofS,c01,chc01_e1,"April 30, 1847",It has sent many to their deaths and now it drives us from our home.,0.7020745,1,0.87976146,1,0.13403235,0,,,,
SofS,c02,chc02_e14,"May 19, 1847",I thought of Noah and the great flood he had endured with his wee ark packed tight with all the creatures of the world.,0.7906674,1,0.879685,1,0.11850545,0,,,,
SofS,c02,chc02_e5,"May 8, 1847","But instead of being allowed to settle ourselves, we were held at one end of the ship in a great crush.",0.78014797,1,0.87855995,1,0.118776426,0,,,,
SofS,c03,chc03_e13,"June 17, 1847","A terror went through me for it had no shroud, and I thought of all those we had buried at sea.",0.32656336,0,0.87813634,1,0.21783198,0,0,1,0,1
SofS,c03,chc03_e15,"June 21, 1847","By the time the inspector reached our bedraggled little row, fully one third of the passengers in front of us had been taken aside for transport to the hospital.",0.7050046,1,0.87764645,1,0.13981378,0,,,,
SofS,c05,chc05_e9,"August 11, 1847","I reflected on that too and reminded her that I had not fallen ill on the ship or afterward, even when I visited the sheds against her wishes.",0.65902644,1,0.87739766,1,0.16508767,0,,,,
SofS,c03,chc03_e15,"June 21, 1847","We spent two days wishing for the doctor to come and inspect us, and all the while I was impatient to get off the ship.",0.7718762,1,0.87687397,1,0.12502047,0,,,,
SofS,c03,chc03_e14,"June 18, 1847","Because we have had the fever on board, those who are unwell will be sent to a hospital on the island called Grosse Isle, which lies just off Quebec.",0.79510933,1,0.87619495,1,0.11870843,0,0,1,0,1
SofS,c03,chc03_e16,"June 22, 1847","He had thought that once the ill were removed from the ship, the rest of us would be free to go ashore.",0.81578296,1,0.8755188,1,0.10971432,0,,,,
SofS,c01,chc01_e1,"April 30, 1847","When we leave, all the sadness and misery around us will vanish.",0.73572403,1,0.8746794,1,0.13204794,0,,,,
SofS,c02,chc02_e14,"May 19, 1847","After a long time of being tossed about and shrieked at by the wind, I heard a crash, like a shelf full of crockery smashing onto a flagstone floor.",0.30007595,0,0.8731749,1,0.2351178,0,,,,
SofS,c05,chc05_e16,"August 21, 1847","If I leave Montreal, how will I ever find out about Michael and my uncle?",0.7216912,1,0.8705963,1,0.15714364,0,,,,
SofS,c04,chc04_e9,"July 16, 1847",I wish we were still back home or at least that we had found a place to stay in England.,0.9334584,1,0.86995375,1,0.075773135,0,0,1,0,1
SofS,c01,chc01_e1,"April 30, 1847","I wonder what he would think if he were still here, for Da says that this great trouble we are in is tearing our people apart.",0.7864926,1,0.8698701,1,0.12601765,0,,,,
SofS,c05,chc05_e19,"August 25, 1847","He was silent, then after a moment he said that leaving home did not turn out to be the salvation his ma dreamed of.",0.59302545,1,0.86863256,1,0.18012097,0,,,,
SofS,c05,chc05_e1,"August 1, 1847","She said that Irish children play in dung heaps and that the Irish are to be seen everywhere in the country with barely the clothes to cover their modesty, when moderate labour would easily procure them what they need.",0.46839035,0,0.8684012,1,0.19542177,0,,,,
SofS,c02,chc02_e10,"May 13, 1847",I hate ships as much as I hate steamers.,0.556759,1,0.86832345,1,0.18819539,0,0,1,0,1
SofS,c03,chc03_e14,"June 18, 1847","For my part, I cannot wait to get off this ship.",0.58542484,1,0.8666966,1,0.19986556,0,0,1,0,1
SofS,c04,chc04_e1,"July 3, 1847","But when we set down on Grosse Isle and the first mate denied him permission to visit Kerry in the hospital, Connor tried to break free again.",0.80070174,1,0.86600345,1,0.12903285,0,,,,
SofS,c03,chc03_e13,"June 17, 1847","I was on deck again admiring the billowy clouds above, the rich green of the fields and forests, and the deep blue of the water when I had a terrible fright.",0.7413128,1,0.8658307,1,0.119791314,0,1,0,0,1
SofS,c03,chc03_e7,"June 11, 1847","Da organized a few men to catch some of the soft rainwater to drink, as the ship’s water smells and tastes foul.",0.44672942,0,0.86548036,1,0.20707728,0,,,,
SofS,c02,chc02_e3,"May 6, 1847",Ma held Patrick close and sang softly to him when she wasn’t fretting about how we would manage if the whole journey was as miserable.,0.7904292,1,0.86442506,1,0.14375228,0,,,,
SofS,c02,chc02_e14,"May 19, 1847",The hold grew so rank with sick and foul air that someone — I do not know who — proposed to break open the hatch to get some air.,0.43019077,0,0.86434907,1,0.20879236,0,,,,
SofS,c03,chc03_e17,"June 23, 1847",Some say that there are two dozen ships and more waiting for medical inspection and to send their ill ashore.,0.6218772,1,0.8633286,1,0.17451045,0,,,,
SofS,c02,chc02_e3,"May 6, 1847",The weather coming across to England was foul.,0.67945373,1,0.8608505,1,0.1498983,0,,,,
SofS,c02,chc02_e5,"May 8, 1847",She says that if it collapses — and she seems certain it will — at least we will not be crushed.,0.72102785,1,0.8607645,1,0.14982386,0,,,,
SofS,c04,chc04_e11,"July 18, 1847","But, if anything, the news was worse: Connor did not know if his brother had died on Grosse Isle or if he had survived.",0.5815374,1,0.85942674,1,0.19025542,0,,,,
SofS,c09,chc09_e11,"December 13, 1847","She gently explained that I would have to wait until spring for the St. Lawrence to reopen before I would be able to travel by boat, and said she knew how hard it would be to wait, but that meanwhile I would be such a great help to her.",0.8486989,1,0.8575268,1,0.11776893,0,,,,
SofS,c02,chc02_e14,"May 19, 1847","Over the wailing of passengers and the wind, I heard Da call for help.",0.6355005,1,0.8565277,1,0.17677145,0,,,,
SofS,c02,chc02_e3,"May 6, 1847",Da says we were lucky to be on deck where people could be sick over the side of the vessel.,0.79492813,1,0.8561723,1,0.13350402,0,,,,
SofS,c02,chc02_e4,"May 7, 1847","From a distance, the stone piers and docks of Liverpool looked quite majestic, but close up they are crowded with people and ships, and the air is filled with shouts and cries, clatters and bangs.",0.7848565,1,0.85600895,1,0.11786176,0,,,,
SofS,c02,chc02_e5,"May 8, 1847","Our new home, as Da calls it, consists of one berth, which is only a grand name for a bit of plank, like a shelf, set into the side of the ship.",0.877634,1,0.8544835,1,0.110155955,0,,,,
SofS,c05,chc05_e18,"August 23, 1847",“Why have you now decided to accept?” I felt I had no choice then but to explain why I had been torn between going with her and staying in Montreal.,0.6216137,1,0.85203946,1,0.19802208,0,,,,
SofS,c03,chc03_e21,"June 28, 1847","Then one cried out in dismay, “She’s a lad, not a lass.” Still Connor punched and kicked until finally one of the mates hit him from behind and he crumpled onto the deck of the ship.",0.39726523,0,0.8515734,1,0.23649563,0,,,,
SofS,c02,chc02_e15,"May 20, 1847","The captain told Da that the storm was as bad as any he has ever seen, and it must be a good omen that no one was lost in it.",0.70579106,1,0.85107356,1,0.14654933,0,,,,
SofS,c03,chc03_e21,"June 28, 1847","“And others who are healthy will fall ill. You will fall ill.” In the end, four of the captain’s men had to hold Connor, who fought like a wild thing to get free, while Kerry was taken from the ship.",0.59190834,1,0.8505332,1,0.19031537,0,,,,
SofS,c04,chc04_e1,"July 3, 1847","When we were finally allowed off the ship three days ago, it was to board a steamer for Montreal, which is said to be two days’ journey upstream.",0.8536951,1,0.8487012,1,0.11613461,0,,,,
SofS,c04,chc04_e5,"July 12, 1847","I was shocked and saddened to see that some lay dead and had not yet been removed from their bedmates who, in all truth, seemed indifferent.",0.4914201,0,0.8468153,1,0.20320392,0,,,,
SofS,c02,chc02_e5,"May 8, 1847",There is hardly any space to walk on the floor (is a floor called a floor in a ship?,0.4455193,0,0.8468058,1,0.24106914,0,,,,
SofS,c03,chc03_e17,"June 23, 1847",They demand to be put ashore.,0.39298943,0,0.84678066,1,0.26110286,0,,,,
SofS,c03,chc03_e15,"June 21, 1847","Da had remarked more than once on the captain’s skill and his concern for his passengers, which, Da said, was not shown by every sea captain.",0.541468,1,0.8464476,1,0.21202941,0,,,,
SofS,c02,chc02_e2,"May 3, 1847",I have never been on a steamer before.,0.65864694,1,0.84436643,1,0.19314484,0,,,,
SofS,c03,chc03_e4,"June 8, 1847","Ma will not relinquish him for even one moment, even though Da offers to take him so that she can rest.",0.49745515,0,0.8442788,1,0.25111294,0,0,0,1,0
SofS,c09,chc09_e9,"December 10, 1847","His right leg is badly damaged, and without his right arm, it is unlikely that he will be able to walk without assistance.",0.16781466,0,0.84277844,1,0.35023192,0,,,,
SofS,c02,chc02_e5,"May 8, 1847","Later I am glad that our names were called early, for the hold where we are to sleep is as gloomy as a November evening.",0.8339514,1,0.84220225,1,0.118209735,0,,,,
SofS,c02,chc02_e22,"May 30, 1847",Two more passengers have been sent to their rest in the sea.,0.38142467,0,0.8414328,1,0.25622916,0,0,1,0,1
SofS,c02,chc02_e5,"May 8, 1847","The ship is large, but still I cannot see how it will fit so many people.",0.8200226,1,0.84014076,1,0.1425673,0,,,,
SofS,c05,chc05_e11,"August 13, 1847",I have heard that people are afraid to hire those from the ships for fear of contagion.,0.4850278,0,0.83858633,1,0.22332367,0,,,,
SofS,c03,chc03_e12,"June 16, 1847",The ship is moving so slowly that a man ashore could surely make faster progress.,0.7278732,1,0.8378631,1,0.15849935,0,0,1,0,1
SofS,c09,chc09_e11,"December 13, 1847","It was only then that I thought of Connor’s brother Kerry, who had been taken off the ship at Grosse Isle.",0.67015123,1,0.83670133,1,0.19114652,0,,,,
SofS,c04,chc04_e1,"July 3, 1847",Never have I seen so many people so ill and so crowded together.,0.17718124,0,0.8365661,1,0.33731678,0,,,,
SofS,c09,chc09_e11,"December 13, 1847",I would stay with her until we were both able to begin our travels — she to her family across the ocean and I to mine inland.,0.90760165,1,0.8359836,1,0.10542629,0,0,0,1,1
SofS,c08,chc08_e1,"November 4, 1847",The water in the little jug in my room is frozen solid when I get out of bed in the morning and the edge of my blanket is covered in ice where my breath freezes on it.,0.3535418,0,0.83574796,1,0.28568614,0,,,,
SofS,c06,chc06_e4,"September 4, 1847",But instead she helped me with my work and asked me if it was true that I had come to Canada because of the famine in Ireland.,0.7953959,1,0.83537394,1,0.15610497,0,,,,
SofS,c02,chc02_e4,"May 7, 1847","Da says that there are steamships that cross the ocean, but they are for rich folk, not for the likes of us.",0.81221807,1,0.8352662,1,0.13640013,0,,,,
SofS,c02,chc02_e14,"May 19, 1847","With the dark came silence from every man, woman and child, and that seemed to encourage the wind, whose howls became battle cries as it first rocked and then shook the vessel.",0.6453756,1,0.83427244,1,0.16968809,0,,,,
SofS,c02,chc02_e2,"May 3, 1847","Last year when things got bad, she had to sell or trade everything we had of value — it was the only way to pay our debts and buy food.",0.750226,1,0.83388233,1,0.16420293,0,,,,
SofS,c02,chc02_e21,"May 28, 1847","The captain read a passage from the Scriptures, and Mr. Tattersall was laid to his rest in the ocean while Mrs. Tattersall wept.",0.552192,1,0.8330372,1,0.22578363,0,,,,
SofS,c04,chc04_e1,"July 3, 1847","It was a crew member who, with one of his mates, was removing a passenger who had died in the night.",0.28903902,0,0.83301145,1,0.30072078,0,,,,
SofS,c02,chc02_e15,"May 20, 1847","Most of it slopped onto the floor, which we scrubbed now as best as our arms and backs would allow.",0.46020332,0,0.83289206,1,0.2259414,0,,,,
SofS,c03,chc03_e7,"June 11, 1847",The weather seems to have caught the mood of the ship.,0.56073964,1,0.83282715,1,0.20467257,0,,,,
SofS,c04,chc04_e5,"July 12, 1847",I promptly lost my way in the bustling city and was forced to stop a gentleman in the street to ask again for directions.,0.49815845,0,0.83196974,1,0.23279276,0,,,,
SofS,c03,chc03_e2,"June 3, 1847","When his body was finally put into the ocean, Mrs. Kelleher rushed to the side of the ship to follow him.",0.6088657,1,0.83132863,1,0.21881557,0,,,,
SofS,c02,chc02_e4,"May 7, 1847",Michael says a steamer would likely run out of coal before it got very far and that we are going very far indeed.,0.79220635,1,0.8303023,1,0.14492953,0,,,,
SofS,c03,chc03_e4,"June 8, 1847",I wish this voyage would end.,0.76555985,1,0.8288365,1,0.16526802,0,0,1,0,1
SofS,c02,chc02_e14,"May 19, 1847",There was no land in sight and no one to come to our rescue.,0.676487,1,0.8270782,1,0.19027467,0,,,,
SofS,c04,chc04_e1,"July 3, 1847",I was blinded by tears and stumbled as he pulled me along like a wagon.,0.273155,0,0.8262372,1,0.33259577,0,,,,
SofS,c03,chc03_e8,"June 12, 1847",Annie Malone in the berth below us shivers under her shawl despite the sweltering heat in the hold.,0.47752053,0,0.8256821,1,0.25586507,0,,,,
SofS,c04,chc04_e11,"July 18, 1847","When I asked if he had had word of Kerry, he grew so sad that I felt sure the little lad must have passed.",0.4252696,0,0.8246594,1,0.28180304,0,,,,
SofS,c03,chc03_e11,"June 15, 1847","We have come far, and the journey has been hard.",0.7714356,1,0.82358146,1,0.138012,0,,,,
SofS,c01,chc01_e1,"April 30, 1847","Even in spite of this, Ma is sad to leave.",0.55684197,1,0.82080877,1,0.25522506,0,,,,
SofS,c08,chc08_e8,"November 21, 1847","Nearing said that he was lucky to be alive, although he confided to Mrs. Lyons and me that his arm is very bad and that he might lose it.",0.5802434,1,0.8201734,1,0.2315323,0,,,,
SofS,c03,chc03_e2,"June 3, 1847","“At least we have food on the ship, however poor it is,” he said.",0.78084046,1,0.81945574,1,0.16527143,0,,,,
SofS,c04,chc04_e12,"July 19, 1847",And how I wish this country was not so big.,0.6787872,1,0.8185383,1,0.21993339,0,,,,
SofS,c05,chc05_e5,"August 7, 1847","I know that a girl alone in the world, as I am, needs respectable employment, which they will never obtain if they have a reputation for making trouble or for bad character.",0.34244132,0,0.818387,1,0.29611206,0,,,,
SofS,c03,chc03_e7,"June 11, 1847","So soft and fluffy they were, and so delicious with a little milk and a pinch of salt — my heart aches for home when times were good.",0.65720683,1,0.8180258,1,0.20710215,0,,,,
SofS,c02,chc02_e14,"May 19, 1847",At long last the storm abated.,0.40593886,0,0.817355,1,0.24975027,0,,,,
SofS,c09,chc09_e11,"December 13, 1847",Kerry had died the day we departed by steamer to Montreal.,0.83736575,1,0.81721306,1,0.15204808,0,,,,
SofS,c07,chc07_e10,"October 17, 1847","I wish my quilt was finished, for a deep chill has settled on us all and I could use the extra cover at night.",0.851716,1,0.81517136,1,0.14461821,0,,,,
SofS,c04,chc04_e16,"July 25, 1847","For my part, I cannot believe that one household can consume so much food!",0.20195068,0,0.81496346,1,0.38770497,0,,,,
SofS,c07,chc07_e12,"October 21, 1847","In spring, when the ice breaks up, the logs are floated to sawmills or to ports to be loaded onto ships.",0.74114853,1,0.81372356,1,0.16427076,0,,,,
SofS,c04,chc04_e20,"July 30, 1847",The newspaper sounds as if it is written by an Englishman!,0.63034356,1,0.81318384,1,0.23127523,0,,,,
SofS,c04,chc04_e5,"July 12, 1847",I soon discovered that they had come to gawk and to chatter idly about my poor countrymen.,0.63691175,1,0.8130495,1,0.19431435,0,,,,
SofS,c01,chc01_e1,"April 30, 1847","He says that Canada is a big country and that, anyway, many Irish leave Canada to go to America, which is bigger than Ireland.",0.8914337,1,0.8127772,1,0.12923862,0,,,,
SofS,c06,chc06_e5,"September 6, 1847","When Lucy begs to be picked up or to ride him as if he were a pony, he obliges no matter how tired he is.",0.21458916,0,0.81133693,1,0.38016334,0,,,,
SofS,c01,chc01_e1,"April 30, 1847",He says that the Irish in America are scattered like the stars across the sky and that any one of them will be hard to find.,0.7816384,1,0.8108698,1,0.15808885,0,,,,
SofS,c04,chc04_e8,"July 15, 1847","I slipped away to the sheds again, feeling emboldened by my success the past two times.",0.56800056,1,0.8095288,1,0.22528888,0,,,,
SofS,c04,chc04_e12,"July 19, 1847","I begged Sister Marie-France to let me go after Michael, but the journey is long and difficult for a boy, never mind for a girl travelling alone.",0.5080372,1,0.80716914,1,0.27211717,0,,,,
SofS,c09,chc09_e1,"December 1, 1847","His leg has been broken in many places, and his arm so badly crushed that it became infected and the doctor had had no choice but to amputate it.",0.10424378,0,0.8070642,1,0.42075282,0,,,,
SofS,c05,chc05_e7,"August 9, 1847","How I wish we were back home, well-fed and happy, among our friends.",0.88933504,1,0.8068936,1,0.13307017,0,,,,
SofS,c04,chc04_e1,"July 3, 1847",No sooner had we set foot on land than Da collapsed.,0.75334716,1,0.8062218,1,0.17825533,0,,,,
SofS,c01,chc01_e1,"April 30, 1847","She says, if anything happens, what will become of us without friends and neighbours close by?",0.563934,1,0.8056556,1,0.24134445,0,,,,
SofS,c02,chc02_e3,"May 6, 1847",Steamer is not such a fine word after all.,0.47396678,0,0.80511105,1,0.2856253,0,,,,
SofS,c04,chc04_e7,"July 14, 1847","When I finally found a harried-looking man and explained what had happened, he sighed loudly and declared that things would surely be different when the new sheds at Windmill Point were ready.",0.86838716,1,0.80233073,1,0.14173818,0,,,,
SofS,c04,chc04_e6,"July 13, 1847","Michael managed to post a letter, but still has heard nothing and says that he does not expect word for some time, as this is a large country and the distances are great.",0.73890954,1,0.8010183,1,0.1951562,0,,,,
SofS,c07,chc07_e13,"October 23, 1847","Nor of my da, buried somewhere in Montreal without a marker on his grave.",0.4531652,0,0.8004089,1,0.29644755,0,,,,
SofS,c05,chc05_e11,"August 13, 1847",But I am beginning to think that things are a misery for the least fortunate no matter where they may find themselves.,0.35799098,0,0.8001563,1,0.28395808,0,,,,
SofS,c02,chc02_e17,"May 22, 1847","This morning as I made my way above deck to cook the breakfast, I heard Mrs. Tattersall whisper to Ma that Mr. Tattersall is feeling poorly.",0.57190835,1,0.7989042,1,0.24735974,0,,,,
SofS,c02,chc02_e13,"May 16, 1847","“If that is so, then why are the landlords and the merchants not charged for stealing the bounty of Ireland and selling it abroad while the people of Ireland starve to death?” he demanded.",0.29608893,0,0.7986288,1,0.29718068,0,,,,
SofS,c06,chc06_e8,"September 15, 1847","And when, despite my best intentions, I cried for fear that I would never see him again, she hugged me even more tightly.",0.37844512,0,0.7982718,1,0.33407557,0,,,,
SofS,c04,chc04_e1,"July 3, 1847","Connor, dressed now in boys’ clothes, was grateful for what the captain had done, and thanked him before he left the ship.",0.7945648,1,0.7972409,1,0.17839502,0,,,,
