book_name,chapter_id_x,entry_id_x,date_x,sentence,Positive_score,Negative_score,Neutral_score,chapter_id_y,entry_id_y,date_y,positive,negative,neutral,immigration,positiveness_rank,negativeness_rank
SofS,c01,chc01_e1,"April 30, 1847",I am not afraid.,0.056151531433056484,0.1297737817194569,0.9828144202006024,,,,,,,,997.0,927.0
SofS,c01,chc01_e1,"April 30, 1847",Leaving is like being granted three wishes all at once.,0.35569711815415433,0.06220863599457564,0.9990031298017722,,,,,,,,331.0,1254.0
SofS,c01,chc01_e1,"April 30, 1847","When we leave, all the sadness and misery around us will vanish.",0.6173431393147752,0.8503838623712613,0.05130175402577896,,,,,,,,161.0,179.0
SofS,c01,chc01_e1,"April 30, 1847","When we leave, we will go to a place where people eat meat and drink milk every day.",0.09672040240717622,0.12706097546500086,0.9920261811653992,,,,,,,,768.0,939.0
SofS,c01,chc01_e1,"April 30, 1847","When we leave, it will bring the day closer when I will be with Anna again and once more hear Da tease us by calling us AnnaJohanna all in one breath, as if we were one person.",0.9395159951424442,0.3496443674748304,0.0324812896493429,,,,,,,,33.0,505.0
SofS,c01,chc01_e1,"April 30, 1847",I close my ears when Da tells me that I must not get my hopes up.,0.018271032400762832,0.051283739496577996,0.8449178432599933,,,,,,,,1536.0,1352.0
SofS,c01,chc01_e1,"April 30, 1847","He says that Canada is a big country and that, anyway, many Irish leave Canada to go to America, which is bigger than Ireland.",0.9609533077822873,0.9978551646881639,1.279599351004593e-05,,,,,,,,18.0,5.0
SofS,c01,chc01_e1,"April 30, 1847",He says that the Irish in America are scattered like the stars across the sky and that any one of them will be hard to find.,0.6393904769674048,0.9945209427832442,6.77431328909993e-05,,,,,,,,153.0,13.0
SofS,c01,chc01_e1,"April 30, 1847",But how many Anna Riordans can there be?,0.13534322822576714,0.08068558656430415,0.9908459057917582,,,,,,,,651.0,1131.0
SofS,c01,chc01_e1,"April 30, 1847",I know I will find her.,0.23605198395751897,0.0541118778120385,0.937595280024059,,,,,,,,448.0,1327.0
SofS,c02,chc02_e1,"May 1, 1847",I heard Ma crying in the night when everyone else was asleep.,0.011535702270716833,0.08742577722526085,0.9895493584353905,,,,,,,,1712.0,1097.0
SofS,c02,chc02_e1,"May 1, 1847","She says she would rather go to England, where she is sure a fine carpenter like Da will find work.",0.8802180388862626,0.07063962692017342,0.39041317990825253,,,,,,,,67.0,1191.0
SofS,c02,chc02_e1,"May 1, 1847",But Da says things are hard for Irish there and that Canada is a better place.,0.9436234348787014,0.9633876388194886,0.00011046643410131445,,,,,,,,31.0,78.0
SofS,c02,chc02_e1,"May 1, 1847",He says it is full of promise.,0.1715860375403532,0.0196668160527932,0.9511972938760461,,,,,,,,553.0,1767.0
SofS,c02,chc02_e1,"May 1, 1847",He tries to soothe Ma by reading Uncle Liam’s old letters aloud again.,0.0070607256456624605,0.5102788447560564,0.8630140626335457,,,,,,,,1876.0,386.0
SofS,c02,chc02_e1,"May 1, 1847",Uncle Liam writes that he dines like a king on wheat bread with butter made from the milk of his own cows and on eggs from the chickens he keeps.,0.0060940560377745435,0.8411951660562267,0.07217804755907758,,,,,,,,1934.0,187.0
SofS,c02,chc02_e1,"May 1, 1847",He eats beef and pork.,6.065485564257828e-05,0.010208277522033437,0.9999997001820153,,,,,,,,2321.0,1962.0
SofS,c02,chc02_e1,"May 1, 1847",He makes meat sausage in the autumn that he says smells glorious as it sizzles over the fire.,0.0008371055294425136,0.3269904257292487,0.9998215527636247,,,,,,,,2269.0,539.0
SofS,c02,chc02_e1,"May 1, 1847","Just thinking about sizzling sausage makes my mouth water, even though I have never eaten it.",0.002302257439622172,0.018683853799042995,0.9996769019491621,,,,,,,,2156.0,1784.0
SofS,c02,chc02_e1,"May 1, 1847",Sizzling is such a fine word.,0.1627809542099056,0.018962127926655758,0.9705327082012919,,,,,,,,581.0,1779.0
SofS,c02,chc02_e1,"May 1, 1847",I think that anything that sizzles must taste delicious.,0.0036649336577199874,0.001778971757250496,0.999930137982168,,,,,,,,2067.0,2255.0
SofS,c02,chc02_e1,"May 1, 1847",Ma frets that Da has received no letter from Liam in nearly a year.,0.2678110441604634,0.05958929564781134,0.8658385543323187,,,,,,,,414.0,1281.0
SofS,c02,chc02_e1,"May 1, 1847",She says something may have happened to him.,0.005622715564526574,0.011208672659744439,0.9995249762125769,,,,,,,,1958.0,1941.0
SofS,c02,chc02_e1,"May 1, 1847",But Da refuses to worry.,0.006782469550132002,0.04498320193733379,0.8449187267862249,,,,,,,,1893.0,1418.0
SofS,c02,chc02_e1,"May 1, 1847",He says his brother is probably busy with his animals and his crops.,0.04455392741323731,0.22855815311735625,0.8783976862550957,,,,,,,,1106.0,665.0
SofS,c02,chc02_e1,"May 1, 1847",Perhaps he has even married and has a baby to attend to.,0.3524993380910457,0.3996994748655115,0.8779435395069844,,,,,,,,335.0,467.0
SofS,c02,chc02_e1,"May 1, 1847","No matter, he says.",0.025769524614032473,0.004569442156230057,0.9992217153904447,,,,,,,,1360.0,2148.0
SofS,c02,chc02_e1,"May 1, 1847",A man who has his own land is a man who is always easily found.,0.8444157358230636,0.07984716457312208,0.9273456212412644,,,,,,,,80.0,1138.0
SofS,c02,chc02_e2,"May 3, 1847",I am crouched behind a rock at the side of the road.,0.007662705816135986,0.2313170778290732,0.9995756928279126,,,,,,,,1838.0,662.0
SofS,c02,chc02_e2,"May 3, 1847",I do not want Ma to see me.,0.007383686281762928,0.04552138008790767,0.8934367673626206,,,,,,,,1855.0,1410.0
SofS,c02,chc02_e2,"May 3, 1847","Last year when things got bad, she had to sell or trade everything we had of value — it was the only way to pay our debts and buy food.",0.05492884615284897,0.9049758710826927,0.02543603433578352,,,,,,,,1008.0,136.0
SofS,c02,chc02_e2,"May 3, 1847","One by one her precious little store of books left her by her own da, my dear grandda, vanished — all save this little one that I am writing in.",0.1911355268534206,0.05699656208578503,0.981023153388597,,,,,,,,517.0,1300.0
SofS,c02,chc02_e2,"May 3, 1847","I hid it, thinking it worthless to anyone, for many of the pages are used and others are tattered.",0.009873530159597261,0.17793150431743665,0.33364331638871514,,,,,,,,1766.0,788.0
SofS,c02,chc02_e2,"May 3, 1847","But if Ma saw me with it, she might become angry.",0.02132083945385183,0.11027467081042522,0.9881082671988923,,,,,,,,1464.0,997.0
SofS,c02,chc02_e2,"May 3, 1847","My feet are sore, my legs ache and my stomach growls like a wild beast.",0.0016862911347625133,0.028451822997161775,0.999428782979898,,,,,,,,2207.0,1607.0
SofS,c02,chc02_e2,"May 3, 1847",We walked all day yesterday and the day before and have eaten most of the little store of food we brought with us.,0.7787091043924455,0.1633309433478895,0.43289928445251974,,,,,,,,107.0,819.0
SofS,c02,chc02_e2,"May 3, 1847",Da tries to keep our spirits up.,0.06483191597202995,0.04161393056555029,0.9552377690605268,,,,,,,,935.0,1450.0
SofS,c02,chc02_e2,"May 3, 1847","He says we are better off than some, and this is true.",0.11025008621638854,0.08083697892269688,0.9497517877233844,,,,,,,,714.0,1129.0
SofS,c02,chc02_e2,"May 3, 1847",We passed many wretched-looking people who have nothing at all to eat.,0.1356327401016149,0.6143439674470964,0.7825117143861737,,,,,,,,649.0,315.0
SofS,c02,chc02_e2,"May 3, 1847",One woman wept as she knelt over a man who had collapsed at the side of the road.,0.02210524421547783,0.40085233955446686,0.9635601575765504,,,,,,,,1440.0,465.0
SofS,c02,chc02_e2,"May 3, 1847","Some we passed looked like wraiths risen from their shrouds, so hollow were their eyes and so sharply did their bones show through their grey skin.",0.06761690429716466,0.2647981872795911,0.8567224469345873,,,,,,,,914.0,612.0
SofS,c02,chc02_e2,"May 3, 1847",And such tales we have heard!,0.15857665356722186,0.15733163151117682,0.7692671879983739,,,,,,,,593.0,840.0
SofS,c02,chc02_e2,"May 3, 1847",Fifty folk are said to be dying each day in one county.,0.08029712101343763,0.28267602506963513,0.9795431322737901,,,,,,,,835.0,594.0
SofS,c02,chc02_e2,"May 3, 1847","One man swears he has seen coffins with trap doors in the bottom, which allow the coffin maker to sell and use the same coffin over and over.",0.012969637102940372,0.14576365974840483,0.9999080856153592,,,,,,,,1673.0,874.0
SofS,c02,chc02_e2,"May 3, 1847",Another tells of two families who died from eating the diseased carcass of a horse.,0.003328512775576918,0.9914241111922821,0.07408578757490195,,,,,,,,2083.0,22.0
SofS,c02,chc02_e2,"May 3, 1847",Da tells us not to listen.,0.060757558449098595,0.03248951353312685,0.8778659913680118,,,,,,,,967.0,1560.0
SofS,c02,chc02_e2,"May 3, 1847","He says that if we keep going, we will be on the steamer for Liverpool the day after tomorrow and on our way across the ocean soon after that.",0.9227356895910691,0.9887816711147971,0.0204604134500472,,,,,,,,45.0,31.0
SofS,c02,chc02_e2,"May 3, 1847",I have never been on a steamer before.,0.6440822132381806,0.9368879385101914,0.4549446445265797,,,,,,,,151.0,111.0
SofS,c02,chc02_e2,"May 3, 1847",Steamer is another fine word.,0.20612709376309166,0.2960540378435014,0.9950790669365099,,,,,,,,489.0,582.0
SofS,c02,chc02_e2,"May 3, 1847",It makes me think of the little cloud of steam that rises when you break open a potato hot from the fire.,0.06194188269459262,0.36056747301406894,0.7669646403695493,,,,,,,,960.0,500.0
SofS,c02,chc02_e2,"May 3, 1847","I wish I had a potato now, with a little salt and a little milk.",0.11504622247287412,0.10052343573108287,0.9967598268418278,,,,,,,,701.0,1046.0
SofS,c02,chc02_e2,"May 3, 1847",Some days I think that all I do is wish.,0.0582812144181761,0.14695430703425186,0.9996096235718512,,,,,,,,984.0,868.0
SofS,c02,chc02_e3,"May 6, 1847",We left Ireland yesterday and have reached Liverpool at last.,0.9814120701390252,0.9775838224484258,0.00041498076369427634,,,,,,,,12.0,54.0
SofS,c02,chc02_e3,"May 6, 1847",Steamer is not such a fine word after all.,0.24859299379953523,0.7699088116047893,0.8982037353333233,,,,,,,,436.0,229.0
SofS,c02,chc02_e3,"May 6, 1847",I will be happy if I never have to set foot on another steamer again.,0.9278513016277483,0.9982458304789527,0.008464965266206829,,,,,,,,42.0,3.0
SofS,c02,chc02_e3,"May 6, 1847",The weather coming across to England was foul.,0.4972923719307036,0.9108739709467564,0.027336517009747263,,,,,,,,231.0,132.0
SofS,c02,chc02_e3,"May 6, 1847",Da says we were lucky to be on deck where people could be sick over the side of the vessel.,0.9375758600240448,0.994481162397201,7.826419194647676e-05,,,,,,,,35.0,14.0
SofS,c02,chc02_e3,"May 6, 1847","In the hold, they had to use buckets or the floor.",0.007928545671848414,0.21020861430442864,0.998756970562709,,,,,,,,1826.0,712.0
SofS,c02,chc02_e3,"May 6, 1847",But I did not feel lucky.,0.007133246421646731,0.17127632580979552,0.9952693974967565,,,,,,,,1872.0,803.0
SofS,c02,chc02_e3,"May 6, 1847","The wind whipped us the whole way across, and the rain, when it came, drove into my skin like needles of ice.",0.2191041789843498,0.44844970120981564,0.6232716485775756,,,,,,,,473.0,426.0
SofS,c02,chc02_e3,"May 6, 1847",Ma held Patrick close and sang softly to him when she wasn’t fretting about how we would manage if the whole journey was as miserable.,0.9338106979552134,0.9910289461552096,0.0022032693553971894,,,,,,,,41.0,23.0
SofS,c02,chc02_e3,"May 6, 1847",Da tried to tease her out of her mood.,0.0013644120695004923,0.009122401573422987,0.9996286487284265,,,,,,,,2227.0,1993.0
SofS,c02,chc02_e3,"May 6, 1847",He told her to try for a change to imagine the best instead of the worst.,0.03269912525734754,0.04651696195606706,0.9833375365766093,,,,,,,,1242.0,1400.0
SofS,c02,chc02_e3,"May 6, 1847",But Ma is not like Da.,0.04073831089147528,0.03287167976276895,0.9934687587644648,,,,,,,,1148.0,1550.0
SofS,c02,chc02_e3,"May 6, 1847",Ma worries all the time.,0.14770107400443472,0.11110339930558698,0.9577763683123461,,,,,,,,620.0,990.0
SofS,c02,chc02_e4,"May 7, 1847","From a distance, the stone piers and docks of Liverpool looked quite majestic, but close up they are crowded with people and ships, and the air is filled with shouts and cries, clatters and bangs.",0.7879608046813488,0.6853183406587153,0.9619518309337296,,,,,,,,104.0,274.0
SofS,c02,chc02_e4,"May 7, 1847","You cannot walk more than two paces without being crashed into or having some beggar’s hand thrust out before you and a plea made, often by some poor soul from home.",0.04966242920328407,0.2964539271953592,0.7420017043491052,,,,,,,,1055.0,579.0
SofS,c02,chc02_e4,"May 7, 1847",The ships in the water jostle each other as roughly as the people on land do.,0.8935021311425837,0.8709976815062819,0.02702454395117456,,,,,,,,56.0,160.0
SofS,c02,chc02_e4,"May 7, 1847",They are not steamers.,0.014935060547126091,0.780655861333736,0.9998168667557789,,,,,,,,1617.0,224.0
SofS,c02,chc02_e4,"May 7, 1847",They are sailing ships.,0.13891651748645892,0.19907085557650975,0.997061325247618,,,,,,,,642.0,736.0
SofS,c02,chc02_e4,"May 7, 1847",Michael says a steamer would likely run out of coal before it got very far and that we are going very far indeed.,0.4412259884574044,0.8450063901752711,0.03748969661911807,,,,,,,,267.0,183.0
SofS,c02,chc02_e4,"May 7, 1847","Da says that there are steamships that cross the ocean, but they are for rich folk, not for the likes of us.",0.8820889085538312,0.8663483251257673,0.0006080188748325341,,,,,,,,65.0,166.0
SofS,c02,chc02_e4,"May 7, 1847",We are to board our ship tomorrow.,0.7574289277484436,0.3482446468424243,0.9514674857654326,,,,,,,,115.0,507.0
SofS,c02,chc02_e4,"May 7, 1847",Da says this makes us among the fortunate.,0.30301744320061874,0.0406694801003866,0.8538249425205151,,,,,,,,377.0,1456.0
SofS,c02,chc02_e4,"May 7, 1847",Some folk arrived in Liverpool a week or more ago and had to spend every penny they had on lodging and food until the ship was ready to sail.,0.959424166516041,0.9958317470905949,5.64036548619106e-05,,,,,,,,19.0,10.0
SofS,c02,chc02_e4,"May 7, 1847",I feel sorry for Da.,0.007170461456879136,0.008718062419672842,0.9968228896224626,,,,,,,,1869.0,2007.0
SofS,c02,chc02_e4,"May 7, 1847","He tries to keep our spirits up, but Ma smothers his efforts and calls him a dreamer.",0.03484803047763104,0.24569533700507468,0.9879738303154767,,,,,,,,1209.0,634.0
SofS,c02,chc02_e4,"May 7, 1847",I remember when she used to say this fondly.,0.2433919149813396,0.11600258157336306,0.24333249963833278,,,,,,,,443.0,973.0
SofS,c02,chc02_e4,"May 7, 1847",There is no fondness in her words now.,0.0769704910762626,0.10551197342572811,0.9938546839440134,,,,,,,,858.0,1027.0
SofS,c02,chc02_e5,"May 8, 1847","As we waited to board, I heard someone say that there will be more than three hundred passengers.",0.985492907338051,0.9895036366833664,0.001233957008018418,,,,,,,,8.0,30.0
SofS,c02,chc02_e5,"May 8, 1847","The ship is large, but still I cannot see how it will fit so many people.",0.9793458131554768,0.969548570874851,0.0020830541550709678,,,,,,,,13.0,72.0
SofS,c02,chc02_e5,"May 8, 1847",We had to wait for such a long time before boarding that my legs got weary from standing.,0.9029236661158304,0.9925241419004924,0.0009599311658962107,,,,,,,,51.0,19.0
SofS,c02,chc02_e5,"May 8, 1847",I sat on the ground and nearly had the life crushed out of me by a great horse of a girl.,0.18953205277236415,0.327124080709436,0.9772303752798963,,,,,,,,524.0,538.0
SofS,c02,chc02_e5,"May 8, 1847","She was as heavy as a cartload of potatoes when she fell on me, and I know I will be bruised all over.",0.07525340865116194,0.15031772715018235,0.6699667976556198,,,,,,,,867.0,857.0
SofS,c02,chc02_e5,"May 8, 1847",She picked herself up as if she had tripped over a rock and started off again without so much as asking if I was hurt.,0.020769308702071464,0.18574569519982542,0.9174770638925387,,,,,,,,1474.0,766.0
SofS,c02,chc02_e5,"May 8, 1847","“Excuse me, I’m sure,” I said in a loud voice, but she did not take the hint.",0.014223023579045273,0.08070059812072251,0.9871422604815796,,,,,,,,1635.0,1130.0
SofS,c02,chc02_e5,"May 8, 1847","Instead, she looked down at me in annoyance and said, “You could have done me an injury sitting in the road like that.” She meant it, too!",0.02175628596081718,0.17682443284363888,0.36735476968124575,,,,,,,,1454.0,791.0
SofS,c02,chc02_e5,"May 8, 1847",She is the rudest and least handsome girl I ever saw.,0.002982268389542585,0.0157102116198419,0.9994696456535084,,,,,,,,2103.0,1842.0
SofS,c02,chc02_e5,"May 8, 1847",I was hot and tired and hungry by the time we filed on board.,0.2657020459258362,0.8095865395206399,0.024559533489484125,,,,,,,,416.0,208.0
SofS,c02,chc02_e5,"May 8, 1847","But instead of being allowed to settle ourselves, we were held at one end of the ship in a great crush.",0.6502714011390041,0.978849860401394,0.05174688911524248,,,,,,,,147.0,48.0
SofS,c02,chc02_e5,"May 8, 1847",Sailors went down below with long poles that had great spikes at the end.,0.14008923756335273,0.13384102968191128,0.9465621999021169,,,,,,,,638.0,909.0
SofS,c02,chc02_e5,"May 8, 1847","“They are searching for stowaways,” Michael whispered.",0.06432980484550549,0.0796389441932499,0.9765939154700191,,,,,,,,942.0,1140.0
SofS,c02,chc02_e5,"May 8, 1847","But they must not have found any for they returned empty-handed, and roll call began.",0.037260740084180476,0.17504164230239921,0.984475435158193,,,,,,,,1189.0,796.0
SofS,c02,chc02_e5,"May 8, 1847","When the name Leary was called, Da stepped forward with our tickets, and we were permitted to go below.",0.6724332580445663,0.22559847739666472,0.3132429174220514,,,,,,,,139.0,676.0
SofS,c02,chc02_e5,"May 8, 1847","Later I am glad that our names were called early, for the hold where we are to sleep is as gloomy as a November evening.",0.7478241949682102,0.8435829501461473,0.16155487871121277,,,,,,,,116.0,184.0
SofS,c02,chc02_e5,"May 8, 1847","But because we were among the first to go below, we were able to choose a place close to one of the hatches.",0.3513553788330715,0.15240911804800705,0.9718615698996232,,,,,,,,336.0,851.0
SofS,c02,chc02_e5,"May 8, 1847",Ma keeps looking up at the grey patch of sky above.,0.48705290239389726,0.2961008280943256,0.15183572821314723,,,,,,,,239.0,581.0
SofS,c02,chc02_e5,"May 8, 1847","She doesn’t say anything, but I think she is nervous.",0.004338769666444507,0.001834966039497955,0.9997930690469256,,,,,,,,2026.0,2253.0
SofS,c02,chc02_e5,"May 8, 1847","The hold seemed large enough when we came down, but it filled quickly.",0.16389146060218002,0.19606975924771006,0.9077441840045292,,,,,,,,574.0,745.0
SofS,c02,chc02_e5,"May 8, 1847",There is hardly any space to walk on the floor (is a floor called a floor in a ship?,0.2912109931266253,0.961588953397799,0.004759693411191506,,,,,,,,387.0,80.0
SofS,c02,chc02_e5,"May 8, 1847","), and the ceiling is so low that the taller men can barely stand upright.",0.059986468389845934,0.26617005685022566,0.9986483168939266,,,,,,,,972.0,611.0
SofS,c02,chc02_e5,"May 8, 1847","Our new home, as Da calls it, consists of one berth, which is only a grand name for a bit of plank, like a shelf, set into the side of the ship.",0.9771823723952271,0.9803283262509802,0.0005743841920950218,,,,,,,,17.0,45.0
SofS,c02,chc02_e5,"May 8, 1847",The berths are three high and are so close together that you can’t even sit up once you’ve slithered in.,0.1598292429073171,0.40381293813778224,0.9896575431465203,,,,,,,,589.0,464.0
SofS,c02,chc02_e5,"May 8, 1847",I wonder how Anna’s family managed.,0.08435631369678899,0.4628319906598345,0.6074611625315687,,,,,,,,820.0,418.0
SofS,c02,chc02_e5,"May 8, 1847","They are seven and have no babies like Patrick, who takes up little space.",0.06447135328679734,0.11502921660245925,0.9999382706868231,,,,,,,,940.0,976.0
SofS,c02,chc02_e5,"May 8, 1847",Perhaps they were allowed two berths.,0.14293294507939067,0.5936089687651508,0.9655792748476941,,,,,,,,633.0,331.0
SofS,c02,chc02_e5,"May 8, 1847",Perhaps Anna got to share with her two sisters and they giggled their way across the ocean.,0.5649621122904952,0.8631540607723245,0.09175273030472338,,,,,,,,186.0,171.0
SofS,c02,chc02_e5,"May 8, 1847",Ma insisted on a topmost berth.,0.1439617152032641,0.4903352904500127,0.5921968039723741,,,,,,,,628.0,396.0
SofS,c02,chc02_e5,"May 8, 1847",She says that if it collapses — and she seems certain it will — at least we will not be crushed.,0.37470630524193643,0.9505701850984861,0.03666433711485641,,,,,,,,314.0,99.0
SofS,c02,chc02_e5,"May 8, 1847","Michael counted fifty-two berths altogether, in two rows.",0.2953653444240055,0.2645722578072375,0.8856026508205861,,,,,,,,383.0,613.0
SofS,c02,chc02_e5,"May 8, 1847",Each has five or six people in it.,0.04907404684081954,0.06435819294342573,0.9999695176192174,,,,,,,,1059.0,1244.0
SofS,c02,chc02_e5,"May 8, 1847","Between the rows there is a narrow aisle for bundles, boxes and chests.",0.00013474873242141398,0.00012347410888545883,0.9999999995348232,,,,,,,,2314.0,2323.0
SofS,c02,chc02_e5,"May 8, 1847",Ma says we are stacked and stored like peat.,0.36597056012149054,0.36684813560716145,0.41422207270838857,,,,,,,,323.0,493.0
SofS,c02,chc02_e5,"May 8, 1847",Da says we are as snug as a family of wee swallows in their nest.,0.4324519761166011,0.34623975439362903,0.024699427036530303,,,,,,,,273.0,511.0
SofS,c02,chc02_e5,"May 8, 1847",The berths to one side of us are taken by the family of the rude girl who nearly trampled me ashore.,0.23472636075844142,0.9603022470399645,0.32620137597566085,,,,,,,,449.0,82.0
SofS,c02,chc02_e5,"May 8, 1847","She is in the top berth, like me.",0.19189490085384134,0.015316067054757484,0.988074677597666,,,,,,,,516.0,1854.0
SofS,c02,chc02_e5,"May 8, 1847",My feet will point at her head the whole way to Canada.,0.9352613979571219,0.6544731279553136,0.01565526975984831,,,,,,,,39.0,294.0
SofS,c02,chc02_e5,"May 8, 1847",I will pretend to dance on it until it aches.,0.10563314390923818,0.05519477297762943,0.9817968520904351,,,,,,,,728.0,1320.0
SofS,c02,chc02_e6,"May 9, 1847","Before we sailed, the captain ordered all the married men above deck.",0.671721843531011,0.3955807957465871,0.5411827338926952,,,,,,,,140.0,469.0
SofS,c02,chc02_e6,"May 9, 1847",Da said they were told to form a committee and that he was elected head of it.,0.006036233056333256,0.011276325984081955,0.9442514706624074,,,,,,,,1935.0,1940.0
SofS,c02,chc02_e6,"May 9, 1847","The committee’s job is to keep watch during the night to make sure there are no irregularities, to alert the captain if anyone falls ill, and to secure the hatches if there is a storm.",0.002008919045125285,0.28839332578622057,0.9494418931364798,,,,,,,,2181.0,590.0
SofS,c02,chc02_e6,"May 9, 1847",Ma looked frightened when he mentioned the word storm .,0.17658045828386573,0.5324065638970361,0.22291924339478725,,,,,,,,545.0,368.0
SofS,c02,chc02_e6,"May 9, 1847",I asked what irregularities the committee is to watch for.,0.0014367753876400474,0.3632229596263619,0.9245277684954412,,,,,,,,2220.0,497.0
SofS,c02,chc02_e6,"May 9, 1847","Da said, with a wink, that it must make sure all the young men and young women are where they are supposed to be and not where they should not be.",0.13117115779442176,0.05024329037579116,0.9788906378059378,,,,,,,,658.0,1358.0
SofS,c02,chc02_e6,"May 9, 1847",Ma told him to hush.,0.19840070215503788,0.23976584462508344,0.7115433151974297,,,,,,,,502.0,643.0
SofS,c02,chc02_e6,"May 9, 1847",Da also said that we must air our bedding and dry-scrub our berths twice a week.,0.35485012756117595,0.9629329748835704,0.0010633215947041413,,,,,,,,333.0,79.0
SofS,c02,chc02_e6,"May 9, 1847",No one is allowed to smoke or light a fire below deck.,0.026431174203219287,0.9464121435843892,0.946140931326881,,,,,,,,1343.0,101.0
SofS,c02,chc02_e6,"May 9, 1847","Finally, he said that we would receive one week’s rations at a time and that each family must take turns sending someone above to cook meals.",0.16347480751139992,0.8428511616040452,0.6446054580231916,,,,,,,,576.0,186.0
SofS,c02,chc02_e6,"May 9, 1847",The rations are mostly oatmeal.,0.004706844517672386,0.009084130956459087,0.9998797600051335,,,,,,,,2005.0,1995.0
SofS,c02,chc02_e6,"May 9, 1847",On some days we will get ship’s biscuit.,0.6543102991884742,0.7864306483500784,0.3603995634359808,,,,,,,,145.0,223.0
SofS,c02,chc02_e6,"May 9, 1847",Da does not know what the biscuit tastes like.,0.0019189485596714684,0.031786360546323444,0.999748325280004,,,,,,,,2191.0,1573.0
SofS,c02,chc02_e6,"May 9, 1847",There are two fireplaces on the deck for cooking.,0.0016155504635211966,0.001768476637954865,0.9999939062603238,,,,,,,,2209.0,2257.0
SofS,c02,chc02_e6,"May 9, 1847",I climbed the ladder to peek at them.,0.006847097899394622,0.01340334847402862,0.9999674555904311,,,,,,,,1890.0,1902.0
SofS,c02,chc02_e6,"May 9, 1847","They are big wooden boxes lined with bricks, and they have metal grates set on them.",0.01709687537603953,0.009993642356161748,0.9999950420799849,,,,,,,,1564.0,1972.0
SofS,c02,chc02_e6,"May 9, 1847","Da says they will be lit at seven every morning, if the weather is fine enough, and put out at sunset.",0.4083624902933051,0.03218178910251374,0.5859270278504598,,,,,,,,288.0,1565.0
SofS,c02,chc02_e6,"May 9, 1847",I do not know what we are supposed to do when the weather is not fine.,0.23212815330567493,0.8688206267641828,0.8655534175524867,,,,,,,,452.0,163.0
SofS,c02,chc02_e6,"May 9, 1847",Some of the older boys were asked to keep the deck clean and the cistern filled with water.,0.002595428200239306,0.07845062302545136,0.9999933744324512,,,,,,,,2136.0,1149.0
SofS,c02,chc02_e6,"May 9, 1847",Michael raised his hand to volunteer.,0.02621090458642535,0.0046061865657809975,0.9321243930975242,,,,,,,,1347.0,2145.0
