chapter_id,date,sentence
12,June 1816,Some were even forced to empty their pockets and had to allow their clothes to be searched.
15,September 1816,"We had a party for Robbie today and all his friends from the settlement came, as did the Indian boys."
05,November 1815,James came up behind me.
09,March 1816,He and James spend much time together and James is becoming familiar with their language.
10,April 1816,"“We are friends, Isobel, yes?” she asked."
05,November 1815,"I pointed to her moccasins and then counted on my fingers to the number 3, and then showed her the necklace."
14,August 1816,Would it still be Wishes To Be A Lady or something else altogether?
13,July 1816,"I could, of course, wear one of Mother’s dresses that I have made over for myself, but they are delicate and would last only a matter of days in this difficult and rough environment."
01,July 1815,"“Hard, backbreaking work."
07,January 1816,"Then the flap of the tent can be pulled back and I can sit by the fire, so my hands are warm enough and the ink does not freeze!"
12,June 1816,She nodded.
05,November 1815,See how the whole thing is held together by strips of buffalo hide and wooden pegs?
05,November 1815,Alice made sure that James noticed what a good cook she was.
05,November 1815,It seems to me that they must be very clever animals or they would not notice such things.
10,April 1816,"Simple, and I begin to fear that he is right — and yet our fate seems to be in Semple’s hands.” It appeared to me that Father had gone from not telling us enough, to telling us too much."
10,April 1816,And then you were happy.
05,November 1815,"It is heartbreaking news that we must spend an entire winter away, and that it will only be in the spring that we can return, to begin our new lives here at The Forks."
12,June 1816,"Did I not say so?” As we came close to the shore Kate exclaimed, “William!"
03,September 1815,"Then there are the mosquitoes that seem to arrive in huge clouds, especially in the shady areas as we paddle beneath the trees, and at dusk before we land for the night."
02,August 1815,"Would not a good, kind and loving God want a mother to stay with her children?"
01,July 1815,And she cared little about leaving things behind.
02,August 1815,I have organized games for the children to keep them busy when we are not studying.
07,January 1816,The day had dawned bright and clear.
01,July 1815,"What a magnificent sight it was, seeing the huge beasts break through the water and then crash back in again, tails slamming the surface, sending waves and spray every which way."
10,April 1816,Father says that the Indians have a culture that is very old.
09,March 1816,"It was as if our hut were really a cocoon because it was so quiet we could barely hear, but at last it was apparent that there were definite sounds of scraping."
03,September 1815,Around twenty Indian men all dressed in their finest buckskins arrived at the Post this morning.
11,May 1816,"But now White Loon has taken over the cooking and only needs me to help with the cleaning, which gives me time to spend with Robbie."
10,April 1816,She had said something horrible about Father — that he was marrying a savage.
15,September 1816,"Unfortunately everyone’s clothes are in tatters, and although White Loon has done some good trading and has managed to get us some excellent skins, Father still needed to go to the Company store for material."
10,April 1816,He worries that Governor Semple will not listen to Colin Robertson and that we might be in danger.
03,September 1815,"There are small black flies, which find any little piece of skin that is not covered, and bite, causing a sharp pain."
09,March 1816,"Fire Owl and Jumps are older — closer to the age of White Loon, but Small Beaver seems to be close to James’s age."
01,July 1815,And now it was coming true.
03,September 1815,"It rises, apparently, from here on, so we are going upstream, and today was our first taste of what that means."
10,April 1816,She reminds me how much I liked White Loon until this happened.
18,December 1816,But they say we will meet again and I look forward to seeing my other Indian friends in The Forks again.
03,September 1815,This pipe was passed around and they each took a puff.
10,April 1816,Father looked firmly at Robbie.
06,December 1815,It appears that all of the settlers who go will be working as some sort of serf or slave to the Indians in order to share in their hunt and to be fed.
16,October 1816,"First they sew up the breaks with spruce thread, as the Indians showed them."
09,March 1816,This she made into a soft paste.
03,September 1815,"Father and the other elders had no idea this trip would be so difficult, and I hear quite a lot of complaining at night around the campfire."
08,February 1816,Kate has taken to tormenting me.
07,January 1816,"I must tell you, dear diary, something changed today."
05,November 1815,"We made hot tea by the fire, and our guides cooked some rabbit and birds, which they had managed to shoot with bow and arrow."
01,July 1815,James felt he’d done his duty and went in search of Robbie.
03,September 1815,"They go for hours at a time without a break, in a feat of endurance I would not have credited had I not seen it with my own eyes."
01,July 1815,"“It will be a hard life at first,” she warned me."
05,November 1815,"“I already traded Mother’s scarf for warm trousers and a blanket for Robbie,” I said."
11,May 1816,The colour of the leaves was a striking young green.
09,March 1816,Still it would not budge.
10,April 1816,Her mother has been very kind and tells me not to be so hard on Father.
02,August 1815,"We will be taken by men called Métis, and still others called Cree Indians."
03,September 1815,"The packs, or pieces as they call them, are massive and heavy and I marvel at the strength needed to carry them."
10,April 1816,"We speak in a mixture of English and Cree, but naturally I cannot write the Cree down here so I will write it all as if it were in English."
05,November 1815,But at least now I sit by a fire and my hands are warm enough to hold my pen.
12,June 1816,"“No,” she said firmly, holding onto me."
05,November 1815,"The shaman, who is their medicine man and their spiritual leader — rather like our elder, I suppose — chose the site."
12,June 1816,This seemed to enrage their leader even more and he quickly ordered his men to start examining our things.
16,October 1816,Thousands and thousands of fish have been caught.
11,May 1816,We moved into our own cabin a week ago and have been so busy that I simply go to sleep at night before I can pick up my pen.
11,May 1816,It is true she has not abused her position.
03,September 1815,We must carry heavy loads up and over huge craggy rocks.
12,June 1816,The man who brings this news is a Hudson’s Bay man called John Pritchard who survived the massacre.
06,December 1815,I made mittens for Robbie from a rabbit James managed to shoot with his bow and arrow.
17,November 1816,And we are back to our theatrical.
14,August 1816,"At any rate we made an effort to be friendly, and they responded right away."
17,November 1816,I vowed to write only short passages and see how I have blathered on.
04,October 1815,"But we must leave tomorrow, to begin our journey south, down Lake Winnipeg."
02,August 1815,Father put his head in his hands.
12,June 1816,I think the men have gone.
09,March 1816,"I pray for James and, of course, for White Loon’s brothers."
05,November 1815,"Our first night spent here at The Forks, or Colony Gardens as the first group of settlers call it, was happy enough."
02,August 1815,"They need the pemmican they make from the buffalo to feed their brigades, which go deep into the interior of the land."
13,July 1816,Father and the other men often meet and talk after camp is set up about what to do once we get to Jack River.
10,April 1816,"“Then they will choose not to be,” he answered."
05,November 1815,And me with a hole in my boot.
12,June 1816,At this point it looks likely that we will be returning to Scotland.
12,June 1816,"She had no skills at making friends since her father had kept her separated from people all these years, and she must have tried to ingratiate herself with me in the only way she knew how — in a way that would not hurt her pride."
02,August 1815,Later tonight we are to celebrate the end result of those romances I wrote of earlier.
04,October 1815,We have arrived at Jack River Post.
09,March 1816,Father’s face fell.
10,April 1816,I struck Kate.
12,June 1816,Colin Robertson still believes that we settlers should be moved into Fort Douglas for our own protection.
11,May 1816,As we walked the prairie seemed to explode in colour around us.
12,June 1816,"Finally, after what felt like hours, as the sky began to darken White Loon said, “We must go to the Fort."
11,May 1816,"There is a rough road, or track really, connecting all the farms to the Fort."
17,November 1816,"Alice, unfortunately, has decided that Kate is dissembling in order to find favour with James, and has begun to hate her."
07,January 1816,The band seemed to decide it was time for some fun.
12,June 1816,He says he escaped from the Métis camp at Portage la Prairie.
15,September 1816,"Then we hurried after Bends Fingers to their encampment, which is through a beautiful stand of tall pine trees and low bushes."
15,September 1816,Everything that we must buy from the store puts us further into debt with the Company.
02,August 1815,The bars have been removed so wood can be burned instead.
10,April 1816,"And Mr. Robertson wants to send Duncan Cameron and the correspondence that proves he is out to harm us back to England, for trial."
16,October 1816,I have been trying to think how we can keep occupied on these long nights.
10,April 1816,"“But how could you be my friend,” I blurted out, “when you are taking my father away?” She looked at me for a long time and then took my hand."
18,December 1816,It is a strange thing.
03,September 1815,The younger boys teased me mercilessly.
10,April 1816,"The Indians also attended, bringing fresh meat."
12,June 1816,Later Sheriff McDonell met with Cuthbert Grant and told him that if we wait for the officials from Qu’Appelle they will get credit for the victory over the Hudson’s Bay Company.
05,November 1815,"I assumed that I would see none of the hunt, but in fact I will be able to witness almost all of it."
05,November 1815,It was chaos as news was exchanged.
05,November 1815,Suddenly we heard pounding and thudding and the ground shook beneath our feet.
10,April 1816,After it was over we ate and Jasper McKay played at the pipes.
05,November 1815,"But if they do not pray to our God, to whom do these savages pray?"
05,November 1815,Bagpipes were played and people danced.
10,April 1816,"He says he learned much about it when we were living so close to them, especially when he went hunting with the Indian men."
10,April 1816,“Then I will not be your mother.” She smiled.
03,September 1815,I intend to ask Father if we couldn’t dress Robbie in the animal skins we see the Indians wear.
04,October 1815,"A young fellow, Jim Dickson, had baked a maple sugar cake to present to his parents."
12,June 1816,And then they encouraged the Métis to see themselves as a separate nation and told them that their entire way of life was about to be destroyed by our settlement.
12,June 1816,"She lies by me now, sleeping at my feet as I write, exhausted by her tears."
05,November 1815,"He sits quietly as I read, but I do not think he is listening or paying any attention."
05,November 1815,"“Two of our trunks are going on those carts,” he said."
15,September 1816,Big news!
14,August 1816,"After all, those Métis who do not work for one of the trading companies live from the buffalo, and how can they hunt buffalo if the land is cultivated and the buffalo are driven away?"
05,November 1815,The young men cut down more trees and bushes.
02,August 1815,"The children loved it, and it certainly kept my mind off my feelings of discomfort."
11,May 1816,If I were her I would be furious with me.
13,July 1816,We are almost there.
05,November 1815,So I continue: When we awoke the next morning it was to a terrible sight.
12,June 1816,We did not know what fate would befall us at their hands and I had to force myself to try to stay calm.
05,November 1815,It  take me a few days of writing to tell everything that happened.
02,August 1815,"She said that she was going to a better place where she would dance with the angels until Father came to claim her, and that we too must carry on to our better place."
14,August 1816,"They are trying to understand what has gone wrong with all our plans, and I listen closely."
03,September 1815,Now that we are walking the girl never leaves my side.
11,May 1816,Spring!
04,October 1815,"We are still in tents, as there is no room for all of us in the buildings, but tonight we are eating fresh fish, and tomorrow we can wash our clothes!"
02,August 1815,I sit in front of the fire as everyone sleeps (still here at York Factory) in order to impart this most terrible news.
18,December 1816,I try not to be depressed by our prospects but it isn’t easy.
02,August 1815,We are held fast by the ice.
04,October 1815,Heaven.
07,January 1816,I should have sat quietly in the tipi sewing or mending.
02,August 1815,They dress in deerskins and wear bright red sashes around their waists.
08,February 1816,"The tips of buffalo horns are rounded off to make little smooth stones and the young boys roll the stones down the slope, scoring points when they drop into the different holes."
03,September 1815,"He put the knife against a willow tree and peeled some bark off, then handed it to me."
14,August 1816,"It was a good thing because otherwise we would have been filled with gloom, thinking how we have come to such a pass."
15,September 1816,White Loon works all day.
13,July 1816,"It was the same for the other settlers, so almost all of the women and children are wearing clothes that have practically turned into shreds."
09,March 1816,"But the storm came on so quickly it soon became apparent they would never reach camp by nightfall, or rather the storm would reach them before they reached camp."
07,January 1816,This took them over two days of backbreaking work.
09,March 1816,Evening James is alive!
05,November 1815,Robbie pulled my attention away from her at that moment.
02,August 1815,Our room has a grate made for burning coal.
03,September 1815,There is one bright spot.
05,November 1815,"The day after Robbie’s near disaster, the sun shone bright and the snow glittered and sparkled with such glory it seemed we had woken to a magical land."
12,June 1816,Perhaps she herself was torn about his allegiance.
05,November 1815,"“Don’t faint, Little Princess,” Kate called to me."
04,October 1815,"Shrubs and pines give way to majestic old trees: oak, elm, poplar and maple."
12,June 1816,She had obviously heard something.
13,July 1816,Terrible thunderstorms today.
07,January 1816,When we arrived at our first camping ground nearer the buffalo herds we set up a small tent that Father had bought before we left.
11,May 1816,She is as friendly as ever and does not seem to resent me for my ungracious behaviour.
18,December 1816,"I saw Father shed a tear — in fact, there was not a dry eye to be seen."
06,December 1815,Secretly I wonder if she is not right.
09,March 1816,We must hope that they will dig us out.” It was a horrible wait.
03,September 1815,"He was chased all the way to the river that evening after we had camped, and his only escape was to dive beneath the icy water."
05,November 1815,"“In the spring I shall collect the most beautiful stones from the riverbed here, and make you an even nicer necklace for your thirteenth birthday."
11,May 1816,Tomorrow we start our trip back to The Forks.
13,July 1816,"Everywhere wild flowers are in bloom — blues and bright yellows surround brilliant orange-coloured tiger lilies, and all are set off by the unusual bright orange moss growing on the rocks."
01,July 1815,"We imagined owning our own land, giving you children a better life."
09,March 1816,It is called snow blindness and is not a lasting affliction.
05,November 1815,She took it and gave me the skins and the sinew.
10,April 1816,Her mother and Alice stood with her.
14,August 1816,We have been in the New Land for one year.
17,November 1816,"When she is occupied with something that she is good at, her mood lightens, she smiles and rarely utters a cross or nasty word."
09,March 1816,"I awoke this morning to an eerie silence, the likes of which I have never experienced."
03,September 1815,"All day today the Indians made signs with their hands as if they were snakes, and grinned when they saw me."
02,August 1815,"After the settlers left, the Nor’Westers burnt down everything that had been built there, and even drove off the animals.” This is surely a disaster."
05,November 1815,"Never have I felt so worn out, not even after our terrible walk."
04,October 1815,"It has been nothing but 
portages
 and walking, crying children, and men and women with sore feet and backs."
02,August 1815,"“Remember even before we left Scotland, the Nor’Westers tried to discourage us from coming here?"
02,August 1815,"Passageways that are narrow, and even colder, connect the rooms to each other."
14,August 1816,We found some wonderful patches.
11,May 1816,But the black flies are particularly bad.
01,July 1815,"“You need not convince me, William,” she said."
03,September 1815,"She is like the pesky bugs, hovering about me constantly!"
01,July 1815,She was so excited as we packed.
07,January 1816,"She takes every opportunity to speak with me and to learn our language, and she encourages me to do the same."
02,August 1815,It is on another river — the Hayes River — that also flows into Hudson Bay.
09,March 1816,I plan to wait until we return to Pembina before I write again.
12,June 1816,"When we reached the Fort the first person I saw was Father, waiting by the gates."
12,June 1816,But his manner seemed kind and I was very happy that Kate should find him.
03,September 1815,"She is travelling with her father, her mother long dead."
09,March 1816,We all ran to the door and peered out.
05,November 1815,"Into it they put the heart and lungs of the deer, the shredded fat from the different organs, oatmeal, and a bowl of blood that they harvested from the carcass."
06,December 1815,James and I made the foot into a talisman and put it on a cord for Father.
02,August 1815,But I will try to write what is important to me and hope that will suffice.
05,November 1815,Everyone seemed to talk at once.
07,January 1816,I whooped and screamed with everyone else and then delved into the battle as fiercely as if it were a war.
08,February 1816,“Is that the behaviour of a lady?” she squeals.
09,March 1816,"He had a large bag and he smiled when he saw me and said, “Oatmeal.” I was glad to see that he was regaining his sense of humour — oatmeal, was, after all, the only thing we had to eat besides what the men could hunt, but he held it up as if it were gold."
07,January 1816,Now I am not sure.
02,August 1815,"The ship is navigating through ice fields and the boat lurches from one mountain of ice to the next, the sailors pushing it with their long poles and every once in a while the bottom of the boat making a dreadful sound as it hits the solid ice below."
13,July 1816,We make slow progress.
12,June 1816,We set off and were delighted to discover that one net was filled with fish.
17,November 1816,"Kate’s personality seems to undergo a change at these times, just as it did when her brother was here."
02,August 1815,"There is a hectic hustle and bustle everywhere, as the Hudson’s Bay Company employees stack the animal pelts so they can be loaded onto the schooner, which will take them to the 
Prince of Wales
 for its return voyage."
18,December 1816,"Only a couple of pages left so I cannot give details, but Kate was magnificent."
09,March 1816,Finally we thought we heard something.
09,March 1816,"Outside, you cannot see your hand in front of your face."
05,November 1815,Clouds scurried across a pale blue sky.
10,April 1816,Sometimes I see her talking to Father during the day as the chores are done.
08,February 1816,I could not imagine who would be out making such noise in the middle of the night.
10,April 1816,Apparently Duncan Cameron and the other Nor’ Westers — after Colin Robertson captured them at Fort Gibraltar — were transported to Fort Douglas.
10,April 1816,"“I will be your friend, as always."
12,June 1816,"Father says the two men had a huge fight and Mr. Robertson has decided to leave, saying he cannot stay in the same place as Governor Semple."
07,January 1816,This was certainly not the behaviour of a lady.
12,June 1816,"But then the other man shouted, “Why did you destroy our Fort, you damned rascal?” The two men drew near to each other, the Governor on foot, the other man on his horse."
15,September 1816,The women and girls began to throw the rice and husks into the air.
12,June 1816,He hurried us into the main room where all the settlers were crammed together.
02,August 1815,"I taught them to play it using Robbie the first time: He stands with eyes closed, and hands behind his back."
05,November 1815,"Robbie and I were the fortunate ones, our belongings being on the Red River carts travelling behind us with those on foot."
05,November 1815,At least when I write in these pages it is a chance for me to practise my penmanship and my writing skills.
12,June 1816,"Kate saw me, ran to me, grabbed me and began to sob and sob."
12,June 1816,The Governor is dead.
11,May 1816,"Father says that the Nor’Westers dressed like Indians in war paint, and stole all the furs in the trader’s shipment."
09,March 1816,She babbles on and on about James being foolhardy enough to go out with savages.
12,June 1816,Kate seems inconsolable.
17,November 1816,"In the meantime, as writer and director of the theatrical I must mediate between them, and often find myself caught between my brother, Kate and Alice."
17,November 1816,We will present our theatrical on Hogmanay.
16,October 1816,"Often he goes and eats at the Indian camp with his friends, where he is much happier eating freshly killed meat."
05,November 1815,“How old is he?” she asked me.
10,April 1816,She and her father have moved into a different hut.
13,July 1816,"The first order of business, he says, is to build little cabins for the winter, as we certainly do not want to spend it in tents."
02,August 1815,We are entering Hudson Bay.
03,September 1815,"She has a brother already in the New World, although she says little about him."
08,February 1816,"I am now known among the women as the fiercest, most dangerous player of all the settlers, including Kate, who tried to keep up with me but was unable to."
12,June 1816,We wonder if we should not go live in the Fort.
01,July 1815,“One day we will own our own land.
05,November 1815,I scraped away the flesh as best I could.
01,July 1815,"He lifted the sleeve of one dress, dropped it and then finally spoke."
05,November 1815,“Would he not want you to be with him?” Kate looked down quickly and it was the first time I had ever noticed that she seemed unsure of herself.
07,January 1816,Instead I am nothing more than a servant to savages.
03,September 1815,But last night I was unable to quell my anger.
06,December 1815,And for James I have mended every one of his shirts.
02,August 1815,One of the last ones to ascend grabbed me in a very unceremonious way and pushed me up the ladder.
02,August 1815,And what a joy it was not to be circumscribed by the limits of the ship.
05,November 1815,I certainly admired them.
03,September 1815,"Although we settlers are so many, we were all included in the festivities."
05,November 1815,I cannot participate in Alice’s interest in young men.
05,November 1815,"After all, the only young men here are poor and unlearned."
18,December 1816,"Robbie has been very ill, but White Loon has nursed him back to health using Indian remedies."
05,November 1815,We arrived today at The Forks!
03,September 1815,"I worry about Robbie, who is small and has never had a strong constitution, unlike James and me."
03,September 1815,"Now, to get a gun an Indian would need to produce at least twelve good quality beaver skins."
11,May 1816,"Father says this land is perfect for farming, and the settlers who left for Upper Canada had already begun clearing it."
02,August 1815,I hope I have time in between my work to do a little reading.
17,November 1816,The fishing is over.
13,July 1816,They call it their Rupert’s Land rock collection.
12,June 1816,“Who is in charge here?” Sheriff McDonell stepped forward.
10,April 1816,Be a good hardworking daughter.
05,November 1815,"Finally in  of last year they arrived at The Forks, where they built Fort Douglas."
01,July 1815,Then classes will be held regularly from 11 until 2 daily.
12,June 1816,Father continued.
10,April 1816,"And your father is too young to be without a wife.” Then I realized that I have been thinking only of myself, not of Father at all."
01,July 1815,"It  be your children who will see the easy life, not you at all."
02,August 1815,I felt quite giddy — until I realized that most of the sailors had all climbed back up the ladder.
09,March 1816,What a sight!
05,November 1815,I thanked him and he smiled that foxy smile of his.
16,October 1816,We have all decided that we shall try to tell the story of our last year using humour and song.
09,March 1816,After a few days passed we took it out and pounded it with stone hammers.
05,November 1815,"Robbie was among them, but I was deemed too old and so I was forced to part with him, which made me very anxious, until at the last minute I managed to squeeze onto the boat beside him."
12,June 1816,Later I learned the watchman from the Fort had seen them coming.
01,July 1815,"I wanted to keep him talking, hoping that it would help his grief."
10,April 1816,I still cannot seem to accept this.
05,November 1815,I went to her hut to watch her make haggis.
09,March 1816,"A fresh load of buffalo was dragged into camp by the men after another successful hunt a few weeks ago, and there has been no time to write since then."
05,November 1815,“I also traded for these.” He was wearing a pair of moccasins like the Indians’.
01,July 1815,"They are a fur trading company, and already a rival fur trading company — The North West Company — has been sending men to discourage us from sailing."
16,October 1816,"I am fortunate that I like fish, but Robbie cannot bear even the smell of it."
12,June 1816,"Yes,” he replied, “safe here with me.” He hurried us toward the large building where everyone was gathered."
10,April 1816,"It is true the snow is no longer white, rather a pale grey, but there was a definite smell and feel of spring."
12,June 1816,"“You are my daughter, sister."
10,April 1816,"“No,” she said, softly, “I give him back to you.” I stared at her."
12,June 1816,"If it is here anywhere we must hope they do not find it.” We unpacked the boats, then pitched our tent in a small clearing near the river, after which we lugged our trunks and belongings to the tent."
07,January 1816,"I always try to bear myself with dignity, however, so as not to let them see that my pride is injured."
01,July 1815,"Today I spent some time sewing, altering some of Mother’s dresses so they would fit me."
09,March 1816,Father and White Loon gave me a beautiful Indian necklace.
09,March 1816,"“Father, White Loon says a storm is brewing and James has gone out hunting with her brothers.” Father’s face fell and he looked at White Loon as if she could make the bad weather disappear."
05,November 1815,"The boys would help Father in the fields and I would help Mother, cleaning, mending and, of course, cooking the large meals that the men needed to sustain them as they worked."
12,June 1816,"Even when her father died she did not mention him, but perhaps she was afraid to remind us that her brother was a Nor’Wester after they had murdered so many of our people."
09,March 1816,We all stirred at about the same time.
12,June 1816,But Kate will write you and let you know where we are.” William grasped Father’s hand in his and shook it warmly.
12,June 1816,"We’ve been so worried!” “We were by the river,” I said."
12,June 1816,"I comforted her as best I could, surprised by this display of grief by a girl who had never expressed anything but scorn and contempt for all things, and whom I rarely saw say a word to her father or vice versa."
10,April 1816,"He said that it is not their fault that they are ignorant of the teachings of the Bible, and just as I am educating White Loon, so would others be educated."
12,June 1816,Chief Peguis and his men have brought some of the bodies of those massacred back to the fort to be buried.
01,July 1815,"“What then, Father?” I urged him, even though I could have recited the story myself almost word for word."
05,November 1815,It must have been one of those days when I was unable to write.
02,August 1815,"It seems no matter what I say, she implies that I am putting on airs, even if it is just to say hello or good morning."
03,September 1815,"Dear Diary, After two days of travel, the first thing I must write about are the bugs."
10,April 1816,I am at such a loss I cannot put another word down.
11,May 1816,"This was held together with a paste made of clay, water and straw."
16,October 1816,Then they heat the gum from the spruce tree and pour that into the cracks in the canoe.
11,May 1816,It was as if the entire world around us was in a frenzy of excitement crying Spring!
11,May 1816,He’s so excited he can barely contain himself.
05,November 1815,But then I couldn’t help but consider that perhaps he had got lost in the white snow and couldn’t find his way back.
05,November 1815,He shall be fine.
05,November 1815,"I know what he said is not true, Mother, but I am trying to take your place as best I can."
05,November 1815,As night fell the shaman conducted a ceremony in his tent.
05,November 1815,"Finally, we had the good fortune to run into the boat party of Governor Semple, who had gone on ahead of us."
11,May 1816,The men believe we settlers should stay with him at the Fort until the danger has passed.
12,June 1816,"Father rails against it, saying we have the big gun, they do not and we are in a Fort that cannot easily be breached."
05,November 1815,"She looked sad then, as if I had hurt her feelings."
02,August 1815,I am exhausted.
10,April 1816,What should I say?
05,November 1815,"“Robbie wants one too, and I think he should have one before long."
10,April 1816,Are Indians only savages because they do not accept the Bible?
16,October 1816,Father can say what he likes — Robbie is far too stubborn to listen.
08,February 1816,Robbie was very proud of me.
05,November 1815,"They wintered there, but that was when a fellow called Duncan Cameron of the North West Company convinced many of the settlers to leave for Upper Canada."
15,September 1816,Kate and I are going out in a boat with Bends Fingers to help harvest wild rice.
12,June 1816,"Grant wants the credit, so he’s allowing us to leave."
10,April 1816,And she began to cry.
17,November 1816,I am running out of pages in this diary.
11,May 1816,I will not be able to write again until we arrive.
07,January 1816,"I did not know exactly where I was going, but I was determined not to let the others grab the balls off my stick."
02,August 1815,Kate has begun to keep a close eye on the burgeoning romances that seem to be developing between the single men and women on the boat.
05,November 1815,"They returned in  and began to rebuild what the Nor’Westers burned, but winter has overtaken both them and us.” I cannot yet believe it even though I am reporting it in these pages."
12,June 1816,Their sails were quickly lowered and they put to shore.
12,June 1816,I can write only a few words.
02,August 1815,I couldn’t help but worry that he might cut himself on one of the sharp edges.
08,February 1816,I simply try to put thoughts of Mother and her teachings aside.
03,September 1815,We cook over an open fire.
05,November 1815,"The huts were built today, using round unfinished wood and filling in the cracks with clay."
10,April 1816,“I thought we were …” I answered.
09,March 1816,Evening Still nothing and the storm rages on unabated.
07,January 1816,White Loon’s family encouraged us to set up beside them.
03,September 1815,The same Indian then showed me how to rub mud on our skin to ease the pain of the bites and to prevent new ones.
11,May 1816,"I thought you liked White Loon.” “I did until I found out she was after Father,” I replied."
02,August 1815,"I realize this is a bit of a muddle, this diary writing, but I have never before written in a diary and it must take me a little while to become accustomed to the proper form and to decide what is important to include."
10,April 1816,Finally we will be able to build our own little house and truly begin our lives in the New Land.
11,May 1816,We have been staying at Fort Douglas in a tent ever since we arrived back at The Forks.
13,July 1816,"On the way south, last fall, we faced the difficulties with more courage because we were so full of hope and excitement for the future."
03,September 1815,I was quite defenceless.
14,August 1816,First it seems that there is a ceremony within days of the child being born.
02,August 1815,"I forgot to mention that the leader of our own party of settlers, Governor Semple, has travelled with us to York Factory."
05,November 1815,It is sap from the maple tree and is quite wonderful.
11,May 1816,Father is planting oats and wheat.
01,July 1815,Other than that it was all practicality.
08,February 1816,Robbie has become an expert at a sliding game.
05,November 1815,“I traded for this.” And with a flourish he brought out a bow and arrow.
09,March 1816,I have wrapped him up and fed him oatmeal and hot tea.
09,March 1816,They are his only hope.
05,November 1815,Apparently there is not enough food for us to spend the winter here.
11,May 1816,"Now Governor Semple 
has
 to listen to Colin Robertson about the threat posed by the North West Company."
12,June 1816,"We ate pemmican that night, and stayed the entire next day."
12,June 1816,"It even seemed to me that perhaps White Loon was to be thanked, not censured."
12,June 1816,It seemed a pleasant proposal so I agreed.
05,November 1815,"Finally when everything was in and stitched up, the stomach was suspended high above the flames of the open fire."
12,June 1816,A young man turned around at the sound of her voice.
05,November 1815,"My mother almost died from it and my little sister too, but we were lucky, we were the lucky ones."
05,November 1815,"She had a nice face, round with black eyes and a big smile."
15,September 1816,A letter has arrived from Colin Robertson today saying that Lord Selkirk will make sure that we are able to return to The Forks.
05,November 1815,"Now that Kate is living in the same hut as us, it is my responsibility to make sure that she does her share of household chores."
05,November 1815,"In order to cheer up the older children, some of whom were without their parents, I led them in song around the campfire."
12,June 1816,But there was more gunfire and then his voice fell silent.
12,June 1816,Robbie finds this all very exciting and wants to go and fight.
12,June 1816,“I have just now learned of my father’s death.
10,April 1816,"If she is such a savage, why is she so nice?"
05,November 1815,Some of our party were already staying in storage sheds.
05,November 1815,"But he’s ten, I reminded myself, not a child."
18,December 1816,Robbie and his friends have built a snow fort and they meet there daily.
11,May 1816,If the fireplace is deemed to be built correctly we can move into our new cabin within days.
07,January 1816,James made me a beautiful little necklace that he whittled from wood and tied on a piece of sinew.
02,August 1815,"“And nor shall we be, Father.” “Don’t worry, Father,” Robbie chirped."
05,November 1815,He thought I had done very well and I promised that by the morning the whole family would have moccasins.
07,January 1816,The stick was around 3 feet long and curved at one end.
02,August 1815,This evening Father came into the room with a grim look on his face.
11,May 1816,But let me tell you a little of that trip back to our new home.
15,September 1816,"But it was so beautiful to drift out into the water in a canoe, passing through the tall grass, the warm sun streaming down."
05,November 1815,"I could write no more last night, still feeling exhausted and weak."
09,March 1816,I suspect it was only her manner that reassured him — perhaps she said something about her brothers and how they have survived worse than this.
