chapter_id,date,sentence
c04,"July 3, 1847",All I could think about was Ma dying alone in that terrible place.
c08,"November 4, 1847","Lucy ran to her, crying, and wrapped her arms around her mother’s legs, sobbing
 that Papa would be angry when he saw his watch chain."
c09,"December 1, 1847","It was only then that I thought of Connor’s brother Kerry, who had been taken off the ship at Grosse Isle."
c05,"August 1, 1847",Is that why he moved?
c05,"August 1, 1847","I looked again, thinking I must have misplaced it."
c07,"October 2, 1847","I miss them both, especially Patrick’s merry gurgles, which never failed to bring a smile to Ma’s face."
c07,"October 2, 1847",After Christmas the logging company will take them on again to transport the logs over the road to the edge of a river.
c02,"May 1, 1847",I went above with Ma to cook oatmeal cakes.
c08,"November 4, 1847","She will not let me take Lucy outside, saying I am needed to mind my chores."
c05,"August 1, 1847",Fanny sometimes walked with me and Lucy.
c07,"October 2, 1847",Mr. Hall spoke at last in a gentle voice and asked me if I wanted him to read the letter to me.
c04,"July 3, 1847","I am writing this in Montreal, and my heart still aches with a greater sadness than I have ever known."
c03,"June 1, 1847",He says her heart is broken because of Patrick.
c03,"June 1, 1847","Daniel, who is only three, buries his head in Connor’s chest every time Kerry growls like a bear."
c05,"August 1, 1847",“Why have you now decided to accept?” I felt I had no choice then but to explain why I had been torn between going with her and staying in Montreal.
c02,"May 1, 1847",What if it were overwhelmed by waves?
c07,"October 2, 1847","He told her that she must be strong, if only for Lucy, who is as quiet as can be and as pale as her mother."
c09,"December 1, 1847","But it is Mrs. Lyons who is to leave, not me."
c02,"May 1, 1847",The captain came again with his medicine.
c09,"December 1, 1847",I could not do that.
c09,"December 1, 1847","After Lucy lay down for her nap, Mrs. Hall called me to her."
c07,"October 2, 1847","She taught Lucy and me some songs with different parts, and when we sang them together, Fanny taking one part and Lucy and I the other, Mrs. Hall declared that we sounded like a choir of angels."
c03,"June 1, 1847",I saw his head over top of the people in front of me.
c03,"June 1, 1847",They demand to be put ashore.
c05,"August 1, 1847",And it is mine and mine alone!
c09,"December 1, 1847",I looked up and saw that Mrs. Lyons had an ear cocked to the window.
c05,"August 1, 1847",I smiled as I pictured them and then — I could not help myself — I cried.
c02,"May 1, 1847","Last year when things got bad, she had to sell or trade everything we had of value — it was the only way to pay our debts and buy food."
c03,"June 1, 1847",Our Patrick is gone.
c07,"October 2, 1847","There are just three of us in the house — Mrs. Hall, Lucy and me."
c06,"September 1, 1847","This woman gave Mrs. Hall a large sack of scrap fabric — torn and worn-out items of all kinds — in every colour you can imagine: red and blue and yellow and green, purple and pink."
c06,"September 1, 1847","She comes to visit at least once a week, sometimes more often, as the Fentons are the closest neighbours to the Halls."
c09,"December 1, 1847","For my part, I was happy to reach Sherbrooke."
c06,"September 1, 1847",Mrs. Hall is much relieved.
c04,"July 3, 1847","Her first words to me were, “I am sorry, Johanna.” I drew in a deep breath to prepare myself for what was to come, for if she had good news for me
 she would not say she was sorry and she would not have looked so sad."
c04,"July 3, 1847","“You should be ashamed of yourself,” I told him."
c04,"July 3, 1847","Daniel, for his part, was kicking
 against the man as hard as he could, but he is so small and weak that he was no more threatening than a squirming kitten."
c05,"August 1, 1847","“Two days ago when I made my offer, I was sure you would refuse,” she said."
c06,"September 1, 1847","Mrs. Hall says I must be careful not to waste any soap, for she had it made by a woman in the area."
c09,"December 1, 1847","When I asked about him, Connor turned sombre."
c06,"September 1, 1847",She clings to Mrs. Hall.
c04,"July 3, 1847",She finished by saying that her mother says that this proves they brought their misery on themselves.
c02,"May 1, 1847",We were not allowed to have even one candle for fear of fire.
c08,"November 4, 1847",Before her very eyes he is transformed into the most handsome gentleman she has ever seen.
c05,"August 1, 1847",She has been told some charitable family will take her in but wishes to stay with the sisters.
c03,"June 1, 1847","As well, people continue to complain about the food."
c08,"November 4, 1847","She told me to gather my things, for I was dismissed immediately."
c06,"September 1, 1847",Mr. Hall works as hard as Mrs. Hall.
c03,"June 1, 1847",Some say we will be ashore sooner.
c04,"July 3, 1847",I cannot.
c02,"May 1, 1847",Uncle Liam writes that he dines like a king on wheat bread with butter made from the milk of his own cows and on eggs from the chickens he keeps.
c02,"May 1, 1847","The committee’s job is to keep watch during the night to make sure there are no irregularities, to alert the captain if anyone falls ill, and to secure the
 hatches if there is a storm."
c05,"August 1, 1847",I know he’d be looking for me if only he knew I still lived.
c03,"June 1, 1847",I have been too busy to write.
c03,"June 1, 1847","There were five of them, and
 massive they were."
c05,"August 1, 1847","The man, the woman and the older girl were Mr. and Mrs. Fenton and their younger daughter Fanny, who is a year older than I."
c08,"November 4, 1847","“To hear Mrs. Fenton tell it, sheer grit and determination got them through that terrible year,” Mrs. Lyons said."
c07,"October 2, 1847","Mrs. Hall and Mrs. Lyons are making sausage, which I will finally get to taste."
c03,"June 1, 1847",Word came below late in the day that one of the sailors had died of the fever and was sent into the sea.
c06,"September 1, 1847","When Lucy begs to be picked up or to ride him as if he were a pony, he obliges no matter how tired he is."
c02,"May 1, 1847","I whispered one myself, for even though I was determined to be as brave as Da, the truth was that I was in terror."
c02,"May 1, 1847",It is whispered that fear of ship’s fever fills his mind.
c02,"May 1, 1847","She doesn’t say anything, but I think she is nervous."
c02,"May 1, 1847","It took her an eternity, but she returned with an extra-large portion of oatmeal."
c07,"October 2, 1847","In spring, when the ice breaks up, the logs are floated to sawmills or to ports
 to be loaded onto ships."
c08,"November 4, 1847",Her open hand struck my cheek with a sound like the report of a gun.
c02,"May 1, 1847",I heard Ma murmuring prayers beside me.
c05,"August 1, 1847","She did not know either, but a doctor who overheard my question said that because of the sickness, business and travel about the city have suffered, and the city’s merchants, save the coffin makers, are complaining that something must be done or the city will be ruined."
c04,"July 3, 1847",All the girls are to sleep in one large room.
c04,"July 3, 1847","My arms were so sore that I dropped two pots, one of soup and the other of gravy, one right after the other."
c04,"July 3, 1847",This surprised her.
c09,"December 1, 1847",But they will be here for me when I return.
c05,"August 1, 1847",This morning I was sent to Sister Marie-France.
c05,"August 1, 1847",The older children seem glad to have someone from home to tell them about this new country.
c05,"August 1, 1847","The last I saw of her, she was sitting on the ground, both children gathered to her, her head bowed."
c03,"June 1, 1847","Three more have died, Kevin Keenan among them."
c07,"October 2, 1847","Mrs. Hall was still rocking Catherine, who was asleep in her arms."
c07,"October 2, 1847","I sliced and buttered bread and cut up little pieces of cake, some of it that Mrs. Lyons had made but most of it brought by neighbours who came to comfort Mrs. Hall."
c05,"August 1, 1847",I lunged forward and wrenched it from her.
c05,"August 1, 1847",The second declared that she would not take a girl unless she was satisfied that the girl would be of immediate assistance.
c05,"August 1, 1847","I was terrified that I would make a mistake and so, as I emptied each shelf, I stacked its contents exactly as they had been in their normal resting places and ordered them so that the items in the top shelf were stacked at the head of the table, those in the middle shelves were stacked in the middle, and so on."
c02,"May 1, 1847",I sat on the ground and nearly had the life crushed out of me by a great horse of a girl.
c02,"May 1, 1847","Instead, she looked down at me in annoyance and said, “You could have done me an injury sitting in the road like that.” She meant it, too!"
c05,"August 1, 1847","On my way to the sheds this morning, I saw a woman begging on the street corner."
c03,"June 1, 1847","After all, if it is something your heart yearns for, what is there to be careful of?"
c07,"October 2, 1847","When he returned late this afternoon, he had a letter for me!"
c05,"August 1, 1847","Then, still holding the cart handles, he asked where I was taking the straw."
c04,"July 3, 1847",“We do not abide such nonsense here.
c05,"August 1, 1847","I decided to ask Sister Marie-France if I might accompany them, even though she had turned down my request in the past."
c03,"June 1, 1847","As her husband was buried at sea, the children have no one to look after them, and she worries what will become of them."
c03,"June 1, 1847",Mrs. Keenan is beside herself with grief.
c04,"July 3, 1847",“She says all Irish believe in fairies.” “Do you not believe in them?” I asked.
c09,"December 1, 1847",I have decided to give my shawl to Fanny.
c05,"August 1, 1847",At present they are occupying a small shed that he and Mrs. Hall lived in when they first arrived in this country.
c04,"July 3, 1847","After the evening meal, while I was elbow deep in soapy water, Mrs. Coteau told me that Mrs. Johnson wished to speak with me."
c02,"May 1, 1847",Stomach turning every which way.
c07,"October 2, 1847",Mrs. Hall declares them to be the finest candles she has ever had.
c05,"August 1, 1847","She called us “a nation of beggars and improvident creatures.” The gentleman protested that the potato crop
 had been ruined for two years in a row and that people were starving not out of laziness but from lack of food."
c04,"July 3, 1847","“Da is waiting,” he managed to say, pulling me away."
c04,"July 3, 1847",A family has taken Daniel for their own.
c08,"November 4, 1847",The dishes had been washed and cleared away and the floors swept.
c04,"July 3, 1847","Sister Marie-France was at her gentle best, saying that she understood how he must feel, but that the
 family who had adopted him had taken him in good faith and now must be consulted."
c04,"July 3, 1847","But then I began to worry that the steamer would sail without me, carrying Da and
 Michael away to Montreal where I would never find them."
c02,"May 1, 1847","That set another woman to wailing, and her terror made some of the wee ’uns cry."
c08,"November 4, 1847",She snatched them from my hands and demanded to know what I was doing.
c07,"October 2, 1847",It is so quiet in the house.
c09,"December 1, 1847","I felt tears gather in my eyes when he said it, and Fanny slipped an arm around my waist and said she would miss me."
c05,"August 1, 1847","If I leave, how will Michael or my uncle find me?"
c02,"May 1, 1847",The secret is this: The rude Keenan girl is a boy!
c05,"August 1, 1847","Despite the sisters’ best efforts, people continue to arrive ill and many die each day."
c09,"December 1, 1847","He, like me, had only one brother left in this world."
c05,"August 1, 1847",I felt so sorry for her that I asked Sister if I could help her.
c03,"June 1, 1847","“Come above,” Da said."
c07,"October 2, 1847","I think she is silent because her parents are silent, and that she demands to sleep in their room to watch over them."
c04,"July 3, 1847","When I first saw her, my heart soared."
c04,"July 3, 1847","I dread telling him my news, but still I wish he would come."
c07,"October 2, 1847",It is nice to have a place in the world.
c05,"August 1, 1847","I make myself useful there, and it reminds me that there are many in this world who are worse off than I. Nothing much to write."
c05,"August 1, 1847",Mrs. Coteau had said that Mrs. Johnson never entered the kitchen.
c02,"May 1, 1847",Mrs. Tattersall agreed even though Mr. Tattersall said it was nothing.
c08,"November 4, 1847",Mrs. Lyons asked me to tell her a story.
c07,"October 2, 1847",I am grateful that Mrs. Hall is slowly coming back to herself.
c04,"July 3, 1847",I am to sleep on a small cot in the kitchen and to be responsible for stirring up the fire and boiling the kettle first thing each morning.
c04,"July 3, 1847",I let out a howl.
c03,"June 1, 1847","Many people are excited to hear this, but I am not."
c08,"November 4, 1847","“They are asleep in each other’s arms,” she said."
c08,"November 4, 1847",This put Mrs. Lyons’s nose out of joint.
c06,"September 1, 1847","We shouted out every name we knew that began with those letters, but Fanny rejected any boy she knew with those names and wanted to try again."
c07,"October 2, 1847",I clean again.
c09,"December 1, 1847",Mrs. Fenton and Fanny will come back to help me pack what is needed.
c07,"October 2, 1847","I would never say so to Mrs. Hall, but she seems to weaken with every bout of fever."
c02,"May 1, 1847",Had falling boxes crushed someone?
c02,"May 1, 1847","My feet are sore, my legs ache and my stomach growls like a wild beast."
c03,"June 1, 1847",I looked down and saw a body floating in the water.
c09,"December 1, 1847","But now that things had changed, she was free to be with her niece and to welcome the new babe."
c02,"May 1, 1847","I did not have to ask where he had heard this, for Connor nodded with every word."
c04,"July 3, 1847",This is not the great adventure I had expected.
c05,"August 1, 1847","At the last minute I was called upstairs to assist Claire, who had been scolded for being overly slow in tidying the parlour and the front hall."
c04,"July 3, 1847",I think that is why I chose to tell her the story of the Beautiful Maiden and her Three Aunts.
c04,"July 3, 1847","It was a crew member who, with one of his mates, was removing a passenger who had died in the night."
c06,"September 1, 1847","This will mean much cooking and baking, both on the cookstove and over the hearth."
c09,"December 1, 1847",I hope Mr. Hall is not worse.
c04,"July 3, 1847","The driver, Pierre, is French but speaks English very well."
c04,"July 3, 1847",Her face was sharp as she told me that I had been missed.
c05,"August 1, 1847",It was so nice to have someone to talk to for a change.
c03,"June 1, 1847",She did not move.
c04,"July 3, 1847","That, at least, was a small blessing."
c05,"August 1, 1847",She asked if I had tasted these things.
c04,"July 3, 1847",I told her the story of Lusmore the humpback and how it came about that he encountered some fairies and won them over with his beautiful voice and respectful manner.
c07,"October 2, 1847",Mrs. Lyons kept the kettle constantly on the boil to make tea.
c02,"May 1, 1847",He is furious with me.
c03,"June 1, 1847",Mrs. Keenan was among those who were to be taken away.
c03,"June 1, 1847",Michael teased that a spirit must have walked over his grave.
c09,"December 1, 1847",I rushed in and saw water all over the floor.
c08,"November 4, 1847","I told her three stories, then said I must get back to work."
c04,"July 3, 1847","As he did, a small metal disc fell to the ground at his feet."
c09,"December 1, 1847","Connor said he had been welcomed and fairly treated when he’d first arrived as an orphan, but soon found himself just one Irish lad among thousands who stood accused of stealing jobs from the people of Montreal and undercutting their wages by agreeing to work for whatever an employer might offer."
c03,"June 1, 1847",He spoke into her ear and kissed her and held her for a moment before she was led away.
c03,"June 1, 1847",But Ma doesn’t seem to hear him.
c02,"May 1, 1847","Connor laughed and said he had never met a baby with such a sharp tongue, but he didn’t seem at all put out."
c09,"December 1, 1847",I looked at Mrs. Hall.
c04,"July 3, 1847","The mother of the beautiful maiden wanted so much for her daughter to marry the prince that
 she lied and told the king that her daughter could spin, weave and sew better than any maiden in the kingdom."
c05,"August 1, 1847",I thought I might find Connor or someone who knew him.
c06,"September 1, 1847","“And does she call you mother?” she said, more sharply than I have ever heard her speak to Mrs. Hall."
c02,"May 1, 1847",Da says we were lucky to be on deck where people could be sick over the side of the vessel.
c02,"May 1, 1847","Many were sick during the storm, and none of the waste could be emptied."
c05,"August 1, 1847","“You are to leave my house this instant,” she said."
c03,"June 1, 1847",Mrs. Keenan is nursing them as best she can.
c02,"May 1, 1847","The wind whipped us the whole way across, and the rain, when it came, drove into my skin like needles of ice."
c08,"November 4, 1847","Disappointed, she started back to the desk to do as she was told."
c05,"August 1, 1847","New children arrive almost daily and are in need of good food and clean clothes, so there is always much to do."
c03,"June 1, 1847","If that cannot happen, then they demand food and fresh water."
c08,"November 4, 1847","We came back with apples in our cheeks and all feeling merry, and Mrs. Lyons had hot tea and bread and butter for us all."
c07,"October 2, 1847",She shows no interest in the doll or the corn-husk horses Lucy and I made for her.
c05,"August 1, 1847",He added that there are some people in the city who would like to ship all the Irish back to their landlords and would do it in a trice if there were a way that would not cost them anything.
c02,"May 1, 1847","The captain told Da that the storm was as bad as any he has ever seen, and it must be a good omen that no one was lost in it."
c03,"June 1, 1847",She refused to eat the porridge I brought her.
c04,"July 3, 1847",All that night we shivered.
c06,"September 1, 1847",Mrs. Hall showed me how to keep them neat and small.
c04,"July 3, 1847","If I ever hear that you again speak to my Peggy as you did today, you will be dismissed immediately.” I was so stunned that I did not know what to say."
c02,"May 1, 1847",What if I fell overboard?
c03,"June 1, 1847",Annie Malone in the berth below us shivers under her shawl despite the sweltering heat in the hold.
c05,"August 1, 1847","“Still, it’s no excuse to take what doesn’t belong to you,” I said."
c07,"October 2, 1847","After I finish my quilt, I want to make a small rug for the floor of my room."
c05,"August 1, 1847","I laid her down and went to tell one of the sisters, who sent me to put out fresh straw that had been delivered to the sheds that afternoon."
c03,"June 1, 1847","He paused before he had gone five paces, and a wail went up."
c04,"July 3, 1847","She says we must not worry, for she is sure of a good response."
c03,"June 1, 1847",At first they seemed astonished to see so much fight in a girl.
c04,"July 3, 1847",I turned to leave when I heard a weak cry for water.
c02,"May 1, 1847","He says we are better off than some, and this is true."
c05,"August 1, 1847",He will send word to Sister Marie-France as soon as he hears anything.
c05,"August 1, 1847","Mrs. Hall said that if I did not want the position, I had only to say so."
c08,"November 4, 1847",I was right.
c05,"August 1, 1847","I am so tired at the end
 of each day."
c05,"August 1, 1847","Finally Mrs. Hall said that she would return in two days and that if I was willing to go with her, the position was mine."
c09,"December 1, 1847",He told me that Michael had left Montreal and gone back to Uncle Liam’s farm.
c03,"June 1, 1847",I asked Michael how Mrs. Keenan was.
c04,"July 3, 1847",The Johanna Leary in the record book had been brought to the shed only two days before Michael’s visit.
c07,"October 2, 1847",Hallow Eve.
c02,"May 1, 1847","Steamer
 is not such a fine word after all."
c05,"August 1, 1847",I am sure many think she is diseased.
c05,"August 1, 1847",She says that she will write to Uncle Liam to tell him where I am as soon as she hears from the postmaster in Bytown.
c06,"September 1, 1847",She hastened to add that she is not one of those people and that she does not blame the immigrants themselves for their plight.
c08,"November 4, 1847","At last Mrs. Lyons tiptoed to the threshold, and a smile appeared on her lips."
c04,"July 3, 1847","We rolled them and took them outside, where we hung
 them on a line."
c07,"October 2, 1847","I have none when I think of my dear ma and wee Patrick, who found their rest in the deep, dark sea."
c06,"September 1, 1847",Fanny said we should try it.
c07,"October 2, 1847",I am stealing a few moments to write before sleep gets the better of me.
c08,"November 4, 1847","I would have hugged her as well, but I was too shy."
c08,"November 4, 1847",She fell easily into the small ruse.
c06,"September 1, 1847","I held my breath to the very end, hoping and praying."
c09,"December 1, 1847",He said he did not want anyone to see him as he was.
c03,"June 1, 1847",Ma stayed in the berth all day with her face to the wall and did not even attend services.
c05,"August 1, 1847",Nor his da.
c05,"August 1, 1847",And what of Michael?
c09,"December 1, 1847","Before he drove away, I asked him to watch for any letter for me at the post office in Sherbrooke."
c05,"August 1, 1847",She only harrumphed and directed me to a new task.
c09,"December 1, 1847","This morning we were all in the kitchen — Mrs. Lyons was making soup, and Lucy was helping me measure flour for some bread — when I heard a distant jingle."
c08,"November 4, 1847","While children enjoy my stories, grown-ups in this country do not seem to approve."
c02,"May 1, 1847",The weather coming across to England was foul.
c03,"June 1, 1847","Da’s da always used to say, “Be careful what you wish for.” I used to think it an odd thing to say."
c05,"August 1, 1847","A policeman came by, grabbed her by the arm and told her that begging was not tolerated on the streets and that if she was in need of something to eat, she should take herself to the sheds, where there was food to be had for the likes of her."
c05,"August 1, 1847",Mr. Hall came in before supper.
c07,"October 2, 1847",Mr. Hall was silent the whole day.
c05,"August 1, 1847","Da always said that there is enough wickedness in the world and, for this reason, we should leave evil thoughts to the evil and keep ourselves on the side of the angels."
c03,"June 1, 1847",He shuddered when he said it.
c04,"July 3, 1847","I scrubbed myself in the kitchen under the eyes of Mrs. Coteau, who told me that “Madame” believed very much in cleanliness."
c05,"August 1, 1847","“They are almost more trouble than they are worth,” she said."
c05,"August 1, 1847","The two little ones were Mrs. Hall’s children, Lucy, just five, and Catherine, not yet a year old and plumper than Patrick had ever been."
c04,"July 3, 1847","Instead, I bowed my head and made my way toward him, taking great care to circle around
 behind him so that he would not see me coming."
c03,"June 1, 1847",This is proving difficult to obtain.
c06,"September 1, 1847","Mrs. Fenton and Fanny came over to help core, peel and slice the apples and then hang the pieces on strings to dry."
c05,"August 1, 1847",Then she dismissed me.
c05,"August 1, 1847",That is one good thing about this house.
c04,"July 3, 1847","In the end, it was I who felt punished."
c07,"October 2, 1847",I am making good progress.
c02,"May 1, 1847",Michael says a steamer would likely run out of coal before it got very far and that we are going very far indeed.
c04,"July 3, 1847","She did not look up until she had finished writing, had dusted the powder off her page, and closed her account book."
c02,"May 1, 1847","But because we were among the first to go below, we were able to choose a place close to one of the hatches."
c07,"October 2, 1847",But neither was it the best news.
c04,"July 3, 1847","Finally, I scooped up all the linen in a great armful and thrust it at her, almost bowling her over."
c05,"August 1, 1847",I have thought of nothing but my uncertain future all last night and all of today.
c09,"December 1, 1847",Fanny kept Lucy busy while I gathered my belongings.
c04,"July 3, 1847",I decided that I must be in the shed for the sickest patients for whom there is no hope.
c03,"June 1, 1847",I jabbed him hard with my elbow.
c09,"December 1, 1847","“Does he know about me?” “He knows that you did not perish in the sheds,” Connor said."
c08,"November 4, 1847","Mrs. Lyons and I have been carrying on these past few days, keeping the house clean and snug and amusing Lucy with games and songs."
c05,"August 1, 1847",Sister Marie-France called me back.
c09,"December 1, 1847",I hugged her back and told her she was as close to my own mother as I could ever have hoped to find.
c02,"May 1, 1847",The captain and Da went through the hold and spoke to each family.
c07,"October 2, 1847",By mid-afternoon her worry had so deepened that she sent Mr. Hall again for the doctor.
c01,"April 30, 1847","When we leave, it will bring the day closer when I will be with Anna again and once more hear Da tease us by calling us AnnaJohanna all in one breath, as if we were one person."
c08,"November 4, 1847",Lucy begged me for another.
c05,"August 1, 1847",I went to the sheds again.
c06,"September 1, 1847","Her peel formed an 
S
 or an 
N
, depending on how you looked at it."
c07,"October 2, 1847",This gave me a different picture of Mrs. Fenton.
c06,"September 1, 1847",She also reads novels and books about explorations to distant parts of the world.
c02,"May 1, 1847",He told her to try for a change to imagine the best instead of the worst.
c03,"June 1, 1847","When his body was finally put into the ocean, Mrs. Kelleher rushed to the side of the ship to follow him."
c02,"May 1, 1847","Many are grumbling that the absence of illness is a miracle, so poor is the food that the shipping company has provided."
c08,"November 4, 1847",She held it up so that Mrs. Hall could see it.
c06,"September 1, 1847","While they sat and talked, I amused Lucy and Catherine."
c09,"December 1, 1847",The doctor came again today to see Mr. Hall.
c02,"May 1, 1847","Now that the ship is underway, many people are sick."
c07,"October 2, 1847",She called in on her between each chore all day long.
c04,"July 3, 1847","We were supposed to be at contemplation, but I could not stop thinking of Da, and it is easy enough to steal away without notice."
c09,"December 1, 1847","I was nearly finished when the house came into sight and I saw Mrs. Hall standing in the door, clutching a shawl around her."
c04,"July 3, 1847","Before I could finish this first chore, I was set to work on the vegetables for dinner."
c06,"September 1, 1847",I have been melancholy since morning despite the brightness and business of the day.
c03,"June 1, 1847",I woke in the night to whispering.
c05,"August 1, 1847",She had read my personal thoughts!
c06,"September 1, 1847","Also, I have discovered the secret of maize."
c04,"July 3, 1847","I wish we were still back
 home or at least that we had found a place to stay in England."
c05,"August 1, 1847",Mrs. Coteau especially emphasized that last instruction.
c05,"August 1, 1847",I ache to be where I belong.
c03,"June 1, 1847",Ma is up and about today.
c07,"October 2, 1847",Perhaps he was on his way this very minute to find me.
c04,"July 3, 1847","“Was he wearing this around his neck on a bit of leather tied in four different places?” I asked, for that was how Da always wore his St. Joseph medal, on a bit of ancient leather that he had not been able to
 replace and that had broken several times."
c08,"November 4, 1847",Just then something crashed to the floor.
c02,"May 1, 1847","It has been days since I have written, for no sooner had I left Michael and Connor above deck than Da and Mr. Sullivan came down to announce that a storm was coming."
c04,"July 3, 1847","I was on my way to the sheds farthest from the road, which I had not yet been inside, when someone darted out and collided with me, sending me flying backward."
c02,"May 1, 1847","Ma looked frightened when he mentioned the word 
storm
."
c02,"May 1, 1847","She says she would rather go to England, where she is sure a fine carpenter like Da will find work."
c03,"June 1, 1847","“If I had listened to you,” she says over and over to Da."
c08,"November 4, 1847","She threatened to tell Mrs. Hall what I had done, and said that I would be dismissed."
c08,"November 4, 1847","Sure enough, by mid-morning the sky was thick with fluffy flakes."
c04,"July 3, 1847",I fell to my knees in the muck beside her.
c05,"August 1, 1847",I stood back gratefully to let a lad guide the cart around the snag.
c02,"May 1, 1847",I wonder if Uncle Liam does the same every day — only with sausage instead of oatmeal.
c02,"May 1, 1847",The captain himself came to inspect the hold.
c04,"July 3, 1847","Now I have to wait, and I am not good at that."
c04,"July 3, 1847",I have found the perfect hiding place for my book and my bit of pencil.
c07,"October 2, 1847",I work on my quilt and I learn from Mrs. Hall.
c04,"July 3, 1847",I was blinded by tears and stumbled as he pulled me along like a wagon.
c03,"June 1, 1847",I never noticed how much space Patrick took up in our lives.
c02,"May 1, 1847",The berths to one side of us are taken by the family of the rude girl who nearly trampled me ashore.
c08,"November 4, 1847",Her great-grandparents were French and settled in what was then New France.
c02,"May 1, 1847",Mr. Tattersall said that she is deathly afraid of the sea.
c02,"May 1, 1847",Mr. Tattersall is in a stupor.
c09,"December 1, 1847",Perhaps Mrs. Hall had just been eager to have Lucy back again.
c04,"July 3, 1847","’Twas bad enough he was a thief, but he was also Irish!"
c07,"October 2, 1847",It will keep me warm all winter and I will remember the woods at their prettiest.
c09,"December 1, 1847",She scooped Lucy into her arms and covered her with kisses.
c02,"May 1, 1847",Too queasy to write much.
c05,"August 1, 1847",My head is stuffed with all the things I have learned.
c04,"July 3, 1847",I had to slide my hand beneath him to help raise him up.
c04,"July 3, 1847",I left it to Michael to tell him what we had seen.
c02,"May 1, 1847","I thought she would be angry, but she was not."
c03,"June 1, 1847","The doctor looked long and hard at Connor, his head covered as usual with his shawl."
c08,"November 4, 1847","I was sure that when next she spoke, thunder would echo out of her mouth and lightning bolts would flash from her eyes."
c08,"November 4, 1847","So I began a
 story about the leprechauns and their pots of gold."
c05,"August 1, 1847","“So you justify your own thievery by accusing everyone of being a thief,” I said."
c02,"May 1, 1847",He remained in his berth all day.
c03,"June 1, 1847","Michael argued that if the Kellehers had stayed home, they would likely be dead from starvation by now."
c08,"November 4, 1847",Her face was as black as the sky when a storm strikes.
c03,"June 1, 1847",I tried my best to stay awake but dozed off.
c08,"November 4, 1847",Nearing came back to get her he told us more about what had happened.
c03,"June 1, 1847","We have reached Quebec City, which is on the north shore of the St. Lawrence River, and the captain has ordered a general cleanup."
c07,"October 2, 1847",Here is something I did not know about her.
c06,"September 1, 1847","Mrs. Lyons told me that Mrs. Hall lost her last baby, a little boy, to fever."
c02,"May 1, 1847","Michael says it serves
 me right for being prideful about not getting ill in the first place."
c04,"July 3, 1847","What a long and horrible day it was, and what a fine and generous person Sister Marie-France is."
c04,"July 3, 1847","Almost as soon as I arrived, I saw the thief who had knocked me down yesterday."
c04,"July 3, 1847",She looked up at me through thick brown lashes and nodded solemnly.
c04,"July 3, 1847","When Connor turned to leave, his eyes lit upon me and a whiteness came over him."
c05,"August 1, 1847","Everywhere I go, I hear someone speak of the Irish as lazy and the makers of their own misfortune."
c03,"June 1, 1847",One was a single man who had no one to protest his going.
c09,"December 1, 1847",I am almost at the end of the book I brought from home.
c04,"July 3, 1847",There are so many things to be cleaned in this house.
c04,"July 3, 1847",He had often boasted that she was the prettiest girl he had ever met and how clever he had been to steal her heart.
c04,"July 3, 1847",A dipper hung from its side.
c03,"June 1, 1847","I whispered a prayer and turned away, but I think the sight will haunt me."
c05,"August 1, 1847",I did not know what to say to her.
c08,"November 4, 1847",By midday the snow was up to the middle of my calf and was falling more thickly than ever.
c03,"June 1, 1847",I don’t think I could bear it if anything happened to her or if we had to leave her in the sea.
