chapter_id,date,sentence
12,may,"I could almost see Catherine standing near me, her hands on her hips, her lovely brows drawn together in concentration."
4,le 28 août 1666,The gowns are too fine for either Kateri or me.
2,le 13 juin 1666,"There are horse droppings, fresh fish and whatever flows in the gutters all mingling together."
8,le 14 decembre 1666,"She was overjoyed to see her father and, naturally, all work stopped."
13,le 2 mai 1667,He was heavily armed and his face held no expression.
2,le 20 juin 1666,"It would keep his bald head warm, though, in the winters of New France."
4,le 30 août 1666,I am trying to see the countryside through her eyes and the eyes of her father.
5,may,"I lie here under a canoe, wrapped in blankets, sleeping in my gown."
10,le 10 février 1667,Then he said he had something for me as well.
4,may,She is a good woman.
6,may,"Privilege speaks here, ma chère ."
1,le 25 mai 1666,"A pair of nuns, indeed!"
6,le 19 octobre 1666,Kateri kissed her father good-bye.
4,le 25 août 1666,After the evening meal I came back out on deck.
2,le 11 juin 1666,"Besides, I fear that if I do not record the day’s events, I"
1,le 10 mai 1666,"There is also the barn or the stable if you do not mind the smell of manure, and I do not."
11,le 10 mars 1667,How I long for something fresh and green.
7,le 24 novembre 1666,"“You have managed to keep les sauvages from taking your scalp yet again, mon ami ,” said the proprietor."
6,le 11 octobre 1666,They are the best part.” How she laughed at my face.
6,le 5 octobre 1666,"There are other places that sell strong drink such as brandy to the men, but her house is not one of them."
1,le 17 mai 1666,Letters arrived while I was out walking with Minette in the garden.
6,le 5 octobre 1666,I carried the linens through the kitchen and out to the yard behind the inn.
2,may,"The ceiling is low, the chests are in the way and the bed, or the berth as they call it, is narrow."
8,le 7 decembre 1666,"“Join them, Séraphin!” Then to me, “It is Teh hon tsi kwaks eks in Mohawk.” “The Jesuits call it lacrosse,” Séraphin shouted over his shoulder as he joined the battle."
7,le 28 novembre 1666,She said so as we set out for home.
8,le 14 decembre 1666,Let me pour you another and you shall tell me tales of adventure.
2,may,Surely a cat such as she will find her place there.” Madame Laurent only shrugged.
5,le 9 septembre 1666,"In them were Indians, who were more unusual than any men I have ever set my eyes upon."
8,le 21 decembre 1666,I did not like the way he looked at all.
6,le 2 octobre 1666,"“They are Mohawks,” she told me happily."
13,le 4 mai 1667,The tall man overheard me telling Tante Barbe this news.
5,le 28 septembre 1666,Marie never speaks but she listens nicely and she is excellent company.
10,le 17 février 1667,But they do have another use.
2,le 13 juin 1666,Tomorrow the last part of our journey will begin.
1,le 10 mai 1666,Some day I
4,le 25 août 1666,Papa would have been so pleased to see it all.
6,le 16 octobre 1666,They will keep there until ice can be cut once the river freezes.
5,le 16 septembre 1666,“You are certain?” he asked in concern.
1,le 9 mai 1666,"I might write all about myself, although I am not very interesting."
4,may,return to France.” I said that I could not go back to France.
5,le 14 septembre 1666,"Commerce and marriage, war and peace are all determined by the fur trade."
10,le 10 février 1667,"“Come help me a moment in the kitchen, Kateri.” Oh, how she conspires to leave us alone together."
6,le 22 octobre 1666,I get a strange feeling inside when I think of that.
3,le 27 juillet 1666,"She mewed a little, for I squeezed her too tightly."
12,le 30 avril 1667,"I walked the streets today through the snowstorm, calling for Minette."
4,le 28 août 1666,"Your daughter is my friend,” I said, and I could not keep the exasperation from my voice."
10,may,"And I thank you for the most enjoyable evening, Hélène."
13,le 2 mai 1667,I mumbled something about how I would have to believe that cats would be cats.
3,le 26 juillet 1666,He spoke for a long while.
5,le 17 septembre 1666,Monsieur Aubry smiled.
5,le 16 septembre 1666,I have made my decision.
6,le 2 octobre 1666,I cannot stop thinking about the Mohawks and the Aubrys.
10,may,You have a talent for rising above unpleasantness that cheers me.” His words cheered me as well.
3,le 15 juillet 1666,"The sailors cleaned and cooked the fish, and Catherine ate a little."
5,le 24 septembre 1666,"They seem happy, these women, serving le bon Dieu through their prayers and teaching."
1,may,Her name is Barbe Moitié.
1,le 18 mai 1666,"Three housemaids, a cook and a rather haughty butler rode behind them in a little cart."
2,le 24 juin 1666,"The larboard, as Captain Renville calls it."
10,le 20 février 1667,Not like some.” He was looking toward the door with a slight frown on his face.
1,le 19 mai 1666,I thank le bon Dieu that I wrote to Monsieur Deschamps before we set out.
10,may,"marry before I leave for Québec next week.” And then he added that although I had agreed to become a fille à marier , months had passed without me agreeing to marry."
6,may,"“Mademoiselle,” he said in a low voice, “when I return, there is something I wish to discuss with you.” He glanced at the men who were now comfortably seated by the fire, calling for beer."
9,le 31 janvier 1667,They took a meal at the house and paid with a bag of corn.
2,le 10 juin 1666,"There will be no sleep for me this night, I fear, for tomorrow we are to begin the grand adventure."
8,le 14 decembre 1666,"“I have a gift for you, mademoiselle, and one for you, Kateri,” he went on as he pulled something from his pack."
6,le 22 octobre 1666,The priests do not perform marriages on feast days.
12,le 14 avril 1667,It is a relief to me that she will not have to live outside of the protection of the palisade.
10,le 2 février 1667,Your kittens need you.
5,le 17 septembre 1666,"I have not written of this, for it is not really something one wishes to set down on paper for the entire world to see, but I have a hot temper."
6,may,"There was no pity in his face, and now that I think on it, instead there was admiration."
6,may,At least I hope and pray that it will.
5,le 3 septembre 1666,Two dressed each other’s hair with ribbons.
3,le 13 juillet 1666,"She did not answer me, and only opened her eyes a little."
4,may,I could see it in the way he lifted his eyebrows and twirled the ends of his moustaches furiously.
12,le 19 avril 1667,There was no dancing at Marie’s wedding.
6,may,I just swallowed very hard and nodded.
6,may,Monsieur Aubry was whistling.
2,le 17 juin 1666,They laugh and tease each other and make jokes about the husbands they will wed. How friendly they all are.
2,may,"“I have never had so many nice things,” Marie exclaimed."
5,le 20 septembre 1666,Never had I been so grateful to breathe fresh air into my lungs.
13,le 5 mai 1667,I know they would have approved.
6,le 3 octobre 1666,I could almost feel the air change as excitement swept through them.
5,may,“How large is your house?” “How many chickens did you say you have?” “Your cow.
10,le 4 février 1667,"They left with Monsieur Aubry carrying his musket and a big sack, and Séraphin carrying a net and a pole."
5,le 27 septembre 1666,She founded the Ursuline convent.
2,may,"I promise it.” I smiled, but did not answer."
13,le 2 mai 1667,"We watched them land, and then men and women began to get out."
6,le 12 octobre 1666,I was so worried.
2,le 23 juin 1666,Kateri’s mother died two years before in childbirth.
6,le 22 octobre 1666,"Not a Monday this time, since that is the feast day of Saints Crispin and Crispinian, both the patrons of shoemakers."
6,may,"add, with a satisfied expression upon his face."
1,may,"No men are marrying, and so no babies are being born."
10,le 20 février 1667,We have so much!
7,may,Tante Barbe has many copper pots and other iron pots with little feet.
2,le 15 juin 1666,"Minette does not care for that at all, but like me, she will have to become comfortable with it."
9,le 31 janvier 1667,I will never forget the look of the pox.
9,le 31 janvier 1667,I walked to the gun shop on Christmas afternoon.
2,le 3 juin 1666,What Monsieur Deschamps proposed could be the means to our salvation.
6,may,"She could tell Armand, though, that Catherine St. Onge was dead."
10,le 19 février 1667,"There is little respect for a common labourer, but as a gunsmith he will have a good living."
10,may,Jean brought a haunch of venison.
1,may,"Anne is more important, since she is eighteen and of a marriageable age."
5,le 13 septembre 1666,It seems that when he implored me to make my last confession I turned my face away.
3,le 5 juillet 1666,"He is not my father, nor my guardian."
5,le 14 septembre 1666,"At that time, it meant little to me and Monsieur Aubry could see that."
12,le 5 avril 1667,I would like to wash the floors in the kitchen and the common room.
7,le 25 novembre 1666,It is the feast of Sainte Catherine.
2,le 7 juin 1666,"It has worn me out, and so I am writing this in bed."
13,le 2 mai 1667,I had no idea what it was.
8,le 14 decembre 1666,“We have been cooking and baking all day.
2,le 22 juin 1666,"Catherine stayed inside the ship, below , the captain calls it."
2,may,"The bodice and skirt were both of fine, heavy wool."
2,le 20 juin 1666,"Monsieur Deschamps looked very important in his full breeches and coat, his moustache and chin tuft neatly combed."
7,may,“Maple wood is better in this snow than leather.
1,le 17 mai 1666,"Cousin Pierre and his wife, Cousine Madeleine, will come here to live."
2,le 26 juin 1666,I want to know everything.
2,le 3 juin 1666,I will be her housekeeper when she is married and we will be together.
4,le 25 août 1666,Then another and another until the entire ship was covered with them.
5,may,She smiled and waved to me.
12,le 21 avril 1667,"A grey kitten went to the school, and an orange kitten to the sisters at the hospital."
2,le 14 juin 1666,"The captain gave Catherine the lantern he carried and said, “Mesdemoiselles, if you are to have a candle, it must be within a lantern."
9,le 6 janvier,"Minette, with her enormous belly, is at my side."
6,le 19 octobre 1666,"This, I learned, is Ourson."
6,le 19 octobre 1666,"I will give you money for her room and meals, madame.” There was to be none of that, Tante Barbe told him."
13,le 2 mai 1667,"“They wished him luck.” When at last we returned to Tante Barbe’s house, it was she who now was extremely cross."
9,le 31 janvier 1667,"“It breaks my heart,” she said, “but I cannot come in.” The pain in her voice was terrible to hear."
10,le 3 février 1667,"It seems that those who spend time with the Mohawks, wed their women and, worse, have children by them, do not belong in the same society as Monsieur Deschamps."
6,le 4 octobre 1666,"Besides, you are too young still."
8,le 14 decembre 1666,He is a proud man and the idea of charity in any form displeases him.
3,le 26 juillet 1666,"And to your sister as well,"
6,may,Tante Barbe was talking again.
6,le 3 octobre 1666,"“Now you are for it!” laughed one man, slapping his companion across the shoulders."
6,le 19 octobre 1666,He brought a sack of black walnuts that he picked in the forest.
10,le 20 février 1667,Kateri leaned over a table with Séraphin while he practised writing his name and a few simple words.
6,may,How could the man see the habitants in such a light?
8,le 14 decembre 1666,"Kateri and I were working in the common room, wiping tables, when he opened the door and walked in."
10,may,"Again he added, “Alone.” He would not, said Monsieur Aubry quietly, for he doubted I had given Monsieur Deschamps permission to call me by my first name."
8,le 14 decembre 1666,"I know, though, that Kateri’s place is with her father."
5,le 17 septembre 1666,I could feel the world moving around me just as though I was still at sea on Le Chat Blanc .
6,may,"“It is nothing, mademoiselle,” he said with a wide smile."
10,le 20 février 1667,"“Alone,” he added."
2,may,"How odd it will be, after tonight, not to sleep in the same bed in which I have slept since I left the nursery."
5,le 28 septembre 1666,"“Come and see,” called Kateri, when she saw me staring."
8,may,She smiled at that.
3,le 20 juillet 1666,"My eyes were closed, but I heard the splash."
5,le 3 septembre 1666,I heard a knock at the door and I asked who was there.
12,le 18 avril 1667,"I wore the claret gown to the church today, with my wooden cross and mourning ring as my only jewellery."
2,le 21 juin 1666,"Other people came onto the ship during the day, all bound for New France."
13,le 2 mai 1667,The footprints would quickly disappear.
2,may,"My path will be far different as a fille à marier ,” she said, just as I knew she would."
10,le 9 février 1667,Hers was Ouellette.
6,le 12 octobre 1666,"I am ashamed to say so, for I have always taken good care of her, but I realize now that she must have been gone for a long while."
10,le 2 février 1667,Off he went at the heels of the sweeping servant.
10,le 4 février 1667,"When they returned Monsieur Aubry asked to borrow Séraphin again this afternoon, before it grew too dark."
12,le 11 avril 1667,I felt all the blood draining from my face.
8,le 6 decembre 1666,I do not know what to think.
10,le 20 février 1667,"He had undertaken several new repairs on muskets, and he had nearly finished making a fine firearm for Intendant Talon."
10,le 2 février 1667,"I did not know most of the people, but I recognized some."
1,may,"The officials in New France put great pressure upon single men, even forbidding them to leave the towns or trade with the Indians unless they wed. Les filles à marier ."
1,may,La Soeur Bourgeoys is a nun and could not be more respectable.
2,may,She had come up on deck and now stood at the ship’s rail near me.
5,le 14 septembre 1666,Papa always believed that one must not expect too much and then one will not be disappointed.
5,may,"Again the men watched as we passed, all very polite and jolly, all clearly in search of a wife."
1,may,I smiled.
12,le 19 avril 1667,"There would have been, but there was no space at all."
5,le 14 septembre 1666,This town could have turned out to be a single hovel with a pig standing next to it and I would have been overjoyed to view a place where people live.
5,may,Then someone asked Monsieur Deschamps about the girl with the snapping black eyes.
1,le 26 mai 1666,I have added to the penance myself.
1,le 26 mai 1666,"I know in my heart that this diary is a good thing, but it is always best to ask a priest."
6,may,"Is she a good mouser, ma chère nièce ?” I vow she said all of that in an endless flood."
5,le 28 septembre 1666,"Again it was as though I were a cabbage in the marketplace, just waiting for someone to offer a price for it."
5,le 8 septembre 1666,They continue to leave me to myself.
13,le 2 mai 1667,The paw prints of a cat that were surely Minette’s led off down the street.
2,le 6 juin 1666,"Mine will be the small one, since Catherine has so many lovely things as a bride."
6,le 11 octobre 1666,"It smelled good enough, but I did not particularly care for those little heads with their long, yellow teeth."
10,le 19 février 1667,"Séraphin will continue to work for Tante Barbe, but will spend half of the day at Monsieur Aubry’s shop."
6,le 5 octobre 1666,"You will begin at forty sols a week and when your skills grow, so will your wages.” I protested with embarrassment that she need not pay me."
7,le 24 novembre 1666,“There was no trouble.
10,le 2 février 1667,"Do not despair, monsieur, some girl with poor eyesight and a liking for les sauvages will probably not mind so much.” Then he bid me adieu , and said he would call on me soon."
5,may,New France is truly an unpredictable place.
6,le 14 octobre 1666,"Tante Barbe sent out Séraphin and Bernadette, and then she sat near the fire, her knitting in her hands, listening to every word."
5,le 20 septembre 1666,Everything I owned was here in this little cabin.
6,le 12 octobre 1666,I could not find her to give her a bowl of milk when Bernadette finished milking.
9,le 6 janvier,What a blessing.
2,may,"“ Bien ,” she said in approval."
6,may,"When I explained that I must give a message to Armand Lecôté, she looked surprised."
6,le 5 octobre 1666,"The beans, carrots and herbs had been picked, but there were still squashes, cabbages and pumpkins."
4,le 26 août 1666,"We have had no fresh fruit or vegetables for weeks, and even the cabbage is gone."
12,le 5 avril 1667,The Mohawks make a sweet syrup with it.
2,le 14 juin 1666,"I myself will be quartered with the girls in the Sainte-Barbe, as is proper.” I cannot imagine how we will manage together in this small room for all the weeks to come."
6,le 5 octobre 1666,"“The men took the cart and every bucket and jar that we have, and went to the river for water yesterday."
1,may,I must ask Père Simard at confession.
4,may,"“Are you above the law, monsieur?” he asked."
9,le 6 janvier,"When he began to grumble about how he needed to be out of doors, how behind he was in his work, I knew he was truly better."
9,le 6 janvier,“What does it matter now?” he muttered into the mirror.
3,le 13 juillet 1666,"Then I patted her shoulder, tucked the blanket up to her chin, and said a prayer to Saint Eramus for her return to health."
4,le 26 août 1666,Three of the Maries say that their teeth are loose.
5,le 17 septembre 1666,Les filles à marier held onto each other and even Monsieur Deschamps nearly lost his fine beaver hat.
6,le 3 octobre 1666,“ Les filles à marier!
3,le 28 juillet 1666,She is dreadfully thin.
1,le 10 mai 1666,That is why it is so important for me to write in this diary.
6,le 14 octobre 1666,And I have a small library.
4,le 24 août 1666,Nor could anyone else who stood on the deck.
5,le 17 septembre 1666,"At that moment, Madame Laurent leaned over and pinched me on the arm."
1,le 8 mai 1666,Sometimes it seems as if fifty years separate us rather than three.
12,le 13 avril 1667,"They are shaped like a fiddle’s head, and were delicious served with butter, garlic and a little salt."
1,may,"Who are les filles à marier ?” Before I could hear the answer, Louise caught me on my knees and sent me away."
6,le 8 octobre 1666,"I took no pleasure at all in my outburst, for I had seen that it meant little to Armand."
5,le 17 septembre 1666,"That was a shock, I must say."
10,le 20 février 1667,Monsieur Aubry talked about his work while I listened.
11,le 7 mars 1667,"There will never be a duel, for which I am very grateful, but I cannot help but feel sorrow at the reason why."
1,may,"“Manners, Hélène."
13,le 5 mai 1667,Then one day it climbs a cattail stem and emerges into the air.
1,le 10 mai 1666,"Its tables and shelves are polished, the floor gleams, and the books are in order."
3,le 20 juillet 1666,"When I opened them, there was nothing but the sea."
2,le 7 juin 1666,"She must be a good, brave cat and keep away all the mice."
6,may,Ourson is at Kateri’s feet and Minette is on my pillow above my head.
8,le 3 decembre 1666,"“They say it rots endlessly, mademoiselle,” he told me as I mixed yet another poultice."
5,le 20 septembre 1666,"I would wait as well, I answered, and I turned my back on the boat."
10,le 4 février 1667,"“We cut holes in the ice and used the pole to stretch out a net,” Séraphin explained excitedly."
8,le 25 decembre 1666,"It is Christmas morning, just after mass."
13,le 2 mai 1667,"If we stayed here, we would freeze to death."
4,le 28 août 1666,"Until now, any laundry has been done in salt water."
6,may,Now I cannot stop thinking about it.
1,le 14 mai 1666,What a serious thing.
10,le 10 février 1667,This flask contains ball.
6,may,"In greater privacy, I agreed."
8,le 14 decembre 1666,"She added that I should walk with Monsieur Aubry and Kateri when they returned home, to put some colour in my cheeks."
8,le 6 decembre 1666,"He had his shop here, but he also lived amongst the Mohawks for three years before he wed my maman, you know."
13,le 5 mai 1667,Today I believe that the door to a new world has opened for me.
10,le 2 février 1667,He said he had heard a rumour of Monsieur Aubry’s smallpox.
6,le 2 octobre 1666,"Not from our village, but from one nearby."
10,le 3 février 1667,"When I came back downstairs, Tante Barbe and Kateri were in the common room."
2,le 20 juin 1666,I am not certain if I feel more sorry for the girls or the men.
6,may,"“Again you do well, mademoiselle,” he said after a moment."
1,le 25 mai 1666,Armand loves Catherine.
2,may,Then I heard a sound.
10,le 2 février 1667,"Perhaps I would dump the contents of a chamber pot on his head after all, if he came to call."
11,le 12 mars 1667,This morning we could barely open the front door!
9,le 31 janvier 1667,They wandered the streets singing and calling out.
2,le 20 juin 1666,"Madame and Monsieur were there, naturally."
13,le 2 mai 1667,He took a step towards us.
10,le 10 février 1667,It goes as so.
13,le 2 mai 1667,Only the sight of those fat squirrels calmed her a little.
10,may,"Again I told him no, that he did not want such as me for his wife."
12,may,I can easily take in the waistline of the skirt and put tucks in the bodice.
13,le 2 mai 1667,"Nothing perhaps, since I am so relieved to see you all in one piece."
9,le 31 janvier 1667,He must be taken to the hospital.” I grabbed at her arm and stopped her.
8,le 14 decembre 1666,"Her crust is much more flaky than mine, Papa.” I blushed dreadfully at all this."
6,le 25 octobre 1666,"“My intended must have the finest of everything.” I took what he owed for the meal, leaving the other coins, and said that I did not need a new cross."
2,may,“My sister will not marry until she is a woman.
3,le 15 juillet 1666,"I know in my heart that she would feel much better in the sunshine, but she can barely stand."
1,le 24 mai 1666,I do wish Armand would write.
8,le 21 decembre 1666,Perhaps it is only that he wished to please me.
2,may,"keep with us, but our bedding chest we emptied."
2,le 12 juin 1666,Perhaps I will dream of that new home.
10,le 20 février 1667,He is a respectable man.
7,le 24 novembre 1666,“That is why he returns to the village.
3,le 26 juillet 1666,"I do not know him and I can barely recall what he said, but somehow I felt a little better."
2,may,Down the lane and out into the countryside it rolled.
2,le 17 juin 1666,"I shall never sort out the Maries, since I am hopeless with names."
8,le 5 decembre 1666,"It is like some small stronghold under constant siege, but there is la Soeur Bourgeoys’s school, and the hospital, and all the houses."
1,may,"It is not Madeleine’s fault that she looks like a sheep, but she need not act like one."
5,le 24 septembre 1666,"I, of course, do not agree with her, although I keep that to myself, not wishing to be pinched yet again."
6,le 3 octobre 1666,How would Armand react to the news of Catherine’s death?
10,Février,"Five tiny kittens were there with her, nursing."
5,le 3 septembre 1666,"I wonder at something Kateri said, that all Mohawk girls learn the finger weaving."
4,le 7 août 1666,The Lecôtés?
2,le 26 juin 1666,"Le Chat Blanc is not a big ship as ships go, Séraphin has told me."
8,le 6 decembre 1666,The priest did not marry them.
7,le 2 novembre 1666,"On this day last year Catherine, Papa and I had a mass said for Maman."
6,le 11 octobre 1666,"“You would do well in the bush, mademoiselle!"
5,le 28 septembre 1666,"As gently as possible I met his eyes, thanked him for his offer and declined."
6,le 11 octobre 1666,“Excellent!” he said.
4,le 31 août 1666,"He is an eligible man after all, a rather handsome widower and a person of some substance with his business."
3,le 22 juillet 1666,So did four of the men.
13,le 2 mai 1667,Séraphin would be a wonderful provider for some lucky girl.
8,le 4 decembre 1666,No habitants come.
1,le 10 mai 1666,"There is no odour of mustiness, for I open the windows every week and let the fresh air blow in."
6,le 16 octobre 1666,I made Séraphin a poultice of soothing herbs for his hands tonight.
10,le 2 février 1667,The storm has ended.
6,le 3 octobre 1666,The sun sparkled on the water and lit the trees.
2,may,"Cousin Pierre was there, but Cousine Madeleine and Anne were still in bed."
4,le 24 août 1666,The fog persisted into the evening yesterday.
9,le 6 janvier,"Anything I can ever do for you to repay that debt, I will do.” I daringly suggested a walk about the town when he had time."
4,le 24 août 1666,I see land.” I could see nothing.
9,le 31 janvier 1667,"It was so, so bitterly cold and snowing hard."
10,le 2 février 1667,He said bonjour to Monsieur Aubry and Kateri as well.
2,le 6 juin 1666,Fifty livres .
12,le 5 avril 1667,"More importantly, he is fair and pleasant."
7,le 24 novembre 1666,Your goods are all here.
12,le 16 avril 1667,I will plant the peas tomorrow.
7,le 2 novembre 1666,"I felt sad and empty all day, no matter how Séraphin and Kateri tried to cheer me."
10,le 17 février 1667,The spruce was then taken out.
12,le 12 avril 1667,"I had left the shutters open in my room, and I found Minette sitting there watching the drops falling."
2,le 14 juin 1666,Monsieur Deschamps was seated there at a table that also hung from the ceiling by ropes.
11,le 10 mars 1667,"Barrels of salt pork and eels line the walls, and there are bags of dried peas for soup."
2,le 6 juin 1666,As a fille à marier Catherine has one hundred livres.
8,le 21 decembre 1666,Perhaps he has made his peace with the church.
6,may,Others feel differently.
6,le 3 octobre 1666,I set my mind and told myself to deal with it bit by bit.
8,le 7 decembre 1666,"He did not seem to feel the pain at all, even when he spat out a broken tooth."
6,may,Only here can I admit how difficult and sometimes hopeless it all has seemed.
2,le 30 juin 1666,Little wisps of her blond hair blew about like gold threads escaping from the coiffe and the ribbons she was wearing.
2,le 23 juin 1666,It was necessary to leave him with a neighbour.
1,le 8 mai 1666,This was not always my diary.
12,may,"The faint smell of herbs, the odour of cloves, lavender, mint and thyme grown in our own garden, rose up like a ghost."
4,may,This gave Monsieur Deschamps a shock.
9,le 31 janvier 1667,Then I saw it.
10,may,I suggested that Monsieur Aubry ask Intendant Talon himself the next time they went shooting together.
2,le 15 juin 1666,It is like being inside some sea creature all made of wood.
11,le 10 mars 1667,"But the room at the back of the kitchen is filled with tubs of cabbages, beets, carrots and turnips."
6,le 3 octobre 1666,How some of the men scowled at this.
5,le 20 septembre 1666,They passed buckets of water to each other in a line that led to the galley.
10,Février,"She is, in fact, calling me from upstairs, so I must go to see what she wants."
11,le 25 mars 1667,It was so beautiful.
10,may,Could I bring myself to shoot one of them?
10,le 3 février 1667,"Unfortunately, Monsieur Deschamps also arrived at the inn, and in spite of the fact that the room was filled with men, pressed me openly for an answer."
2,may,be possible to procure more private accommodations on the ship.
6,may,I would not.
6,may,"When I turned away she called out, “I will say a prayer for her soul, mademoiselle.” I walked back to the cart with as much dignity as I could manage, but my face was pale and I could feel the tears wanting to start in my eyes."
12,may,I felt my throat tighten horribly.
12,le 18 avril 1667,“You look like a bride yourself.
1,le 26 mai 1666,Catherine’s letters are blotched and misspelled.
2,may,"She began to wash, first one paw, then the other and then her face."
6,le 3 octobre 1666,"I used some of the tortoiseshell pins from Catherine’s chest, breathing a little prayer for her."
5,le 27 septembre 1666,How much she was loved!
2,may,"Minette made it more difficult than usual, since she wound around my legs the entire time."
5,le 20 septembre 1666,"I took the two things that were the most important to me, the cloth bag that held this diary and Papa’s journal, and Minette, who had made herself very flat in her extreme fear, poor thing."
5,le 24 septembre 1666,One of the women looked up and smiled.
6,may,Certainly it is not the weather.
1,le 10 mai 1666,"Sometimes, like Minette, I roam in the meadows and woods, or climb the thick branches of the old oak trees."
1,may,"I will walk to the church this instant, just in case it is."
5,le 17 septembre 1666,"He did not want to show it, I think, but he was as eager as any of us."
5,le 20 septembre 1666,"Rowing ashore in the boat, Monsieur Aubry was so enraged he could not speak at first."
5,le 17 septembre 1666,"When I did, she staggered as badly as I did."
13,le 2 mai 1667,"The Mohawks left us, going to their own encampment beside the palisade, and we walked back into the town."
9,le 6 janvier,"Kateri was asleep on the floor nearby, with Ourson at her side."
9,le 31 janvier 1667,"Kateri and I took turns staying with her father, bathing his face and body, urging him to take sips of water."
6,le 5 octobre 1666,"“To be paid is only fair,” she said."
8,le 6 decembre 1666,Sometimes he needs to return.” We were both quiet for a while as we thought of what she had said.
6,le 3 octobre 1666,"She must be a good cat and wash her face, I whispered."
13,le 2 mai 1667,"“Do not repeat that,” Jean said quickly to Kateri and ordered us both back to the town."
5,le 17 septembre 1666,I thought no one had seen.
12,le 14 avril 1667,Do not argue.
5,le 27 septembre 1666,"Even Monsieur Aubry set his musket aside and danced, though at first I thought he would not."
5,le 17 septembre 1666,"“Is this not exciting,” cried Séraphin."
3,le 9 juillet 1666,"I did, although not willingly."
8,le 6 decembre 1666,I was not.
13,le 2 mai 1667,"We turned in circles trying to see the town through the snow so that we might return, but everywhere was swirling white."
2,le 13 juin 1666,The sheepfold had its own smell of wool.
3,le 23 juillet 1666,I am so alone.
8,le 5 decembre 1666,"“It is the least I can do for Mademoiselle Mance,” she said."
1,may,She will need her birth certificate as well.
5,le 20 septembre 1666,The Maries’ faces had all worn looks of horror when Monsieur Deschamps and Madame Laurent had spoken.
3,le 13 juillet 1666,I wish Catherine could have seen it.
4,le 7 août 1666,I have heard of them.
13,le 2 mai 1667,"I bless Tante Barbe, for she said nothing and I have truly been neglecting my work."
5,le 23 septembre 1666,"Now he has reversed his decision, and nothing Monsieur Deschamps says will change his mind."
12,le 11 avril 1667,"“Excellent, mademoiselle,” one of the soldiers cheered."
4,le 14 août 1666,"I hope that we reach land quickly, and I told Monsieur Aubry that I could not wait to see Montréal."
8,le 14 decembre 1666,"“Are you hungry, Papa?” Kateri asked him."
8,le 14 decembre 1666,"I would take a pair of those bottes sauvages when you are able to get them, though.” The idea satisfied Monsieur Aubry."
10,le 10 février 1667,"Something important, is it?” Tante Barbe answered."
10,le 20 février 1667,He asked politely if he might have a word with me.
12,le 28 avril 1667,Cats will be cats.
10,le 2 février 1667,"“Bonjour , Mademoiselle St. Onge,” he said with formality."
1,le 14 mai 1666,Does she think it is alive?
5,le 24 septembre 1666,This time I followed the other girls to the Ursuline convent where short Marie and Marie with the freckles had remained behind.
4,le 4 août 1666,"“ Pardonnez-moi ,” Monsieur Deschamps answered stiffly."
5,le 29 septembre 1666,"“It is not for you, mademoiselle, but for your cat,” he explained."
